# Shadow tomography log started 2020-01-30 15:37:28
# Dimension = 16
# True state = ( 0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15
  48937    1980    0.25000000  0.00000000  0.00000000  0.25000000  0.25000000  0.00000000  0.00000000  0.25000000  0.25000000  0.00000000  0.00000000  0.25000000 -0.25000000  0.00000000 -0.00000000 -0.25000000 -0.25000000  0.00000000 -0.00000000 -0.25000000  0.25000000  0.00000000  0.00000000  0.25000000 -0.25000000  0.00000000 -0.00000000 -0.25000000 -0.25000000  0.00000000 -0.00000000 -0.25000000
  49316    379     0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  52488    3172    0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000
  55991    3503    0.25000000  0.00000000  0.00000000 -0.25000000  0.00000000 -0.25000000 -0.25000000  0.00000000  0.00000000  0.25000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.00000000  0.25000000  0.00000000 -0.25000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.00000000 -0.25000000 -0.25000000  0.00000000  0.00000000 -0.25000000  0.00000000 -0.25000000  0.25000000  0.00000000
  57321    1330    0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000 -0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000 -0.00000000 -0.35355338  0.00000000  0.00000000
  61641    4320    0.35355338 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000  0.00000000 -0.00000000  0.00000000  0.35355338 -0.00000000 -0.00000000  0.00000000 -0.00000000 -0.35355338 -0.00000000  0.00000000  0.35355338 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000  0.00000000
  70952    9311    0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000 -0.25000000  0.00000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.00000000 -0.25000000  0.00000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000
  72529    1577    0.25000000 -0.00000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.00000000  0.25000000 -0.00000000 -0.25000000  0.25000000 -0.00000000 -0.00000000  0.25000000  0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000  0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.00000000  0.25000000
  74562    2033    0.25000000  0.00000000  0.25000000  0.00000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000 -0.25000000  0.25000000  0.00000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.00000000  0.25000000  0.00000000 -0.25000000  0.00000000 -0.25000000  0.00000000 -0.25000000
  75698    1136    0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000 -0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000
  84755    9057    0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.70710677  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.70710677  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  86486    1731    0.25000000 -0.00000000 -0.25000000  0.00000000 -0.00000000 -0.25000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.00000000  0.25000000  0.25000000 -0.00000000 -0.25000000  0.00000000  0.25000000 -0.00000000 -0.25000000  0.00000000 -0.00000000 -0.25000000 -0.00000000  0.25000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.25000000  0.00000000  0.25000000 -0.00000000
  88289    1803   -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000 -0.00000000 -0.00000000 -0.00000000
  90588    2299    0.25000000  0.00000000 -0.25000000  0.00000000  0.00000000  0.25000000  0.00000000 -0.25000000  0.25000000  0.00000000  0.25000000  0.00000000  0.00000000 -0.25000000  0.00000000 -0.25000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.00000000  0.25000000  0.00000000 -0.25000000 -0.25000000  0.00000000 -0.25000000  0.00000000  0.00000000 -0.25000000  0.00000000 -0.25000000
  99655    9067    0.25000000 -0.00000000  0.25000000 -0.00000000  0.25000000 -0.00000000 -0.25000000  0.00000000 -0.00000000  0.25000000 -0.00000000  0.25000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000 -0.00000000  0.25000000 -0.00000000  0.25000000 -0.00000000  0.25000000  0.25000000 -0.00000000 -0.25000000  0.00000000 -0.25000000  0.00000000 -0.25000000  0.00000000
  121440   21785   0.25000000  0.00000000  0.00000000 -0.25000000  0.00000000 -0.25000000 -0.25000000  0.00000000 -0.25000000  0.00000000  0.00000000  0.25000000  0.00000000 -0.25000000 -0.25000000  0.00000000 -0.25000000  0.00000000  0.00000000  0.25000000  0.00000000  0.25000000  0.25000000  0.00000000 -0.25000000  0.00000000  0.00000000  0.25000000  0.00000000 -0.25000000 -0.25000000  0.00000000
  127719   6279    0.00000000  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000  0.00000000  0.00000000
  132851   5132    0.25000000 -0.00000000 -0.25000000  0.00000000  0.25000000 -0.00000000 -0.25000000  0.00000000  0.25000000 -0.00000000 -0.25000000  0.00000000 -0.25000000  0.00000000  0.25000000 -0.00000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000 -0.00000000  0.25000000 -0.00000000  0.25000000 -0.00000000 -0.25000000
  141337   8486    0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000 -0.00000000  0.25000000 -0.00000000  0.25000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000 -0.00000000
  145397   4060   -0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000  0.00000000 -0.00000000 -0.35355338 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338  0.35355338 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.35355338  0.00000000
  146674   1277    0.35355338 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.35355338 -0.00000000
  146852   178     0.25000000 -0.00000000 -0.00000000  0.25000000 -0.00000000  0.25000000 -0.25000000  0.00000000 -0.00000000  0.25000000  0.25000000 -0.00000000 -0.25000000  0.00000000 -0.00000000  0.25000000 -0.00000000  0.25000000 -0.25000000  0.00000000 -0.25000000  0.00000000 -0.00000000 -0.25000000  0.25000000 -0.00000000 -0.00000000 -0.25000000 -0.00000000  0.25000000  0.25000000 -0.00000000
  149593   2741    0.25000000 -0.00000000 -0.00000000 -0.25000000 -0.25000000  0.00000000 -0.00000000  0.25000000 -0.25000000  0.00000000 -0.00000000 -0.25000000 -0.25000000  0.00000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000 -0.25000000  0.00000000 -0.00000000  0.25000000  0.25000000 -0.00000000 -0.00000000 -0.25000000  0.25000000 -0.00000000 -0.00000000 -0.25000000  0.25000000 -0.00000000
  155270   5677    0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338
  159759   4489    0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.35355338
  162263   2504   -0.00000000 -0.00000000  0.35355338 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.35355338 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000
  172913   10650   0.25000000  0.00000000  0.00000000 -0.25000000  0.00000000 -0.25000000 -0.25000000  0.00000000  0.00000000  0.25000000  0.25000000  0.00000000 -0.25000000  0.00000000  0.00000000  0.25000000 -0.25000000  0.00000000  0.00000000  0.25000000  0.00000000  0.25000000  0.25000000  0.00000000  0.00000000 -0.25000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.00000000 -0.25000000
  173861   948     0.25000000  0.00000000 -0.25000000  0.00000000  0.00000000  0.25000000 -0.00000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000 -0.25000000  0.00000000 -0.00000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000 -0.25000000  0.00000000 -0.25000000  0.00000000
  178270   4409   -0.00000000  0.00000000  0.35355338 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000  0.00000000 -0.00000000 -0.35355338 -0.00000000  0.00000000  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.00000000 -0.35355338  0.00000000 -0.00000000  0.00000000  0.35355338 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000  0.00000000
  181085   2815    0.25000000 -0.00000000 -0.00000000 -0.25000000 -0.25000000 -0.00000000 -0.00000000 -0.25000000 -0.25000000 -0.00000000 -0.00000000  0.25000000 -0.25000000 -0.00000000 -0.00000000 -0.25000000  0.25000000 -0.00000000 -0.00000000  0.25000000 -0.25000000 -0.00000000 -0.00000000  0.25000000 -0.25000000 -0.00000000 -0.00000000 -0.25000000 -0.25000000 -0.00000000 -0.00000000  0.25000000
  184068   2983    0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.50000000
  192705   8637    0.25000000  0.00000000 -0.00000000 -0.25000000  0.25000000  0.00000000  0.00000000  0.25000000  0.00000000  0.25000000  0.25000000  0.00000000 -0.00000000 -0.25000000  0.25000000  0.00000000 -0.00000000 -0.25000000  0.25000000  0.00000000 -0.00000000 -0.25000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.00000000  0.25000000 -0.25000000  0.00000000  0.00000000  0.25000000
  192795   90      0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000
  194228   1433   -0.00000000  0.00000000  0.35355338 -0.00000000 -0.00000000  0.00000000  0.35355338 -0.00000000 -0.00000000  0.00000000 -0.00000000 -0.35355338 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000  0.00000000 -0.00000000 -0.35355338 -0.00000000  0.00000000 -0.35355338  0.00000000 -0.00000000  0.00000000  0.35355338 -0.00000000 -0.00000000  0.00000000
  195462   1234    0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.00000000 -0.50000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.50000000  0.00000000 -0.00000000  0.00000000
  203353   7891    0.35355338 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000 -0.35355338 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.35355338  0.00000000 -0.00000000  0.00000000 -0.35355338  0.00000000 -0.00000000  0.35355338 -0.00000000  0.00000000
  203390   37      0.25000000 -0.00000000 -0.00000000  0.25000000 -0.25000000  0.00000000 -0.00000000  0.25000000 -0.25000000  0.00000000 -0.00000000 -0.25000000  0.25000000 -0.00000000 -0.00000000 -0.25000000  0.25000000 -0.00000000 -0.00000000  0.25000000 -0.25000000  0.00000000 -0.00000000  0.25000000 -0.25000000  0.00000000 -0.00000000 -0.25000000  0.25000000 -0.00000000 -0.00000000 -0.25000000
  208815   5425    0.25000000 -0.00000000 -0.00000000  0.25000000 -0.25000000 -0.00000000 -0.00000000 -0.25000000 -0.25000000 -0.00000000 -0.00000000 -0.25000000 -0.25000000 -0.00000000 -0.00000000 -0.25000000  0.25000000 -0.00000000 -0.00000000 -0.25000000  0.25000000 -0.00000000 -0.00000000 -0.25000000 -0.25000000 -0.00000000 -0.00000000  0.25000000  0.25000000 -0.00000000 -0.00000000 -0.25000000
  213315   4500    0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.25000000 -0.00000000  0.25000000 -0.00000000 -0.00000000 -0.25000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.00000000  0.25000000  0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.00000000  0.25000000 -0.00000000 -0.25000000 -0.25000000 -0.00000000  0.25000000 -0.00000000
  214198   883     0.35355338 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.35355338  0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000  0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000  0.00000000 -0.35355338  0.00000000 -0.00000000  0.00000000
  215851   1653    0.25000000  0.00000000  0.25000000  0.00000000 -0.25000000  0.00000000  0.25000000  0.00000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.00000000  0.25000000 -0.00000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000  0.00000000  0.25000000
  230971   15120  -0.00000000  0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000  0.00000000
  231692   721     0.25000000  0.00000000  0.00000000 -0.25000000  0.25000000  0.00000000  0.00000000 -0.25000000 -0.25000000  0.00000000  0.00000000 -0.25000000  0.25000000  0.00000000  0.00000000  0.25000000 -0.25000000  0.00000000  0.00000000 -0.25000000 -0.25000000  0.00000000  0.00000000 -0.25000000  0.25000000  0.00000000  0.00000000 -0.25000000 -0.25000000  0.00000000  0.00000000  0.25000000
  231866   174     0.25000000  0.00000000  0.00000000  0.25000000  0.25000000  0.00000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000  0.25000000  0.00000000  0.00000000  0.25000000  0.25000000  0.00000000  0.00000000  0.25000000 -0.25000000  0.00000000 -0.00000000 -0.25000000 -0.25000000  0.00000000 -0.25000000  0.00000000 -0.00000000 -0.25000000 -0.25000000  0.00000000  0.00000000  0.25000000
  235841   3975   -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338  0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.35355338  0.00000000
  236075   234     0.00000000  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000
  236425   350     0.00000000  0.00000000  0.00000000  0.00000000  0.70710677  0.00000000 -0.70710677  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  236946   521     0.25000000  0.00000000 -0.25000000  0.00000000 -0.00000000 -0.25000000 -0.00000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.25000000 -0.25000000  0.00000000  0.25000000  0.00000000 -0.25000000  0.00000000  0.25000000  0.00000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000  0.00000000  0.25000000 -0.25000000  0.00000000  0.25000000  0.00000000
  238639   1693    0.25000000  0.00000000  0.00000000  0.25000000 -0.25000000  0.00000000  0.00000000 -0.25000000 -0.25000000  0.00000000  0.00000000 -0.25000000 -0.25000000  0.00000000  0.00000000 -0.25000000  0.00000000  0.25000000  0.25000000  0.00000000  0.00000000  0.25000000  0.25000000  0.00000000  0.00000000  0.25000000  0.25000000  0.00000000  0.00000000 -0.25000000 -0.25000000  0.00000000
  242759   4120    0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.00000000 -0.00000000 -0.35355338  0.00000000  0.00000000
  246001   3242    0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000
  247805   1804    0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000 -0.50000000  0.00000000
  252449   4644    0.00000000  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.35355338
