# Shadow tomography log started 2020-01-13 16:53:16
# Dimension = 8
# True state = ( 0.14721585 -0.00534268 -0.35672598 -0.06598247  0.68291300 -0.18321269  0.05912638  0.14621629  0.12210690 -0.01363021 -0.06913602 -0.12444022  0.33730013 -0.28221549 -0.30506144 -0.00625829)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7
  251114427 34033   0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338
  251116095 1668   -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.50000000 -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000  0.00000000
  251125747 9652    0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338
  251144557 18810   0.00000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.50000000  0.00000000  0.00000000  0.00000000
  251149341 4784    0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000
  251219679 70338   0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000
  251228990 9311    0.35355338 -0.00000000 -0.35355338  0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338
  251321410 92420   0.00000000  0.00000000  0.50000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000
  251325749 4339    0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000
  251340753 15004   0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000 -0.35355338  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.35355338  0.00000000
  251353573 12820   0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.50000000  0.50000000  0.00000000
  251356074 2501    0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.35355338 -0.00000000 -0.35355338 -0.00000000
  251427680 71606   0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338
  251455048 27368   0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.35355338 -0.00000000
  251489496 34448   0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.35355338 -0.00000000 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338  0.35355338 -0.00000000 -0.00000000 -0.35355338
  251491252 1756    0.35355338  0.00000000  0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000
  251543915 52663   0.00000000  0.00000000  0.00000000  0.00000000  0.70710677  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.70710677  0.00000000  0.00000000  0.00000000  0.00000000
  251550762 6847    0.50000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.50000000
  251560075 9313    0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338
  251583961 23886   0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338 -0.00000000 -0.00000000  0.35355338
  251642662 58701   0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000
  251648493 5831   -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000  0.50000000 -0.50000000 -0.00000000 -0.00000000 -0.50000000
  251712150 63657   0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.35355338  0.00000000
  251781140 68990   0.00000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000
  251790094 8954    0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.00000000  0.35355338
  251822667 32573   0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.50000000 -0.00000000  0.00000000
  251909525 86858   0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338  0.00000000  0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000
  251919322 9797    0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338
  251950556 31234   0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338
  251970842 20286   0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.35355338  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338  0.00000000  0.35355338
  251983492 12650   0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000
  252002941 19449   0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.00000000  0.35355338
  252024100 21159   0.50000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000 -0.50000000
  252078128 54028   0.35355338  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338  0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338
  252090982 12854   0.50000000 -0.00000000 -0.50000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.00000000  0.00000000
  252098196 7214    0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.00000000  0.35355338
  252184254 86058   0.50000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000
  252198102 13848   0.50000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.50000000
  252225019 26917   0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338
  252234883 9864   -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.00000000 -0.50000000 -0.00000000  0.00000000 -0.50000000  0.00000000
  252338409 103526  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.35355338  0.00000000
  252421410 83001   0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000 -0.50000000  0.00000000
  252511061 89651   0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000
  252519780 8719    0.35355338 -0.00000000 -0.35355338  0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338
  252531574 11794   0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000
  252552398 20824   0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000
  252568693 16295   0.35355338 -0.00000000 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338 -0.00000000
  252577493 8800    0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338
  252594068 16575   0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.00000000  0.00000000  0.50000000 -0.00000000
  252598017 3949    0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338
  252629860 31843   0.50000000  0.00000000 -0.50000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  252680145 50285   0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000
  252687049 6904    0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.35355338
  252806311 119262  0.50000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000
  252877643 71332   0.50000000 -0.00000000 -0.50000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000 -0.50000000 -0.00000000  0.50000000
  252883693 6050    0.50000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  252933829 50136   0.35355338 -0.00000000  0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338
  252956873 23044   0.35355338 -0.00000000 -0.00000000  0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338
  252983913 27040   0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000
  252999787 15874   0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000
  253050734 50947   0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000 -0.35355338  0.35355338  0.00000000
  253065497 14763   0.50000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000
  253091964 26467   0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.50000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000
  253135799 43835   0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338
  253172638 36839   0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000 -0.50000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  253209587 36949   0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000
  253214080 4493    0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000
  253257713 43633   0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000 -0.50000000 -0.00000000  0.00000000 -0.50000000  0.00000000
  253268703 10990  -0.00000000  0.00000000 -0.00000000  0.00000000  0.50000000 -0.00000000  0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.50000000
  253332022 63319   0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000
  253333155 1133   -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.50000000 -0.00000000 -0.50000000 -0.00000000 -0.50000000 -0.00000000
  253403470 70315  -0.00000000  0.00000000  0.50000000 -0.00000000  0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000 -0.50000000 -0.00000000  0.00000000
  253480147 76677  -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000
  253491892 11745   0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338
  253508551 16659   0.50000000 -0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.00000000  0.00000000
  253642635 134084  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.35355338 -0.00000000 -0.00000000  0.35355338
  253660035 17400   0.00000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000
  253671544 11509   0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000
  253707004 35460   0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.35355338 -0.00000000 -0.35355338
  253761636 54632  -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000
  253789486 27850   0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000
  253799001 9515    0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338
  253822628 23627   0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338
  253935661 113033  0.35355338 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000
  254017538 81877   0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.00000000  0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000
  254041898 24360   0.70710677 -0.00000000 -0.00000000  0.70710677 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000
  254064821 22923   0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000
  254073749 8928    0.50000000  0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.50000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  254090648 16899   0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000
  254163839 73191   0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.00000000  0.00000000  0.00000000
  254186200 22361   0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000
  254200748 14548   0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  254218122 17374   0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.50000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000
  254239279 21157   0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  254241062 1783    0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.35355338 -0.00000000 -0.35355338 -0.00000000
  254242085 1023    0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338
  254242494 409     0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.50000000
  254287924 45430   0.50000000  0.00000000 -0.00000000 -0.50000000 -0.50000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  254400411 112487  0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000
  254501688 101277  0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000
  254559178 57490   0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338 -0.00000000 -0.00000000 -0.35355338
  254581629 22451  -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000
  254669538 87909   0.50000000  0.00000000  0.50000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  254746869 77331   0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338
  254767912 21043   0.50000000 -0.00000000 -0.50000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000 -0.50000000
  254841412 73500   0.00000000  0.00000000  0.50000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000
  254942211 100799  0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338
  254989375 47164   0.50000000  0.00000000 -0.00000000 -0.50000000 -0.50000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  255059521 70146   0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000  0.35355338
  255067205 7684    0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.00000000  0.35355338
  255152595 85390   0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000 -0.35355338
  255174177 21582   0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.35355338  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338  0.00000000  0.35355338
  255189311 15134   0.50000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000
  255263403 74092  -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000 -0.50000000 -0.00000000  0.00000000 -0.50000000  0.00000000 -0.00000000  0.00000000
  255300254 36851   0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000
  255301843 1589    0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000
  255326034 24191   0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.35355338
  255347802 21768   0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  255361093 13291   0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.35355338  0.00000000
  255395036 33943   0.35355338  0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338
  255413355 18319  -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000
  255443288 29933   0.00000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000
  255499643 56355   0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000  0.00000000
  255552332 52689   0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000 -0.00000000  0.35355338 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.00000000 -0.35355338  0.35355338 -0.00000000
  255563594 11262   0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000
