# Shadow tomography log started 2019-12-30 23:51:32
# Dimension = 2
# True state = (-0.30738525  0.10128641 -0.25510160  0.91114134)
# N        C              re0         im0         re1         im1
  7607415  60729   1.00000000  0.00000000  0.00000000  0.00000000
  7825808  218393  0.70710677  0.00000000  0.70710677  0.00000000
  7928410  102602  0.70710677  0.00000000 -0.00000000 -0.70710677
  8147915  219505  0.70710677  0.00000000  0.70710677  0.00000000
  8238392  90477   0.70710677  0.00000000  0.00000000  0.70710677
  8327531  89139   0.70710677 -0.00000000 -0.00000000  0.70710677
  8545481  217950  0.70710677  0.00000000  0.70710677  0.00000000
  8606415  60934   1.00000000  0.00000000  0.00000000  0.00000000
  8618873  12458   0.70710677  0.00000000 -0.70710677  0.00000000
  8718900  100027  0.70710677  0.00000000  0.00000000 -0.70710677
  8819757  100857  0.70710677  0.00000000  0.00000000 -0.70710677
  8986420  166663  0.00000000  0.00000000  1.00000000  0.00000000
  9047557  61137   1.00000000  0.00000000  0.00000000  0.00000000
  9147584  100027  0.70710677  0.00000000 -0.00000000 -0.70710677
  9314914  167330  0.00000000  0.00000000  1.00000000  0.00000000
  9405215  90301   0.70710677  0.00000000  0.00000000  0.70710677
  9622878  217663  0.70710677  0.00000000  0.70710677  0.00000000
  9635533  12655   0.70710677  0.00000000 -0.70710677  0.00000000
  9649109  13576   0.70710677 -0.00000000 -0.70710677 -0.00000000
  9750258  101149  0.70710677  0.00000000  0.00000000 -0.70710677
  9915586  165328  0.00000000  0.00000000  1.00000000  0.00000000
  10130606 215020  0.70710677  0.00000000  0.70710677  0.00000000
  10299996 169390  0.00000000  0.00000000  1.00000000  0.00000000
  10401660 101664  0.70710677  0.00000000  0.00000000 -0.70710677
  10621567 219907  0.70710677  0.00000000  0.70710677  0.00000000
  10838782 217215  0.70710677  0.00000000  0.70710677  0.00000000
  11055448 216666  0.70710677  0.00000000  0.70710677  0.00000000
  11068627 13179   0.70710677  0.00000000 -0.70710677  0.00000000
  11234451 165824  0.00000000  0.00000000  1.00000000  0.00000000
  11323477 89026   0.70710677  0.00000000  0.00000000  0.70710677
  11541499 218022  0.70710677  0.00000000  0.70710677  0.00000000
  11706421 164922  0.00000000  0.00000000  1.00000000  0.00000000
  11806631 100210  0.70710677  0.00000000 -0.00000000 -0.70710677
  11907633 101002  0.70710677  0.00000000 -0.00000000 -0.70710677
  12126314 218681  0.70710677  0.00000000  0.70710677  0.00000000
  12290215 163901  0.00000000  0.00000000  1.00000000  0.00000000
  12303291 13076   0.70710677 -0.00000000 -0.70710677 -0.00000000
  12391227 87936   0.70710677  0.00000000  0.00000000  0.70710677
  12492485 101258  0.70710677  0.00000000  0.00000000 -0.70710677
  12505784 13299   0.70710677 -0.00000000 -0.70710677 -0.00000000
  12564849 59065   1.00000000  0.00000000  0.00000000  0.00000000
  12782570 217721  0.70710677  0.00000000  0.70710677  0.00000000
  12795383 12813   0.70710677 -0.00000000 -0.70710677 -0.00000000
  12894864 99481   0.70710677  0.00000000  0.00000000 -0.70710677
  12995903 101039  0.70710677  0.00000000 -0.00000000 -0.70710677
  13009382 13479   0.70710677  0.00000000 -0.70710677  0.00000000
  13175927 166545  0.00000000  0.00000000  1.00000000  0.00000000
  13189354 13427   0.70710677 -0.00000000 -0.70710677 -0.00000000
  13276638 87284   0.70710677  0.00000000  0.00000000  0.70710677
  13441686 165048  0.00000000  0.00000000  1.00000000  0.00000000
  13500977 59291   1.00000000  0.00000000  0.00000000  0.00000000
  13716938 215961  0.70710677  0.00000000  0.70710677  0.00000000
  13806649 89711   0.70710677  0.00000000  0.00000000  0.70710677
  13973077 166428  0.00000000  0.00000000  1.00000000  0.00000000
  14074136 101059  0.70710677  0.00000000  0.00000000 -0.70710677
  14289521 215385  0.70710677  0.00000000  0.70710677  0.00000000
  14505665 216144  0.70710677  0.00000000  0.70710677  0.00000000
  14606545 100880  0.70710677  0.00000000 -0.00000000 -0.70710677
  14705746 99201   0.70710677  0.00000000 -0.00000000 -0.70710677
  14806412 100666  0.70710677  0.00000000 -0.00000000 -0.70710677
  14865877 59465   1.00000000  0.00000000  0.00000000  0.00000000
  15033816 167939  0.00000000  0.00000000  1.00000000  0.00000000
  15047272 13456   0.70710677  0.00000000 -0.70710677  0.00000000
  15134929 87657   0.70710677 -0.00000000 -0.00000000  0.70710677
  15222788 87859   0.70710677 -0.00000000 -0.00000000  0.70710677
  15312002 89214   0.70710677  0.00000000  0.00000000  0.70710677
  15400877 88875   0.70710677 -0.00000000 -0.00000000  0.70710677
  15460201 59324   1.00000000  0.00000000  0.00000000  0.00000000
  15520078 59877   1.00000000  0.00000000  0.00000000  0.00000000
  15579849 59771   1.00000000  0.00000000  0.00000000  0.00000000
  15680321 100472  0.70710677  0.00000000 -0.00000000 -0.70710677
  15741077 60756   1.00000000  0.00000000  0.00000000  0.00000000
  15801818 60741   1.00000000  0.00000000  0.00000000  0.00000000
  15901207 99389   0.70710677  0.00000000 -0.00000000 -0.70710677
  15989260 88053   0.70710677 -0.00000000 -0.00000000  0.70710677
  16077661 88401   0.70710677  0.00000000  0.00000000  0.70710677
  16243188 165527  0.00000000  0.00000000  1.00000000  0.00000000
  16303290 60102   1.00000000  0.00000000  0.00000000  0.00000000
  16391931 88641   0.70710677 -0.00000000 -0.00000000  0.70710677
  16493093 101162  0.70710677  0.00000000  0.00000000 -0.70710677
  16506003 12910   0.70710677  0.00000000 -0.70710677  0.00000000
  16518402 12399   0.70710677  0.00000000 -0.70710677  0.00000000
  16735434 217032  0.70710677  0.00000000  0.70710677  0.00000000
  16824256 88822   0.70710677 -0.00000000 -0.00000000  0.70710677
  16991956 167700  0.00000000  0.00000000  1.00000000  0.00000000
  17093286 101330  0.70710677  0.00000000  0.00000000 -0.70710677
  17105709 12423   0.70710677  0.00000000 -0.70710677  0.00000000
  17320697 214988  0.70710677  0.00000000  0.70710677  0.00000000
  17381161 60464   1.00000000  0.00000000  0.00000000  0.00000000
  17597314 216153  0.70710677  0.00000000  0.70710677  0.00000000
  17657639 60325   1.00000000  0.00000000  0.00000000  0.00000000
  17873554 215915  0.70710677  0.00000000  0.70710677  0.00000000
  17933929 60375   1.00000000  0.00000000  0.00000000  0.00000000
  17946817 12888   0.70710677 -0.00000000 -0.70710677 -0.00000000
  18111111 164294  0.00000000  0.00000000  1.00000000  0.00000000
  18123420 12309   0.70710677  0.00000000 -0.70710677  0.00000000
  18183290 59870   1.00000000  0.00000000  0.00000000  0.00000000
  18271811 88521   0.70710677 -0.00000000 -0.00000000  0.70710677
  18372370 100559  0.70710677  0.00000000  0.00000000 -0.70710677
  18589593 217223  0.70710677  0.00000000  0.70710677  0.00000000
  18678975 89382   0.70710677 -0.00000000 -0.00000000  0.70710677
  18779663 100688  0.70710677  0.00000000 -0.00000000 -0.70710677
  18792787 13124   0.70710677  0.00000000 -0.70710677  0.00000000
  18957793 165006  0.00000000  0.00000000  1.00000000  0.00000000
  19059028 101235  0.70710677  0.00000000  0.00000000 -0.70710677
  19277149 218121  0.70710677  0.00000000  0.70710677  0.00000000
  19366130 88981   0.70710677  0.00000000  0.00000000  0.70710677
  19531534 165404  0.00000000  0.00000000  1.00000000  0.00000000
  19544291 12757   0.70710677 -0.00000000 -0.70710677 -0.00000000
  19604529 60238   1.00000000  0.00000000  0.00000000  0.00000000
  19617294 12765   0.70710677  0.00000000 -0.70710677  0.00000000
  19677626 60332   1.00000000  0.00000000  0.00000000  0.00000000
  19895907 218281  0.70710677  0.00000000  0.70710677  0.00000000
  19997374 101467  0.70710677  0.00000000  0.00000000 -0.70710677
  20099126 101752  0.70710677  0.00000000 -0.00000000 -0.70710677
  20265678 166552  0.00000000  0.00000000  1.00000000  0.00000000
  20355447 89769   0.70710677 -0.00000000 -0.00000000  0.70710677
  20573348 217901  0.70710677  0.00000000  0.70710677  0.00000000
  20585839 12491   0.70710677  0.00000000 -0.70710677  0.00000000
  20801040 215201  0.70710677  0.00000000  0.70710677  0.00000000
  20967180 166140  0.00000000  0.00000000  1.00000000  0.00000000
  21134460 167280  0.00000000  0.00000000  1.00000000  0.00000000
  21223003 88543   0.70710677 -0.00000000 -0.00000000  0.70710677
  21284418 61415   1.00000000  0.00000000  0.00000000  0.00000000
  21501894 217476  0.70710677  0.00000000  0.70710677  0.00000000
  21718820 216926  0.70710677  0.00000000  0.70710677  0.00000000
  21936004 217184  0.70710677  0.00000000  0.70710677  0.00000000
  22024452 88448   0.70710677 -0.00000000 -0.00000000  0.70710677
  22037753 13301   0.70710677  0.00000000 -0.70710677  0.00000000
  22127541 89788   0.70710677 -0.00000000 -0.00000000  0.70710677
  22188771 61230   1.00000000  0.00000000  0.00000000  0.00000000
  22289871 101100  0.70710677  0.00000000 -0.00000000 -0.70710677
  22393659 103788  0.70710677  0.00000000 -0.00000000 -0.70710677
  22564132 170473  0.00000000  0.00000000  1.00000000  0.00000000
  22653347 89215   0.70710677  0.00000000  0.00000000  0.70710677
  22741815 88468   0.70710677  0.00000000  0.00000000  0.70710677
  22958932 217117  0.70710677  0.00000000  0.70710677  0.00000000
  23019436 60504   1.00000000  0.00000000  0.00000000  0.00000000
  23119934 100498  0.70710677  0.00000000  0.00000000 -0.70710677
  23132702 12768   0.70710677  0.00000000 -0.70710677  0.00000000
  23300642 167940  0.00000000  0.00000000  1.00000000  0.00000000
  23517783 217141  0.70710677  0.00000000  0.70710677  0.00000000
  23736361 218578  0.70710677  0.00000000  0.70710677  0.00000000
  23825196 88835   0.70710677 -0.00000000 -0.00000000  0.70710677
  23885329 60133   1.00000000  0.00000000  0.00000000  0.00000000
  23898108 12779   0.70710677 -0.00000000 -0.70710677 -0.00000000
  24000888 102780  0.70710677  0.00000000 -0.00000000 -0.70710677
  24164670 163782  0.00000000  0.00000000  1.00000000  0.00000000
  24380080 215410  0.70710677  0.00000000  0.70710677  0.00000000
  24546226 166146  0.00000000  0.00000000  1.00000000  0.00000000
  24634134 87908   0.70710677  0.00000000  0.00000000  0.70710677
  24800758 166624  0.00000000  0.00000000  1.00000000  0.00000000
  24889424 88666   0.70710677 -0.00000000 -0.00000000  0.70710677
  24949710 60286   1.00000000  0.00000000  0.00000000  0.00000000
  25010161 60451   1.00000000  0.00000000  0.00000000  0.00000000
  25224910 214749  0.70710677  0.00000000  0.70710677  0.00000000
  25284357 59447   1.00000000  0.00000000  0.00000000  0.00000000
  25298119 13762   0.70710677  0.00000000 -0.70710677  0.00000000
  25398689 100570  0.70710677  0.00000000  0.00000000 -0.70710677
  25458672 59983   1.00000000  0.00000000  0.00000000  0.00000000
  25546622 87950   0.70710677 -0.00000000 -0.00000000  0.70710677
  25761563 214941  0.70710677  0.00000000  0.70710677  0.00000000
  25850091 88528   0.70710677 -0.00000000 -0.00000000  0.70710677
  26067153 217062  0.70710677  0.00000000  0.70710677  0.00000000
  26155835 88682   0.70710677 -0.00000000 -0.00000000  0.70710677
  26243816 87981   0.70710677 -0.00000000 -0.00000000  0.70710677
  26304168 60352   1.00000000  0.00000000  0.00000000  0.00000000
  26469986 165818  0.00000000  0.00000000  1.00000000  0.00000000
  26482666 12680   0.70710677  0.00000000 -0.70710677  0.00000000
  26570485 87819   0.70710677  0.00000000  0.00000000  0.70710677
  26671435 100950  0.70710677  0.00000000 -0.00000000 -0.70710677
  26888101 216666  0.70710677  0.00000000  0.70710677  0.00000000
  26988878 100777  0.70710677  0.00000000  0.00000000 -0.70710677
  27076770 87892   0.70710677 -0.00000000 -0.00000000  0.70710677
  27088772 12002   0.70710677  0.00000000 -0.70710677  0.00000000
  27255107 166335  0.00000000  0.00000000  1.00000000  0.00000000
  27424014 168907  0.00000000  0.00000000  1.00000000  0.00000000
  27513068 89054   0.70710677 -0.00000000 -0.00000000  0.70710677
  27678372 165304  0.00000000  0.00000000  1.00000000  0.00000000
  27844764 166392  0.00000000  0.00000000  1.00000000  0.00000000
  27905370 60606   1.00000000  0.00000000  0.00000000  0.00000000
  27993135 87765   0.70710677 -0.00000000 -0.00000000  0.70710677
  28005502 12367   0.70710677  0.00000000 -0.70710677  0.00000000
  28018667 13165   0.70710677 -0.00000000 -0.70710677 -0.00000000
  28235358 216691  0.70710677  0.00000000  0.70710677  0.00000000
  28402474 167116  0.00000000  0.00000000  1.00000000  0.00000000
  28491358 88884   0.70710677 -0.00000000 -0.00000000  0.70710677
  28551435 60077   1.00000000  0.00000000  0.00000000  0.00000000
  28718571 167136  0.00000000  0.00000000  1.00000000  0.00000000
  28820451 101880  0.70710677  0.00000000  0.00000000 -0.70710677
  29037695 217244  0.70710677  0.00000000  0.70710677  0.00000000
  29138048 100353  0.70710677  0.00000000  0.00000000 -0.70710677
  29239378 101330  0.70710677  0.00000000  0.00000000 -0.70710677
  29457689 218311  0.70710677  0.00000000  0.70710677  0.00000000
  29623802 166113  0.00000000  0.00000000  1.00000000  0.00000000
  29789137 165335  0.00000000  0.00000000  1.00000000  0.00000000
  29954600 165463  0.00000000  0.00000000  1.00000000  0.00000000
  30172867 218267  0.70710677  0.00000000  0.70710677  0.00000000
  30339133 166266  0.00000000  0.00000000  1.00000000  0.00000000
  30505844 166711  0.00000000  0.00000000  1.00000000  0.00000000
  30672460 166616  0.00000000  0.00000000  1.00000000  0.00000000
  30837111 164651  0.00000000  0.00000000  1.00000000  0.00000000
  30849887 12776   0.70710677  0.00000000 -0.70710677  0.00000000
  30908968 59081   1.00000000  0.00000000  0.00000000  0.00000000
  30969045 60077   1.00000000  0.00000000  0.00000000  0.00000000
  31185168 216123  0.70710677  0.00000000  0.70710677  0.00000000
  31403222 218054  0.70710677  0.00000000  0.70710677  0.00000000
  31503909 100687  0.70710677  0.00000000  0.00000000 -0.70710677
  31604738 100829  0.70710677  0.00000000 -0.00000000 -0.70710677
  31617306 12568   0.70710677 -0.00000000 -0.70710677 -0.00000000
  31834239 216933  0.70710677  0.00000000  0.70710677  0.00000000
  32050596 216357  0.70710677  0.00000000  0.70710677  0.00000000
  32151410 100814  0.70710677  0.00000000  0.00000000 -0.70710677
  32369182 217772  0.70710677  0.00000000  0.70710677  0.00000000
  32456356 87174   0.70710677 -0.00000000 -0.00000000  0.70710677
  32671065 214709  0.70710677  0.00000000  0.70710677  0.00000000
  32771377 100312  0.70710677  0.00000000  0.00000000 -0.70710677
  32858764 87387   0.70710677  0.00000000  0.00000000  0.70710677
  32959223 100459  0.70710677  0.00000000  0.00000000 -0.70710677
  33019736 60513   1.00000000  0.00000000  0.00000000  0.00000000
  33120487 100751  0.70710677  0.00000000 -0.00000000 -0.70710677
  33335806 215319  0.70710677  0.00000000  0.70710677  0.00000000
  33500761 164955  0.00000000  0.00000000  1.00000000  0.00000000
  33561882 61121   1.00000000  0.00000000  0.00000000  0.00000000
  33728293 166411  0.00000000  0.00000000  1.00000000  0.00000000
  33816591 88298   0.70710677  0.00000000  0.00000000  0.70710677
  33877231 60640   1.00000000  0.00000000  0.00000000  0.00000000
  33889545 12314   0.70710677 -0.00000000 -0.70710677 -0.00000000
  33978897 89352   0.70710677 -0.00000000 -0.00000000  0.70710677
  34039626 60729   1.00000000  0.00000000  0.00000000  0.00000000
  34052434 12808   0.70710677  0.00000000 -0.70710677  0.00000000
  34267514 215080  0.70710677  0.00000000  0.70710677  0.00000000
  34432181 164667  0.00000000  0.00000000  1.00000000  0.00000000
  34444708 12527   0.70710677 -0.00000000 -0.70710677 -0.00000000
  34504816 60108   1.00000000  0.00000000  0.00000000  0.00000000
  34720941 216125  0.70710677  0.00000000  0.70710677  0.00000000
  34782153 61212   1.00000000  0.00000000  0.00000000  0.00000000
  34998678 216525  0.70710677  0.00000000  0.70710677  0.00000000
  35087308 88630   0.70710677  0.00000000  0.00000000  0.70710677
  35147635 60327   1.00000000  0.00000000  0.00000000  0.00000000
  35206957 59322   1.00000000  0.00000000  0.00000000  0.00000000
  35371849 164892  0.00000000  0.00000000  1.00000000  0.00000000
  35460400 88551   0.70710677  0.00000000  0.00000000  0.70710677
  35561832 101432  0.70710677  0.00000000  0.00000000 -0.70710677
  35662783 100951  0.70710677  0.00000000  0.00000000 -0.70710677
  35764282 101499  0.70710677  0.00000000 -0.00000000 -0.70710677
  35825508 61226   1.00000000  0.00000000  0.00000000  0.00000000
  35992550 167042  0.00000000  0.00000000  1.00000000  0.00000000
  36005668 13118   0.70710677 -0.00000000 -0.70710677 -0.00000000
  36094861 89193   0.70710677 -0.00000000 -0.00000000  0.70710677
  36184698 89837   0.70710677  0.00000000  0.00000000  0.70710677
  36244901 60203   1.00000000  0.00000000  0.00000000  0.00000000
  36344683 99782   0.70710677  0.00000000  0.00000000 -0.70710677
  36561902 217219  0.70710677  0.00000000  0.70710677  0.00000000
  36651708 89806   0.70710677 -0.00000000 -0.00000000  0.70710677
  36818451 166743  0.00000000  0.00000000  1.00000000  0.00000000
  36918756 100305  0.70710677  0.00000000 -0.00000000 -0.70710677
  37085951 167195  0.00000000  0.00000000  1.00000000  0.00000000
  37147163 61212   1.00000000  0.00000000  0.00000000  0.00000000
  37364154 216991  0.70710677  0.00000000  0.70710677  0.00000000
  37465067 100913  0.70710677  0.00000000 -0.00000000 -0.70710677
  37632032 166965  0.00000000  0.00000000  1.00000000  0.00000000
  37849546 217514  0.70710677  0.00000000  0.70710677  0.00000000
  37862123 12577   0.70710677  0.00000000 -0.70710677  0.00000000
  37962880 100757  0.70710677  0.00000000  0.00000000 -0.70710677
  38051321 88441   0.70710677 -0.00000000 -0.00000000  0.70710677
  38141166 89845   0.70710677  0.00000000  0.00000000  0.70710677
  38239965 98799   0.70710677  0.00000000  0.00000000 -0.70710677
  38300236 60271   1.00000000  0.00000000  0.00000000  0.00000000
  38516240 216004  0.70710677  0.00000000  0.70710677  0.00000000
  38576600 60360   1.00000000  0.00000000  0.00000000  0.00000000
  38665762 89162   0.70710677  0.00000000  0.00000000  0.70710677
  38831999 166237  0.00000000  0.00000000  1.00000000  0.00000000
  38932919 100920  0.70710677  0.00000000 -0.00000000 -0.70710677
  38992090 59171   1.00000000  0.00000000  0.00000000  0.00000000
  39005363 13273   0.70710677  0.00000000 -0.70710677  0.00000000
  39018410 13047   0.70710677 -0.00000000 -0.70710677 -0.00000000
  39031338 12928   0.70710677  0.00000000 -0.70710677  0.00000000
  39195908 164570  0.00000000  0.00000000  1.00000000  0.00000000
  39411028 215120  0.70710677  0.00000000  0.70710677  0.00000000
  39470638 59610   1.00000000  0.00000000  0.00000000  0.00000000
  39558427 87789   0.70710677 -0.00000000 -0.00000000  0.70710677
  39571540 13113   0.70710677  0.00000000 -0.70710677  0.00000000
  39791790 220250  0.70710677  0.00000000  0.70710677  0.00000000
  39894257 102467  0.70710677  0.00000000 -0.00000000 -0.70710677
  39906741 12484   0.70710677 -0.00000000 -0.70710677 -0.00000000
  39967285 60544   1.00000000  0.00000000  0.00000000  0.00000000
  40028546 61261   1.00000000  0.00000000  0.00000000  0.00000000
  40089384 60838   1.00000000  0.00000000  0.00000000  0.00000000
  40180990 91606   0.70710677  0.00000000  0.00000000  0.70710677
  40271349 90359   0.70710677  0.00000000  0.00000000  0.70710677
  40489280 217931  0.70710677  0.00000000  0.70710677  0.00000000
  40502083 12803   0.70710677 -0.00000000 -0.70710677 -0.00000000
  40562746 60663   1.00000000  0.00000000  0.00000000  0.00000000
  40729268 166522  0.00000000  0.00000000  1.00000000  0.00000000
  40894595 165327  0.00000000  0.00000000  1.00000000  0.00000000
  40993877 99282   0.70710677  0.00000000  0.00000000 -0.70710677
  41006905 13028   0.70710677  0.00000000 -0.70710677  0.00000000
  41066989 60084   1.00000000  0.00000000  0.00000000  0.00000000
  41234512 167523  0.00000000  0.00000000  1.00000000  0.00000000
  41402732 168220  0.00000000  0.00000000  1.00000000  0.00000000
  41503430 100698  0.70710677  0.00000000  0.00000000 -0.70710677
  41603907 100477  0.70710677  0.00000000 -0.00000000 -0.70710677
  41821510 217603  0.70710677  0.00000000  0.70710677  0.00000000
  42039427 217917  0.70710677  0.00000000  0.70710677  0.00000000
  42258946 219519  0.70710677  0.00000000  0.70710677  0.00000000
  42358847 99901   0.70710677  0.00000000 -0.00000000 -0.70710677
  42419358 60511   1.00000000  0.00000000  0.00000000  0.00000000
  42433088 13730   0.70710677 -0.00000000 -0.70710677 -0.00000000
  42521602 88514   0.70710677 -0.00000000 -0.00000000  0.70710677
  42737681 216079  0.70710677  0.00000000  0.70710677  0.00000000
  42905401 167720  0.00000000  0.00000000  1.00000000  0.00000000
  42918618 13217   0.70710677 -0.00000000 -0.70710677 -0.00000000
  43086052 167434  0.00000000  0.00000000  1.00000000  0.00000000
  43250671 164619  0.00000000  0.00000000  1.00000000  0.00000000
  43310826 60155   1.00000000  0.00000000  0.00000000  0.00000000
  43401003 90177   0.70710677 -0.00000000 -0.00000000  0.70710677
  43568763 167760  0.00000000  0.00000000  1.00000000  0.00000000
  43669776 101013  0.70710677  0.00000000 -0.00000000 -0.70710677
  43682633 12857   0.70710677 -0.00000000 -0.70710677 -0.00000000
  43773376 90743   0.70710677  0.00000000  0.00000000  0.70710677
  43864670 91294   0.70710677  0.00000000  0.00000000  0.70710677
  43925689 61019   1.00000000  0.00000000  0.00000000  0.00000000
  44095566 169877  0.00000000  0.00000000  1.00000000  0.00000000
  44108371 12805   0.70710677 -0.00000000 -0.70710677 -0.00000000
  44197169 88798   0.70710677 -0.00000000 -0.00000000  0.70710677
  44297893 100724  0.70710677  0.00000000  0.00000000 -0.70710677
  44310599 12706   0.70710677  0.00000000 -0.70710677  0.00000000
  44411499 100900  0.70710677  0.00000000 -0.00000000 -0.70710677
  44513569 102070  0.70710677  0.00000000  0.00000000 -0.70710677
  44526872 13303   0.70710677  0.00000000 -0.70710677  0.00000000
  44746445 219573  0.70710677  0.00000000  0.70710677  0.00000000
  44836246 89801   0.70710677  0.00000000  0.00000000  0.70710677
  44925816 89570   0.70710677 -0.00000000 -0.00000000  0.70710677
  44986533 60717   1.00000000  0.00000000  0.00000000  0.00000000
  45000088 13555   0.70710677 -0.00000000 -0.70710677 -0.00000000
  45013509 13421   0.70710677 -0.00000000 -0.70710677 -0.00000000
  45114351 100842  0.70710677  0.00000000  0.00000000 -0.70710677
  45283102 168751  0.00000000  0.00000000  1.00000000  0.00000000
  45382959 99857   0.70710677  0.00000000  0.00000000 -0.70710677
  45443829 60870   1.00000000  0.00000000  0.00000000  0.00000000
  45545628 101799  0.70710677  0.00000000 -0.00000000 -0.70710677
  45647958 102330  0.70710677  0.00000000  0.00000000 -0.70710677
  45661269 13311   0.70710677 -0.00000000 -0.70710677 -0.00000000
  45750355 89086   0.70710677 -0.00000000 -0.00000000  0.70710677
  45763141 12786   0.70710677 -0.00000000 -0.70710677 -0.00000000
  45979840 216699  0.70710677  0.00000000  0.70710677  0.00000000
  46147578 167738  0.00000000  0.00000000  1.00000000  0.00000000
  46160527 12949   0.70710677  0.00000000 -0.70710677  0.00000000
  46172988 12461   0.70710677 -0.00000000 -0.70710677 -0.00000000
  46390735 217747  0.70710677  0.00000000  0.70710677  0.00000000
  46452674 61939   1.00000000  0.00000000  0.00000000  0.00000000
  46552517 99843   0.70710677  0.00000000 -0.00000000 -0.70710677
  46641668 89151   0.70710677  0.00000000  0.00000000  0.70710677
  46654862 13194   0.70710677 -0.00000000 -0.70710677 -0.00000000
  46715071 60209   1.00000000  0.00000000  0.00000000  0.00000000
  46817236 102165  0.70710677  0.00000000  0.00000000 -0.70710677
  46908251 91015   0.70710677 -0.00000000 -0.00000000  0.70710677
  47076270 168019  0.00000000  0.00000000  1.00000000  0.00000000
