# Shadow tomography log started 2019-12-31 04:46:40
# Dimension = 2
# True state = (-0.30738525  0.10128641 -0.25510160  0.91114134)
# N        C              re0         im0         re1         im1
  151509499 189300  0.56875573 -0.48186840  0.65904833 -0.09987519
  151564173 54674  -0.00553130  0.66655019  0.39646184 -0.63126718
  151625540 61367  -0.71431009  0.28545316  0.38045335  0.51335450
  151758683 133143 -0.15826367 -0.61905590  0.67213212 -0.37411338
  151952196 193513 -0.13874623  0.08177835 -0.98691876  0.00729014
  151985522 33326   0.91111972 -0.37937137 -0.15968058 -0.02098392
  152071849 86327   0.07881637 -0.50229890  0.58562046  0.63129428
  152200025 128176 -0.16657432 -0.84482945 -0.45271341 -0.23144496
  152202287 2262   -0.82203694  0.17480004  0.52698430 -0.12644274
  152430534 228247  0.39409737 -0.37200469  0.59596528 -0.59255815
  152546287 115753  0.12579243  0.35702415  0.78125517 -0.49633697
  152626670 80383   0.61335440 -0.69318569  0.33271298  0.18053268
  152664564 37894  -0.85485620  0.46279606  0.23146217  0.03828757
  152840507 175943 -0.22223536 -0.07518057 -0.53635132 -0.81073213
  153000657 160150 -0.06634910  0.07846903 -0.30888439 -0.94553204
  153067254 66597  -0.90208212  0.41915183 -0.01211553  0.10204315
  153193889 126635  0.35427778 -0.30267285  0.45307141  0.76000177
  153284136 90247   0.36146835  0.80759955  0.45131581 -0.11592084
  153484119 199983  0.30151181 -0.75394391  0.28589035 -0.50884763
  153530497 46378  -0.22206800  0.53976385  0.40470918 -0.70395403
  153620404 89907  -0.87838595 -0.44839137 -0.10098039 -0.13109636
  153750325 129921  0.06953225  0.15016179  0.00868055 -0.98617511
  153785187 34862  -0.67292168 -0.70556237  0.04045145  0.21845330
  153982700 197513 -0.17093971 -0.14190765 -0.28748900 -0.93166083
  154025788 43088   0.22916823  0.78162137  0.36559399 -0.45043423
  154207657 181869 -0.57986295 -0.01757629 -0.44193304 -0.68421139
  154412269 204612  0.44765853  0.57986996  0.59196683  0.33604755
  154443806 31537   0.02303661  0.68031022 -0.30598156 -0.66559944
  154613657 169851 -0.33345523 -0.07860696 -0.34398451 -0.87424436
  154656723 43066   0.02875942  0.93904284  0.27540977 -0.20376679
  154775051 118328 -0.94024473  0.03578117 -0.32535759  0.09381898
  154868315 93264  -0.20018211  0.27310562  0.35757036 -0.87033550
  155046383 178068 -0.08494086  0.84162806 -0.28007681  0.45387690
  155109939 63556   0.41259036 -0.33795925 -0.82285156  0.19613276
  155305927 195988  0.38948811  0.01990997  0.89292973 -0.22489800
  155320313 14386   0.86192908 -0.32400750 -0.30872087  0.23830404
  155482603 162290  0.76049434  0.44395229  0.38912693  0.27043476
  155551812 69209   0.38090277  0.28190034 -0.66430987 -0.57804643
  155635906 84094   0.04315112 -0.41009472  0.41250392  0.81228124
  155759292 123386 -0.48005605 -0.77427805 -0.37289485 -0.17603730
  155843324 84032  -0.39732526  0.90147672  0.06628731  0.15836149
  155976457 133133 -0.02066109  0.17042737 -0.62778142 -0.75922205
  156161471 185014  0.18907618  0.52394102  0.78302175  0.27679044
  156209318 47847  -0.49462950  0.66714142 -0.13602699 -0.54014873
  156281631 72313  -0.09026772 -0.90518115 -0.41450480  0.02616463
  156416625 134994 -0.26410085  0.32054572 -0.68058227 -0.60358012
  156580012 163387 -0.05639514  0.57400243 -0.68189246  0.44984828
  156625608 45596  -0.78160572 -0.23755691  0.21716567  0.53432039
  156782806 157198 -0.17999860  0.71847675  0.44348311  0.50469238
  156855342 72536  -0.65608191  0.14473491  0.27972065 -0.68583139
  157005984 150642 -0.22642948 -0.00297237 -0.33457082 -0.91475856
  157059403 53419   0.57758054  0.78429687  0.12263258 -0.19036910
  157168663 109260 -0.35213730 -0.86529680 -0.30848945 -0.17915086
  157271158 102495  0.03610731 -0.35490426  0.49368940  0.79310151
  157316781 45623   0.71883786 -0.05523511 -0.46646798 -0.51247325
  157476914 160133  0.63025482  0.28809733  0.16646442  0.70147586
  157636400 159486 -0.24850564 -0.42065178 -0.86861914  0.08244889
  157682540 46140   0.86385442 -0.12268890 -0.14339445  0.46705568
  157878088 195548 -0.45389086  0.31096210 -0.26008751  0.79349867
  157908375 30287   0.81402894 -0.18612509 -0.35132717  0.42341890
  158009160 100785  0.33806891 -0.09952869 -0.29350111  0.88862846
  158107655 98495  -0.42482359  0.83386352  0.16718711  0.31023381
  158139233 31578   0.84992853  0.02555138 -0.34607655 -0.39648410
  158330892 191659 -0.01633011 -0.52602466  0.60527135 -0.59722523
  158475595 144703 -0.66225669  0.28364151 -0.04751371  0.69188584
  158546022 70427  -0.19360384 -0.66594379  0.70743589  0.13627504
  158694581 148559  0.08622968 -0.04099289 -0.79832101  0.59461550
  158754158 59577  -0.03540476 -0.99480175 -0.02195194 -0.09291979
  158902908 148750 -0.05841404  0.37510128 -0.92474235  0.02717377
  158960636 57728  -0.17643289  0.90816203  0.37961019  0.00304447
  159025687 65051   0.32152775 -0.53897893 -0.77852108 -0.00515146
  159168020 142333 -0.47014574 -0.62055185  0.23928484 -0.58019061
  159224525 56505  -0.79610399  0.57327610 -0.08572387 -0.17385159
  159382074 157549  0.04035246  0.18959071  0.98009614 -0.04287891
  159432025 49951  -0.66138080 -0.60920938  0.43077957 -0.07660507
  159621240 189215 -0.30982622  0.30894512  0.11971148  0.89119571
  159736244 115004  0.17297228  0.38273093  0.69620642 -0.58214624
  159824055 87811   0.81171066 -0.40586134  0.28183385  0.31140336
  159891162 67107  -0.56992424  0.19476684  0.71340429  0.35819905
  160058635 167473  0.48063424 -0.63737192  0.59719856 -0.07811299
  160073861 15226  -0.69640027 -0.27436841  0.54409738  0.37908665
  160289232 215371 -0.36305007 -0.55492638 -0.25393266 -0.70410906
  160398553 109321 -0.05250185  0.27021834 -0.15224927 -0.94923431
  160503924 105371  0.85178767 -0.44573912  0.18515314 -0.20369759
  160608324 104400  0.89399756 -0.01073867  0.21665552  0.39206304
  160712927 104603  0.25636465  0.36732847  0.40382500 -0.79766680
  160832101 119174 -0.73589841  0.29830347  0.04092356  0.60646008
  160928321 96220  -0.59860020  0.10557634  0.11329310 -0.78593645
  161028336 100015  0.56735315  0.58095583 -0.32581758  0.48419378
  161125446 97110   0.57131513  0.11916267  0.00056457 -0.81203384
  161263299 137853 -0.22450190  0.91891513 -0.11449026  0.30345651
  161356037 92738   0.21152039  0.24587192 -0.52571879 -0.78640058
  161513950 157913  0.69353196  0.05079734  0.43797121  0.56974930
  161571074 57124  -0.11964816 -0.70860240 -0.43456992  0.54287746
  161641585 70511   0.46944055 -0.13113319 -0.70377227  0.51685031
  161793745 152160  0.27369430 -0.82916891 -0.02057438 -0.48697746
  161878587 84842  -0.44050516 -0.35810827 -0.30443902  0.76487290
  161983439 104852 -0.25945996  0.78127729 -0.56762205 -0.00956746
  162029563 46124  -0.16417754 -0.82548911 -0.37700259  0.38662967
  162204998 175435 -0.36524493 -0.39775570  0.18884580 -0.82019742
  162370607 165609 -0.47847854  0.27246214  0.01863318  0.83455106
  162424436 53829  -0.42567914 -0.71806681  0.55017937 -0.02190867
  162573979 149543 -0.52918943 -0.21783256 -0.08944216 -0.81517337
  162627349 53370  -0.32992609  0.75077047  0.57016769 -0.04900293
  162657719 30370  -0.06048348  0.62173438  0.28951581 -0.72523700
  162879022 221303  0.15695101 -0.76495391  0.29134203 -0.55256829
  162911034 32012  -0.50972635  0.41807811  0.40774575 -0.63176985
  163105428 194394 -0.62455373  0.41871515 -0.40911384  0.51694886
  163236999 131571 -0.10239684  0.16054767  0.31389847 -0.93016508
  163335546 98547  -0.21517780  0.95782976  0.00405597  0.19037914
  163391029 55483   0.81355658 -0.45548383  0.06696813  0.35521182
  163551676 160647  0.24792727 -0.26304417 -0.43956865 -0.82226470
  163646349 94673   0.09516258 -0.65947153 -0.74400794 -0.04993572
  163748454 102105  0.14995499 -0.73044842  0.66100473  0.08385319
  163828608 80154   0.47723965 -0.30988056 -0.09845976  0.81640801
  163972243 143635 -0.77240659  0.28214256 -0.19281439  0.53535619
  164027779 55536  -0.51609587 -0.62362599  0.58584199 -0.03904918
  164195059 167280 -0.56256072  0.16811041 -0.26566616  0.76464751
  164311863 116804  0.70928916  0.52438435  0.03440186  0.46983662
  164397967 86104  -0.44434615  0.15648143  0.76439776  0.44018875
  164457107 59140   0.53607287  0.44355756 -0.68656446  0.21097823
  164613704 156597  0.56098963 -0.44852337 -0.06463408 -0.69277692
  164665648 51944  -0.91081135  0.07436074  0.09083660 -0.39578009
  164819690 154042  0.33165232  0.23430729  0.72823276 -0.55207235
  164869704 50014  -0.10004270  0.58090476  0.37135536 -0.71738157
  165082562 212858  0.80300234 -0.08791112  0.57793019  0.11599819
  165130046 47484  -0.55096499  0.61149280  0.54354558  0.16453672
  165282142 152096  0.52879965 -0.20708708  0.59768419  0.56591472
  165421542 139400 -0.78406528  0.34020126 -0.51401785 -0.07273509
  165481331 59789   0.17689590 -0.48807026 -0.66825837  0.53284708
  165580969 99638  -0.90189807  0.11255630 -0.08482676  0.40830794
  165701946 120977 -0.28312510  0.30618806 -0.43216784 -0.79957489
  165744775 42829  -0.94410144  0.30477521  0.10001036  0.07604254
  165911317 166542  0.08715530  0.09049029 -0.19293417  0.97313507
  166081831 170514 -0.14754726 -0.02278226 -0.37327866 -0.91562756
  166127251 45420   0.92889665  0.33891265 -0.02826255 -0.14659622
  166332608 205357 -0.11180976 -0.28687912 -0.15928910 -0.93799037
  166359145 26537   0.22795770 -0.92370679 -0.13264023  0.27786259
  166394098 34953   0.69342684 -0.07130847 -0.59643148  0.39792438
  166591889 197791  0.09421866  0.71077223  0.40370703  0.56828365
  166643514 51625  -0.74023250  0.34289826  0.45263128  0.36000216
  166804771 161257  0.57275827  0.08015357  0.26130461  0.77281516
  166919711 114940 -0.46483276  0.34766827 -0.44791316 -0.68002285
  167011337 91626  -0.38314526  0.71851026  0.49497616  0.30321826
  167085286 73949  -0.24735935  0.56459799  0.77693348 -0.12812820
  167222534 137248  0.13038652  0.77655767 -0.45406371  0.41687370
  167342565 120031  0.00973774  0.14788456 -0.53434107 -0.83217483
  167409564 66999  -0.60378060 -0.78325240 -0.13597926 -0.05894325
  167609484 199920 -0.64958068 -0.40216465 -0.58543687 -0.27124197
  167636395 26911  -0.59683952  0.24513490  0.66670007 -0.37309850
  167683631 47236  -0.25035299 -0.88152066  0.37132164  0.14954913
  167864823 181192 -0.19400724  0.35015125  0.36128003  0.84215915
  167959735 94912  -0.59017260  0.74110693 -0.32004947 -0.00501552
  168065802 106067  0.02078479 -0.31941323 -0.78624382  0.52854880
  168132134 66332  -0.86831974  0.08370921  0.12770691  0.47191583
  168266459 134325  0.38378860 -0.30285295  0.64739495  0.58469323
  168434628 168169 -0.35626484  0.46742686 -0.80906528 -0.00092891
  168478197 43569   0.80745851  0.05097295 -0.32554657 -0.48931783
  168538778 60581  -0.89699362 -0.44099017  0.02941172  0.00806627
  168710980 172202  0.02481103 -0.01773490  0.68928817 -0.72384508
  168841825 130845  0.72613595  0.46573276  0.08429996  0.49871143
  168914031 72206   0.49362566 -0.11024189 -0.70543047 -0.49653629
  169039206 125175 -0.12646017  0.28932002  0.94693907  0.06006787
  169118286 79080   0.94811227 -0.03721383  0.11944609  0.29228561
  169229072 110786 -0.00279256 -0.54667553 -0.82002165  0.16941831
  169324680 95608  -0.70821715 -0.44672871  0.19468694 -0.51084139
  169445093 120413 -0.50492715  0.11306615  0.14172663  0.84390650
  169518583 73490   0.49120946 -0.70069814  0.40707362  0.31941579
  169555269 36686   0.20690956 -0.63246040  0.07033376  0.74312545
  169750283 195014  0.73987239 -0.09884894  0.56960685 -0.34404326
  169898020 147737 -0.49155449  0.16185561 -0.57580382 -0.63295095
  169946608 48588   0.85530421 -0.02513270 -0.22484070 -0.46612199
  170039188 92580  -0.05115491  0.60876172 -0.75228491 -0.24669770
  170151527 112339  0.47188467 -0.63570213 -0.39317949 -0.46756555
  170252366 100839 -0.01189263 -0.40756359  0.77178144  0.48795891
  170366231 113865 -0.48582456 -0.77312676 -0.40752918 -0.01301871
  170440139 73908   0.85518996 -0.44539783  0.21603075  0.15362817
  170572900 132761  0.17138781 -0.20223035 -0.93870903 -0.22035077
  170685983 113083 -0.40724085  0.71194899  0.39559301  0.41326709
  170788714 102731 -0.51866738 -0.24138696  0.54282219 -0.61486629
  170874681 85967  -0.69853211  0.68799785 -0.18633774 -0.06316726
  171013152 138471  0.08012184  0.17970071  0.62047977 -0.75913964
  171239323 226171  0.58093268  0.42685878  0.53376805  0.44204126
  171254824 15501  -0.14076558  0.67859698  0.18708208 -0.69619788
  171301840 47016   0.82729623  0.15428317 -0.20346770 -0.50037840
  171467394 165554  0.11073268 -0.52869266  0.78638536 -0.29970053
  171562615 95221  -0.36844935  0.02829544  0.80842842 -0.45813528
  171675929 113314  0.07591881 -0.92611057 -0.12918585 -0.34621752
  171752940 77011  -0.41694597  0.42898725 -0.21172861 -0.77284992
  171885883 132943 -0.77698987 -0.19599168 -0.42043241  0.42557090
  172042165 156282  0.19297518 -0.38942894  0.89985239  0.03703181
  172090710 48545  -0.89437349 -0.10583825  0.12891556  0.41506036
  172250285 159575  0.54821435 -0.37909740  0.72566938  0.17073411
  172291305 41020   0.21631606 -0.71340980 -0.60295025  0.28408593
  172386101 94796  -0.33796048 -0.90724970 -0.19984037 -0.15081290
  172501278 115177  0.21510364 -0.12810592 -0.43494076  0.86495424
  172621009 119731  0.09146771  0.84805615  0.49453951  0.16692843
  172719867 98858  -0.34256600 -0.39380574  0.81905662 -0.23814247
  172925012 205145 -0.69193129  0.17133582 -0.60968772  0.34663527
  172951093 26081  -0.56676343  0.41310329  0.44081930 -0.56018142
  173083843 132750  0.04877078  0.32628515 -0.94372269  0.02338589
  173157358 73515   0.79987399  0.50135917  0.20833910 -0.25580345
  173302324 144966 -0.28324678 -0.02491903  0.44566582 -0.84884173
  173382742 80418  -0.93404592  0.21612157 -0.04763959  0.28032154
  173408524 25782  -0.44495662 -0.70444603  0.51389530  0.20415931
  173605209 196685 -0.05344326  0.55037553  0.42299352  0.71784892
  173698757 93548   0.19412398 -0.37789559 -0.81588456  0.39222848
  173816686 117929 -0.67904935 -0.59866750 -0.08444283 -0.41636355
  173869167 52481   0.16268108  0.86564911 -0.45288970 -0.13812100
  174039960 170793 -0.46106845 -0.10771430 -0.57499307  0.66723045
  174159421 119461  0.04954790 -0.38334674 -0.91352350  0.12674820
  174237612 78191   0.91858823 -0.08237682  0.13466150  0.36232030
  174269170 31558  -0.63319634  0.15734335  0.63501237 -0.41359976
  174462122 192952  0.59349221  0.47124565  0.61568029  0.21594517
  174566332 104210 -0.24240480  0.26709203  0.31568466 -0.87763600
  174679250 112918 -0.92224365  0.13917046 -0.30909569  0.18589807
  174754060 74810  -0.51610055  0.17066124  0.79847682  0.25874647
  174910977 156917 -0.21332618  0.81179240 -0.42230293  0.34226491
  175118791 207814 -0.44202958  0.49025349 -0.72305698  0.20359265
  175158678 39887  -0.48812898  0.57095662  0.63045966 -0.19559972
  175330701 172023  0.23658913 -0.82307018  0.11862907 -0.50250194
  175382319 51618   0.40349064 -0.32214339 -0.64281221  0.56587225
  175505004 122685 -0.24539346 -0.80536695  0.31555928 -0.43770819
  175575310 70306   0.51588816 -0.15819459 -0.68382201 -0.49114289
  175628668 53358  -0.25013882 -0.55329517 -0.20603713  0.76736154
  175782083 153415  0.07957702  0.79054572 -0.33610138  0.50570825
  175870341 88258   0.52796199  0.01951935 -0.31002190 -0.79041860
  175977937 107596  0.75713304  0.38421958 -0.03108056  0.52740768
  176034802 56865   0.56568038  0.13309890 -0.78081309  0.22939335
  176201722 166920  0.68557710  0.43849108  0.58033660  0.03031569
  176233550 31828  -0.58860400  0.24342966  0.72636595 -0.25822440
  176427024 193474  0.47196979  0.60953412  0.36400183  0.52270005
  176627139 200115 -0.52314562 -0.07382996 -0.73689709  0.42172322
  176654561 27422   0.03976152 -0.84810779  0.30402653  0.43208804
  176717076 62515   0.40499132 -0.40730413 -0.77948267  0.24998430
  176901079 184003  0.81217885 -0.10222959  0.53902688  0.19840524
  176982177 81098   0.43907321  0.37149268 -0.76567236  0.28801690
  177115282 133105  0.32461916 -0.75088635 -0.34987835 -0.45648355
  177240916 125634 -0.59850124  0.68730137 -0.07112770  0.40540589
  177325165 84249  -0.22599300  0.34400618  0.03505752 -0.91069088
  177348490 23325   0.84870065  0.29330740 -0.42893718  0.09844224
  177547701 199211 -0.40345140  0.17579803 -0.50815358  0.74033909
  177726036 178335 -0.06853491 -0.28915987 -0.93574870 -0.18990501
  177780440 54404  -0.34253324  0.89126905 -0.20707029 -0.21314868
  177880186 99746  -0.06195481  0.80164679  0.58290484  0.11724322
  177995030 114844 -0.55304279  0.21832934 -0.20253481 -0.77811029
  178186192 191162 -0.70768983 -0.28726805 -0.55793050 -0.32460088
  178219061 32869   0.21405714  0.60895953 -0.14926632 -0.74904432
  178305431 86370   0.69421226  0.51848607 -0.24729615  0.43368900
  178436993 131562  0.35785802  0.34810798  0.52321532 -0.69065490
  178513987 76994   0.78220585  0.61390691  0.08588064 -0.06242457
  178661798 147811 -0.07995904  0.06984886 -0.42459500 -0.89913668
  178766261 104463 -0.44512766 -0.49732713 -0.57060684  0.47847144
  178860042 93781   0.55867140  0.49235491 -0.45721967  0.48623357
  178933537 73495  -0.06418907 -0.94136800 -0.32964768 -0.03222520
  179075541 142004  0.30778165  0.12237855 -0.48832974  0.80735866
  179160415 84874   0.32391981  0.78052696  0.50913299 -0.16320911
  179286935 126520  0.26174906 -0.46619850  0.69996214  0.47349698
  179387976 101041  0.05665575  0.80668815 -0.56577233  0.16107772
  179474627 86651   0.46299684 -0.36287503 -0.61913730 -0.52021597
  179566462 91835   0.08294667 -0.94165861 -0.28146748 -0.16484833
  179678677 112215  0.16809941  0.27953802 -0.94063403  0.09385473
  179763085 84408  -0.40446199 -0.02796794  0.80025286  0.44184121
  179910480 147395  0.77315073  0.48771534  0.21966513  0.34076228
  180061548 151068 -0.10647253  0.58565791  0.65740266  0.46204994
  180120813 59265  -0.08447458 -0.79908226  0.56362481  0.19146453
  180163215 42402   0.53135773 -0.67911713 -0.50323622 -0.05667623
  180337358 174143  0.49903495  0.08615683  0.32049635  0.80051434
  180479343 141985  0.02622087  0.31603033  0.93060842 -0.18277108
  180546865 67522   0.16917440 -0.93317593  0.31637924  0.02160732
  180670930 124065  0.57782270 -0.41733517 -0.22320968 -0.66492836
  180748944 78014  -0.44928423  0.53860557 -0.38699307 -0.59856836
  180911614 162670 -0.32596335 -0.64631151 -0.67455972 -0.14490858
  180974743 63129   0.66611535  0.17977669 -0.58554987  0.42556085
  181001455 26712  -0.52399563  0.46484975  0.37724341 -0.60583058
  181213659 212204 -0.69964832 -0.14083861 -0.69766153  0.06265061
  181341821 128162  0.73328169  0.56155421  0.15445606  0.35085346
  181433751 91930   0.37168875 -0.09382054 -0.89366766 -0.23324512
  181609067 175316  0.38363279 -0.69812692 -0.00303233 -0.60451260
  181657852 48785  -0.58676062 -0.14545328  0.76888812 -0.20824593
  181697427 39575  -0.58395456 -0.29424589  0.75521292 -0.04549586
  181879887 182460 -0.16294655 -0.73882667 -0.44284070 -0.48111920
  181967585 87698  -0.94868110 -0.04681519 -0.15225938  0.27318416
  182088764 121179 -0.29049332 -0.11587120  0.70646353 -0.63489903
  182137429 48665   0.98586884  0.13388225 -0.00901226  0.10028438
  182293774 156345  0.08039146 -0.06062500 -0.63443997 -0.76638616
  182407683 113909 -0.44762019  0.81506393 -0.27659931  0.24248666
  182501097 93414   0.36595282  0.03722214 -0.83724753 -0.40461045
  182686119 185022  0.41894540  0.16654887  0.76692716 -0.45669351
  182722784 36665   0.84325308  0.29269519 -0.37676471  0.24759267
  182787612 64828  -0.01610209 -0.99266890 -0.01554225 -0.11877548
  182924687 137075  0.02589409 -0.11695586 -0.10305581  0.98743624
  183020482 95795   0.60088688  0.61425124  0.41838566 -0.29425128
  183143274 122792 -0.41327169 -0.30139158  0.61134499 -0.60384346
  183205007 61733  -0.46129664  0.17555110  0.86549655 -0.08545732
  183351393 146386 -0.12111720 -0.86123043  0.06178122 -0.48968955
  183379211 27818   0.06091194  0.67943528 -0.25501905 -0.68529024
  183590148 210937  0.12729589  0.72003694  0.29168521  0.61665412
  183681356 91208   0.80120762  0.52982743 -0.00610566  0.27805029
  183817846 136490  0.14185404  0.23922097  0.43779028 -0.85497978
  184016179 198333  0.36640936 -0.17367090  0.90888940 -0.09748157
  184029489 13310   0.90074550  0.15569247 -0.35449041 -0.19686023
  184140508 111019  0.65083545 -0.19916463 -0.12928467 -0.72113254
  184234501 93993   0.72966964  0.06579428 -0.14154805  0.66574581
  184397585 163084  0.48521733 -0.18497526  0.02311608 -0.85429149
  184449390 51805  -0.68603495 -0.50961196  0.44522282 -0.26726081
  184574858 125468 -0.02351317  0.16611639  0.11916779 -0.97859671
  184647507 72649   0.96189865  0.21587836  0.16438327  0.03355094
  184701198 53691  -0.55750122 -0.00865640  0.76691100  0.31774986
  184863050 161852 -0.15122278 -0.81624085  0.10753341 -0.54710064
  184964072 101022  0.41713253 -0.15494290 -0.15054911  0.88279562
  185071559 107487 -0.01616064 -0.89539487 -0.38910759 -0.21587528
  185282248 210689 -0.06342618  0.31829531 -0.39075676  0.86137934
  185308237 25989   0.93852640 -0.11761549 -0.32278217 -0.03385932
  185476037 167800 -0.31029879  0.42783263  0.36089483  0.76839366
  185527118 51081   0.79979295 -0.28461400 -0.08541439  0.52156542
  185637815 110697  0.26161329  0.02569755 -0.88787687  0.37758812
  185744034 106219 -0.78634972  0.55906371 -0.11498829  0.23638861
  185869946 125912  0.62474132  0.09365623  0.30738730 -0.71164587
  185943024 73078  -0.18943598 -0.75169196  0.63167650  0.00761645
  185996853 53829  -0.35257895  0.82034870 -0.34332748 -0.29127710
  186158066 161213  0.28442486  0.34902522  0.82716629 -0.33627343
  186202064 43998   0.75737109  0.43035531  0.03057489 -0.49015151
  186370951 168887 -0.37354084 -0.31882687  0.21729371 -0.84356393
  186540689 169738  0.00153401  0.05365813  0.84110609 -0.53819977
  186601756 61067  -0.58139879  0.81184598 -0.05350476 -0.00433465
  186755064 153308 -0.24123638  0.03610142  0.20268882  0.94837700
  186821988 66924  -0.43462895 -0.86694831  0.21086190 -0.12261959
  186890978 68990   0.59710372  0.22747039 -0.65562142  0.40234924
  187051396 160418  0.30197265 -0.70748631 -0.31248157 -0.55734272
  187243988 192592  0.49595181  0.08633913  0.41007411  0.76053704
  187281622 37634   0.09365158 -0.85895677 -0.42698059  0.26666499
  187341591 59969  -0.67838921 -0.23109513  0.04803142  0.69575578
  187478752 137161 -0.02787071 -0.69685461  0.64925428 -0.30345634
  187552973 74221  -0.52739538  0.83493812  0.04827143  0.14967405
  187696376 143403  0.10872987 -0.11362337  0.11033330  0.98137358
  187913039 216663 -0.35334216  0.09866631 -0.78238095  0.50328354
  187941969 28930   0.34762562  0.86288510 -0.23133479 -0.28472783
  188003190 61221  -0.28195727 -0.70086472 -0.47527389  0.45100274
  188141241 138051 -0.36727741 -0.54258275  0.42595295 -0.62391934
  188199130 57889   0.03963030  0.78854872 -0.53957542 -0.29236743
  188368323 169193 -0.41590832 -0.45126558 -0.77413792  0.15520994
  188547546 179223  0.20807926  0.71563136  0.53591240  0.39670226
  188593318 45772   0.60855453  0.27246315 -0.72570174  0.16965320
  188635486 42168  -0.44808285  0.45927920  0.15758653 -0.75063364
  188820271 184785 -0.12091263  0.75740644  0.25448563  0.58902690
  188916792 96521  -0.10057215 -0.39904101 -0.41307915  0.81241439
  189030571 113779 -0.90832495 -0.07481514 -0.28686649 -0.29505271
  189197544 166973  0.16487739  0.85411414  0.14647713  0.47100842
  189260795 63251  -0.18336852 -0.45790879  0.41069644  0.76682720
  189344613 83818   0.11387402  0.42530588 -0.78525820 -0.43533571
  189468582 123969 -0.17306702  0.88101954  0.25186954  0.36112894
  189532870 64288   0.23271508 -0.69405677 -0.67992620  0.04276968
  189667483 134613  0.65189090 -0.19790692  0.46091324  0.56870915
  189852548 185065 -0.87498157  0.10716408 -0.46576461 -0.07737203
  189924625 72077   0.18855280 -0.43286366 -0.56606367  0.67575795
  190005525 80900  -0.39489298 -0.16386974  0.66516993  0.61217253
  190136703 131178  0.78912451 -0.44100878  0.42214858 -0.06770772
  190158041 21338  -0.61746971  0.67597518  0.17641585 -0.36147776
  190382688 224647  0.22971817  0.33017917  0.71375126  0.57338505
  190491929 109241  0.28342181  0.79116542 -0.38682707  0.37959739
  190587827 95898  -0.29387594 -0.45537489 -0.45047574  0.70946617
  190718498 130671  0.04905123 -0.12998217  0.59950648  0.78821989
  190784781 66283   0.90306129  0.40642210  0.11558178 -0.07708593
  191028134 243353  0.41508912  0.40496688  0.62678045  0.52043166
  191029894 1760   -0.27113238  0.76823830  0.14862735 -0.56054176
  191044327 14433  -0.61629111 -0.56856700  0.18983798  0.51076254
  191262989 218662 -0.10714704  0.53426243 -0.51920213  0.65841652
  191369220 106231  0.44496327 -0.84599364 -0.04508404 -0.29029274
  191467724 98504   0.29316805 -0.01883989 -0.72958113  0.61758314
  191553847 86123   0.03894941 -0.90756308 -0.39731808 -0.13019426
  191674116 120269 -0.34029345  0.24292504 -0.30824933 -0.85449994
  191754874 80758   0.54166212 -0.02434151 -0.56083058 -0.62568259
  191891854 136980 -0.81456869 -0.20612492 -0.22998679 -0.49101572
  192033940 142086 -0.65644010  0.49936669  0.01630099  0.56520225
  192113696 79756  -0.26147830  0.50134659 -0.37247949 -0.73589382
  192263012 149316 -0.74305233  0.33140666 -0.54764921 -0.19525165
  192340878 77866   0.40212885  0.41992291 -0.00142349 -0.81360624
  192410062 69184   0.48424833  0.25687082 -0.19149851 -0.81415555
  192544206 134144  0.82723826  0.12327934  0.29616791  0.46126308
  192585894 41688  -0.32148272  0.50550122  0.50943186 -0.61773503
  192789520 203626  0.57986010  0.55215907  0.37980407  0.46328338
  192868689 79169  -0.82204305 -0.55356499 -0.07681378 -0.10913600
  193001055 132366 -0.11908816 -0.06024146  0.66651576  0.73344783
  193183409 182354  0.42460300 -0.62321714  0.64341395 -0.13164794
  193231804 48395   0.34384289  0.55953977  0.16448329 -0.73595690
  193425417 193613 -0.15749713 -0.65911660 -0.53420301 -0.50535840
  193457950 32533   0.67618366  0.28902529 -0.66736312  0.11775611
  193503334 45384  -0.81194048 -0.43793815 -0.03169773  0.38465321
  193682447 179113  0.06154646 -0.38101821  0.89331555 -0.23027045
  193717829 35382  -0.68761748 -0.71609649  0.11679984  0.02730960
  193888802 170973 -0.11279864  0.04079807 -0.59903819  0.79168506
  193934507 45705  -0.34766159  0.89679067  0.27341691 -0.01187909
  194110688 176181  0.16851966 -0.21563637  0.93189691  0.23805511
  194157769 47081  -0.41261816  0.72853839 -0.15490280 -0.52438839
  194348366 190597  0.24402444  0.48931599  0.79846778  0.25193478
  194406028 57662   0.27033475 -0.61342637  0.33465796  0.66229243
  194573026 166998  0.11888918  0.73245654  0.57942834  0.33709878
  194780430 207404 -0.12350235  0.57037902 -0.54164847  0.60500568
  194799777 19347   0.18075790 -0.79167009 -0.39413322  0.43039989
  194885428 85651   0.39842656 -0.00845318 -0.80147453 -0.44589616
  194999037 113609 -0.90434929 -0.15276511 -0.30576070 -0.25558869
  195143029 143992  0.20891902  0.24913247  0.48809971 -0.80996576
  195221308 78279  -0.89357642 -0.30952711  0.00092090 -0.32513581
  195386118 164810  0.34330300 -0.79165571  0.31401130 -0.39600655
  195442157 56039  -0.34402319  0.37023280  0.73070625 -0.45895981
  195504074 61917   0.17462411  0.52392414 -0.61188905 -0.56621702
  195666420 162346 -0.10571506 -0.82694271 -0.32517040 -0.44637909
  195860862 194442 -0.25962184  0.06001428 -0.92628427 -0.26644367
