# Shadow tomography log started 2019-12-31 04:46:40
# Dimension = 2
# True state = (-0.30738525  0.10128641 -0.25510160  0.91114134)
# N        C              re0         im0         re1         im1
  608835106 141917 -0.42538262 -0.32181034  0.38243929 -0.75447195
  608980149 145043  0.81726588  0.36899829  0.42728077  0.11553308
  609039808 59659   0.40494022  0.17871812 -0.86757312 -0.22671595
  609135086 95278   0.19572155 -0.95905685  0.18584192 -0.08582428
  609270263 135177  0.20372759 -0.01995227 -0.65389386 -0.72836790
  609299861 29598  -0.93200572 -0.08592915  0.22613693  0.26989557
  609484446 184585  0.26737126 -0.22911599  0.93346916  0.06821880
  609574060 89614   0.02847627  0.85920724  0.50953313  0.03644205
  609699937 125877 -0.30538704 -0.40950066  0.73900673 -0.43922321
  609938138 238201 -0.46906296 -0.36465032 -0.59805050 -0.53790862
  609943198 5060   -0.28625692  0.75170942  0.25066754 -0.53866103
  610094359 151161 -0.12723174  0.37248262  0.80579499  0.44245137
  610158399 64040  -0.88212681  0.25869106 -0.04409839 -0.39113495
  610271402 113003  0.36635444  0.20589126  0.16498385 -0.89228557
  610360497 89095   0.83990211 -0.34344964  0.27626354  0.31667845
  610437514 77017  -0.04793379 -0.55211912 -0.50100393  0.66472693
  610590118 152604 -0.51284854 -0.65563192  0.03802104 -0.55289020
  610796706 206588 -0.40307799  0.57814472 -0.42317964  0.56938195
  610812629 15923  -0.43218700 -0.56257552  0.41222734  0.57165707
  610869791 57162   0.72957819 -0.47745617 -0.36171163 -0.33002418
  611015712 145921 -0.41051880  0.26688121 -0.64232554 -0.58963263
  611056845 41133  -0.48304338  0.77836573  0.39993481 -0.02946242
  611237414 180569  0.06166918  0.39624840 -0.64908551  0.64643029
  611340950 103536 -0.44469788  0.83585978 -0.17838706  0.26788109
  611440109 99159  -0.06283581  0.31564835  0.27531327 -0.90588100
  611620948 180839 -0.18531468  0.48044061  0.49451450  0.70020761
  611674244 53296  -0.84943189 -0.11532892  0.34059136 -0.38621527
  611862934 188690  0.29031191 -0.33225200  0.85736783  0.26504341
  611908508 45574   0.32292237  0.83728653  0.31167034 -0.31230434
  612018138 109630 -0.09504438 -0.27917167  0.42257527  0.85700635
  612131713 113575 -0.69187656 -0.65904216 -0.23809455 -0.17401506
  612298292 166579  0.49613535 -0.10084430  0.28576559 -0.81364499
  612341990 43698  -0.63295425  0.58570390 -0.10472650 -0.49533042
  612556572 214582 -0.06339097  0.65244997 -0.13466484  0.74307201
  612565123 8551    0.58631254 -0.47594982 -0.54122986  0.36983728
  612609704 44581   0.64434864 -0.07498565 -0.65099558 -0.39420394
  612778641 168937  0.04654198  0.75962216 -0.36582299  0.53570659
  612888899 110258 -0.15398023  0.24502556  0.83130177 -0.47454181
  613018110 129211 -0.14517951  0.94613713 -0.17358625  0.23154967
  613180313 162203  0.62405003  0.54492343  0.18950816  0.52697881
  613249205 68892   0.27554534  0.48753951 -0.00550764 -0.82846222
  613369514 120309  0.21384122  0.23277979 -0.92465541  0.21236259
  613456561 87047   0.94868285  0.00929286  0.15899359 -0.27319505
  613593383 136822  0.49862808 -0.72436247  0.39302224 -0.26870536
  613665322 71939  -0.14754835 -0.45265719 -0.04669466  0.87815179
  613674819 9497    0.68969250  0.49629754 -0.27809119 -0.44797132
  613877321 202502 -0.43206967  0.30220657 -0.82942799  0.18448901
  613993760 116439 -0.44857254 -0.10308508  0.08842786  0.88336666
  614087221 93461   0.88474678 -0.07334359  0.18277534  0.42241808
  614227607 140386  0.16287972  0.09810700 -0.91288825  0.36122051
  614308323 80716  -0.79584906 -0.57486475 -0.18202075  0.05498393
  614537982 229659  0.52698979 -0.18086105  0.69374651 -0.45638451
  614546653 8671    0.48059393  0.67720049 -0.42530367 -0.35992465
  614605285 58632  -0.76308501  0.60300409  0.14394551  0.18266644
  614774838 169553  0.17394582 -0.15437030  0.64458267  0.72830340
  614854744 79906  -0.39036228 -0.03388051  0.90821612  0.14701321
  615004137 149393  0.74833384 -0.53522506  0.33466424 -0.20379020
  615193701 189564  0.04704964  0.11990932  0.73353219  0.66733695
  615232621 38920  -0.74696540 -0.65226589  0.12450930  0.03300526
  615441109 208488  0.01014670  0.34019871 -0.52877994  0.77753049
  615471030 29921  -0.89640402  0.28393964  0.32304121  0.10715638
  615525695 54665  -0.16105391  0.68476735 -0.39701778 -0.58951862
  615701145 175450  0.62300346 -0.34208479  0.17060203 -0.68245119
  615749213 48068  -0.40074199  0.70844866  0.57995499 -0.03403764
  615924566 175353  0.28910544 -0.50390911  0.81281419 -0.04274030
  616048203 123637  0.58399561 -0.43515578  0.50917731  0.45861426
  616132382 84179  -0.59786081 -0.33488957 -0.22451781  0.69282262
  616218160 85778  -0.68016995 -0.34873606  0.34008369 -0.54780934
  616332541 114381  0.45515668  0.45671040  0.58368543 -0.49351730
  616546626 214085  0.42621071  0.54613829  0.54795359  0.46885420
  616564434 17808  -0.10750895 -0.71310534  0.23753995  0.65076676
  616589974 25540   0.66074855 -0.46396469 -0.28754115  0.51523607
  616797786 207812 -0.57110572  0.14827807 -0.61563149  0.52235021
  616937185 139399  0.47533967 -0.76373051  0.14967755 -0.41032249
  616999051 61866  -0.07667789  0.42998653 -0.02740523 -0.89915574
  617217313 218262  0.32488303  0.53949991  0.30796426  0.71312613
  617222044 4731   -0.70704299 -0.32168475  0.53312230  0.33524581
  617318200 96156   0.24145895  0.21341155 -0.91407761 -0.24620156
  617434652 116452  0.83990077 -0.43671476  0.19000801 -0.26027652
  617471126 36474   0.09022631  0.87091032  0.31597639 -0.36542216
  617649013 177887  0.26967094  0.40081419 -0.19444894  0.85370673
  617756213 107200 -0.43154357  0.62880446 -0.60209865 -0.23633094
  617839436 83223   0.44026591  0.47385760  0.42727686 -0.63171148
  617980556 141120  0.09799861  0.43282311  0.88820826 -0.11893910
  618049441 68885  -0.03366012  0.89550401 -0.44019817 -0.05625961
  618163326 113885  0.59396386 -0.52886649 -0.25575645 -0.54963243
  618260619 97293  -0.00524072  0.60620104 -0.75963031 -0.23548804
  618424645 164026 -0.21192682 -0.16072059 -0.79512884  0.54500096
  618469805 45160   0.65399657  0.70819799 -0.24236509  0.10955933
  618589187 119382 -0.25090741  0.08694568  0.80040997  0.53742888
  618677080 87893   0.30932849 -0.91312749  0.25212340 -0.08335388
  618744760 67680  -0.40065865  0.71749480 -0.43700169 -0.36565473
  618883323 138563 -0.56965912  0.01274156 -0.13506050  0.81060768
  618942483 59160   0.81326927  0.24313436 -0.33221624  0.41123125
  619092079 149596 -0.44582037 -0.28411788 -0.69360256  0.48932272
  619144787 52708  -0.09057535  0.91359223  0.39120562 -0.06405865
  619298237 153450 -0.07905519 -0.38845286  0.82186551 -0.40913536
  619421671 123434 -0.48521215  0.66488905 -0.55927368 -0.09851231
  619507609 85938   0.19228829 -0.53433785 -0.81807658  0.09087899
  619619344 111735 -0.29424830 -0.89970365  0.08244067 -0.31169668
  619725763 106419  0.18133576 -0.26658699 -0.87230927  0.36759388
  619872123 146360  0.30064504 -0.46417896  0.77852110  0.29674121
  619937570 65447  -0.33334581 -0.76356468 -0.44939134  0.32233053
  620087562 149992  0.10530222 -0.02442435 -0.49997809  0.85926527
  620181756 94194  -0.25647449  0.96048724  0.05695806  0.09187430
  620347293 165537 -0.48161965 -0.28476420  0.11192200 -0.82123403
  620395258 47965   0.39022605  0.73121508  0.35270883 -0.43433238
  620478797 83539  -0.45631791 -0.00716270  0.80210788 -0.38515659
  620619045 140248  0.71233027 -0.53320563  0.20459554 -0.40794363
  620841726 222681 -0.08846814 -0.50372314  0.47776430 -0.71426722
  620873423 31697   0.10471514 -0.85291918 -0.39598533  0.32366531
  620930286 56863   0.75136273 -0.63921347 -0.16095849  0.03086356
  621115676 185390  0.09560362 -0.13311703  0.89564797 -0.41346647
  621263921 148245 -0.45826564  0.44314530 -0.70709216 -0.30599922
  621316152 52231  -0.07033915  0.76724654  0.60857133 -0.18980540
  621434400 118248 -0.50975854  0.76507141 -0.32501998  0.22175208
  621524435 90035  -0.30843270 -0.24429745  0.45407795  0.79937554
  621737137 212702 -0.02309406  0.40451118 -0.48990247  0.77190216
  621762732 25595  -0.89833098  0.16981996  0.38438973  0.12809046
  621853398 90666  -0.86315878  0.03242184 -0.06717252  0.49939323
  621982949 129551 -0.38847174 -0.32092905  0.65557000 -0.56242531
  622075095 92146  -0.33127458 -0.55099089  0.74877589 -0.16124781
  622197319 122224 -0.76355137  0.06046073 -0.15918224  0.62289231
  622253086 55767   0.26666402  0.42242967 -0.23283009 -0.83440615
  622408654 155568  0.84366915 -0.19663633  0.49859681  0.03094758
  622619507 210853 -0.27569874  0.41425113 -0.74483145  0.44453607
  622640974 21467   0.44451045  0.74484674 -0.04599068 -0.49547820
  622810665 169691  0.81820310  0.08576899  0.53096990 -0.20312146
  622866032 55367  -0.31719219 -0.47178011  0.71836943  0.40094638
  623056854 190822  0.83242977  0.08230622  0.54787022 -0.01116210
  623110067 53213   0.13945524  0.52994208 -0.30735031 -0.77797777
  623253208 143141  0.50880362  0.32675554  0.62448353 -0.49433796
  623320726 67518  -0.74371684  0.28501748 -0.02154854 -0.60430618
  623444767 124041  0.08117807 -0.16832718 -0.62632077  0.75683445
  623543711 98944  -0.24437387  0.95150275 -0.08850304  0.16459384
  623765606 221895  0.24733118  0.46585693 -0.04748331  0.84826290
  623786875 21269   0.46635860 -0.71015087 -0.47590911  0.22738935
  624001259 214384 -0.21010360 -0.32766162 -0.49915083 -0.77417232
  624012800 11541  -0.51649738  0.76270885  0.21744567 -0.32283594
  624125678 112878 -0.01060516 -0.28010274 -0.31542975  0.90660579
  624218363 92685  -0.87469677  0.39539289 -0.27992635  0.01453469
  624306070 87707  -0.24798213 -0.69277880  0.67271717 -0.07755007
  624433739 127669 -0.56713662 -0.37002493 -0.53145497  0.50891376
  624550781 117042  0.25968849 -0.78562828  0.55681158 -0.07287627
  624632923 82142  -0.23956427  0.50789669  0.82740480 -0.00715617
  624739468 106545 -0.11510369  0.30858724  0.62834062 -0.70477878
  624845091 105623  0.93384691  0.13948118  0.28592377  0.16347031
  624923587 78496   0.47668012  0.86275700  0.14453734  0.08680651
  625062504 138917  0.06477919  0.15566011 -0.78393727 -0.59750811
  625085284 22780   0.53018763 -0.42863903 -0.50096042  0.53311192
  625282437 197153 -0.70835479  0.18276526 -0.63082065  0.25864194
  625435976 153539  0.01330491 -0.16368983  0.98109745 -0.10235435
  625499767 63791   0.80874930 -0.56475940 -0.11719680 -0.11504908
  625502181 2414    0.51432411  0.69050270 -0.25471149 -0.44022583
  625711538 209357  0.07572252  0.50293422  0.02906987  0.86051044
  625794279 82741   0.95825692  0.09848762  0.15357587  0.22013249
  625912070 117791  0.25273335 -0.09038648 -0.83799220 -0.47510547
  626018703 106633 -0.44081131  0.74053034  0.33348926  0.38221084
  626135545 116842  0.43893810  0.25423130 -0.64255027  0.57430736
  626233471 97926   0.71181102  0.12898308 -0.17705405  0.66733822
  626339837 106366  0.38814393 -0.57099276 -0.56381524 -0.45323718
  626368753 28916  -0.44935743 -0.72793581  0.48040997  0.19337429
  626567588 198835  0.11666051 -0.50455691 -0.33930963 -0.78529079
  626612298 44710   0.80897207 -0.05126278 -0.31368155 -0.49451006
  626781923 169625  0.45914377  0.36348770 -0.13525385  0.79923093
  626855768 73845   0.50067028  0.14416501 -0.34917183 -0.77886119
  626983111 127343  0.85267081  0.03870665  0.31797632  0.41272914
  627030817 47706   0.73740760 -0.23322451 -0.56382840 -0.28971347
  627219072 188255  0.35598797  0.52450827 -0.14202380  0.76025843
  627273043 53971  -0.28749676  0.47583149  0.59289770 -0.58258246
  627459625 186582 -0.21987853 -0.80161302 -0.00947195 -0.55585994
  627500537 40912  -0.61837001  0.63960862 -0.14774465 -0.43207737
  627668705 168168  0.38739153  0.24175845  0.76303255 -0.45745162
  627830881 162176  0.12150769 -0.12706137  0.64520237  0.74350871
  627890145 59264   0.90239105  0.39342304  0.08492572 -0.15393613
  628075027 184882  0.28253834  0.01824746  0.71810778 -0.63573606
  628102691 27664   0.94838243  0.14286318 -0.22716086  0.16899357
  628252633 149942 -0.27080188  0.40420953 -0.75048872 -0.44726690
  628325354 72721  -0.85412648 -0.18370888 -0.07704857  0.48039829
  628541989 216635 -0.31651570 -0.22478099 -0.65373884 -0.64955127
  628557265 15276   0.68144988 -0.62041711 -0.32601933  0.21076071
  628578121 20856   0.57296498 -0.52390088 -0.31103070  0.54817781
  628788372 210251  0.54984738  0.30806958  0.76140586  0.15173038
  628999056 210684  0.65361168  0.22307443  0.72099990 -0.05646860
  629029546 30490   0.71412008 -0.11428941 -0.58301902  0.37021516
  629058337 28791   0.13576285 -0.80710315 -0.41851452  0.39369855
  629241467 183130  0.57303729  0.04220453  0.61379033  0.54139493
  629353539 112072 -0.65483361 -0.57350092  0.08152374 -0.48543127
  629464961 111422  0.48923160 -0.05424095 -0.53597135 -0.68588999
  629536410 71449   0.78113969  0.54023006  0.20875063 -0.23322830
  629690783 154373  0.23062152 -0.21162699  0.54987591  0.77437989
  629722615 31832  -0.86482055  0.19945623  0.23338469 -0.39728356
  629922463 199848 -0.44581146  0.11642501 -0.42734065  0.77786717
  630010981 88518  -0.95695707  0.13814000 -0.17343393  0.18727300
  630147764 136783 -0.20077857 -0.15760226  0.96676907 -0.01438934
  630304293 156529 -0.06473242  0.71701030  0.53327154  0.44421549
  630377171 72878  -0.44888253  0.52934905 -0.18714151 -0.69517776
  630451002 73831  -0.91861781  0.35518032 -0.16129183  0.06303330
  630574953 123951  0.16671790 -0.04683367 -0.94722161  0.26978321
  630796540 221587  0.18795275  0.42635568  0.28895788  0.83630015
  630799439 2899   -0.85378185 -0.23227388  0.43799097  0.15896325
  630927428 127989 -0.13583706 -0.30843952 -0.71936223  0.60739718
  631005269 77841   0.30185902  0.89179285 -0.27571173  0.19382901
  631080946 75677   0.15596753  0.46331708  0.08964125 -0.86774182
  631241348 160402 -0.24482162 -0.83730149  0.06976238 -0.48386134
  631338766 97418   0.24296797  0.47629823  0.45720213 -0.71068472
  631469932 131166 -0.47551097 -0.69856702  0.23051202 -0.48244963
  631562898 92966   0.77471207 -0.37885239  0.27930915  0.42223036
  631678860 115962  0.08856963 -0.49844508 -0.86146240 -0.03988046
  631814144 135284  0.74004663 -0.06176839  0.36015324  0.56462846
  631877011 62867   0.08526365 -0.66426332 -0.69583363  0.25942225
  631976756 99745  -0.83385964  0.40706014 -0.03788514  0.37087040
  632096250 119494  0.13880556 -0.34599589  0.54917768  0.74794634
  632161332 65082   0.49235517  0.07496301 -0.77516029 -0.38870741
  632320710 159378  0.84670020 -0.18725839  0.49573326  0.04776607
  632406210 85500  -0.14553683  0.34715482  0.47994546 -0.79243606
  632528804 122594  0.59686163  0.70856104  0.19753673  0.32043202
  632646265 117461 -0.73969043 -0.25202728 -0.35534227  0.51290564
  632742144 95879   0.60217718  0.16347160 -0.40349436  0.66921744
  632890522 148378 -0.56111100 -0.36603693  0.14374936 -0.72835948
  632950565 60043   0.49158193  0.55634397  0.29979373 -0.59912629
  633069598 119033  0.75690211 -0.53893486  0.16233523 -0.33210794
  633157800 88202   0.25484464  0.26777344 -0.88409786 -0.28587158
  633237893 80093   0.86883023  0.49479054  0.01721881  0.00445652
  633407542 169649  0.01122358  0.01379780 -0.81171471 -0.58378325
  633575946 168404 -0.55707466  0.59122546 -0.06149034  0.57994759
  633644209 68263  -0.55024350 -0.19326760  0.77304826 -0.24955183
  633710763 66554  -0.89537522  0.40272009  0.08745725  0.16873342
  633861345 150582  0.18420868  0.04676433 -0.18839535  0.96352865
  634044917 183572  0.77962908 -0.13281882  0.53242314 -0.30176690
  634093259 48342  -0.20071303 -0.57814526  0.49792906  0.61443387
  634218994 125735  0.02836646 -0.64193783  0.76622840  0.00228054
  634302887 83893   0.38229217 -0.66405109 -0.56960246 -0.29739178
  634426608 123721 -0.87502843 -0.08743400 -0.31284736 -0.35889701
  634501022 74414   0.26788147  0.39359885  0.13720972 -0.86861554
  634516923 15901   0.92138890  0.22960972 -0.30297897 -0.08078125
  634725843 208920 -0.06927448  0.30581516 -0.22488562  0.92255330
  634749116 23273   0.35404275  0.70651431 -0.48541797 -0.37397948
  634956515 207399  0.39857560 -0.46543393  0.20190603 -0.76403056
  634991655 35140   0.53100491 -0.74480372  0.12390733  0.38464032
  635174359 182704  0.39137572  0.10062924  0.71163618 -0.57469361
  635330478 156119 -0.67201021  0.22877265 -0.54936433 -0.44075412
  635393960 63482   0.56684834  0.41802908  0.04887019 -0.70819937
  635561662 167702 -0.66028725 -0.27818112 -0.20776885 -0.66593402
  635609470 47808  -0.27178701 -0.64247010 -0.32412665  0.63898819
  635691037 81567  -0.91955624  0.01847340 -0.11806259 -0.37434779
  635821895 130858 -0.24993362 -0.30266852 -0.51561363  0.76162165
  635957151 135256 -0.83868915 -0.29743846 -0.34670602 -0.29652286
  636024563 67412   0.24148208 -0.38706237 -0.71041509  0.53589134
  636143452 118889  0.07290846 -0.31581459  0.71882204  0.61501250
  636233659 90207   0.08933347  0.94178821  0.30023998  0.12210838
  636240031 6372    0.91255702 -0.04417076 -0.40646684  0.00856405
  636466155 226124  0.28157436 -0.29326526  0.65051415 -0.64151594
  636494289 28134   0.42281196 -0.60786196 -0.57471011  0.34848554
  636702541 208252 -0.67193680  0.01532402 -0.68338772 -0.28503919
  636717725 15184  -0.45530660  0.83956298  0.12931035 -0.26666220
  636935750 218025 -0.21353427 -0.20550672 -0.71750666 -0.63036045
  636994702 58952  -0.67138779 -0.02168183  0.46683980  0.57517730
  637153356 158654 -0.66662079 -0.32308676 -0.17449530 -0.64867793
  637180577 27221   0.06667579 -0.78758857  0.29814751  0.53513236
  637382296 201719 -0.54795009  0.27387823 -0.38897175  0.68807150
  637548291 165995  0.25964130 -0.10335944  0.74199860  0.60937779
  637589378 41087   0.96000336 -0.01722673 -0.13941702 -0.24219759
  637685208 95830   0.42733308  0.26409736 -0.06333881 -0.86233823
  637802528 117320 -0.64346825 -0.57757046  0.05245276 -0.49960953
  637989592 187064  0.54368389  0.08179089  0.57493524 -0.60594352
  638033862 44270  -0.58827938  0.59299701 -0.09819538 -0.54096172
  638125790 91928  -0.60847106  0.55183374 -0.40916346 -0.39727542
  638233536 107746 -0.53245127 -0.20429914 -0.24499293  0.78405100
  638255804 22268   0.63082600  0.48280815 -0.58436940 -0.16573250
  638468831 213027 -0.22003450 -0.56616223 -0.54007617 -0.58254860
  638513584 44753  -0.77198230  0.13657084  0.38235608  0.48907623
  638663798 150214 -0.02068237  0.62045465 -0.70416788  0.34460974
  638815006 151208 -0.16735707  0.07777742  0.66471908  0.72394118
  638882841 67835   0.93382981  0.30643787 -0.00172479  0.18453927
  639107503 224662  0.71701311  0.09190379  0.68859991  0.05723691
  639124301 16798  -0.44074781 -0.53215342  0.48543527  0.53563672
  639267471 143170 -0.08256603  0.11325345  0.91927737 -0.36781194
  639344577 77106  -0.59014140  0.79504065 -0.13056844  0.05094483
  639462939 118362  0.17393050  0.19684006 -0.96434688  0.03220655
  639551371 88432  -0.77785935  0.57090892 -0.01500466  0.26224547
  639629432 78061  -0.87895759  0.31898876 -0.16963107 -0.31129571
  639784528 155096 -0.29498756  0.19662669  0.62961391  0.69130790
  640000577 216049  0.35743367 -0.69583690  0.17837532 -0.59685377
  640035512 34935   0.32035466 -0.53425188 -0.27266650  0.73321266
  640145258 109746  0.41261424  0.87269744  0.11245192  0.23559124
  640250479 105221  0.15595529  0.20934807 -0.57954053 -0.77200007
  640323225 72746   0.11878622  0.83001579 -0.54489205  0.00750169
  640453459 130234 -0.25207419  0.48313790  0.68760171  0.47983358
  640552674 99215  -0.03263838 -0.29308089  0.44274260  0.84676875
  640654561 101887 -0.60205251  0.74200479 -0.09017927  0.28076569
  640658684 4123   -0.04841726  0.88513318  0.08934630 -0.45410600
  640889781 231097 -0.33937030  0.31467891 -0.72757619  0.50639695
  640904786 15005  -0.54062659  0.73194505  0.21000051 -0.35760190
  641122007 217221 -0.05138863  0.41150765 -0.01733303  0.90979131
  641250926 128919 -0.17590317  0.00907679  0.96526057  0.19299665
  641343573 92647   0.98432804  0.00860175  0.17032388  0.04487861
  641407062 63489   0.85211433 -0.45688898  0.11104042  0.22983397
  641563223 156161  0.10178329 -0.23408073 -0.86966261 -0.42253202
  641630019 66796   0.02042043  0.75799792 -0.54159931 -0.36289441
  641796032 166013 -0.60750126 -0.23656792 -0.63335877  0.41693464
  641826428 30396  -0.36031412 -0.51062089  0.51798362  0.58406593
  642036555 210127  0.19821645  0.75508297  0.22466374  0.58316907
  642141007 104452 -0.88141358  0.35041855 -0.06763276  0.30942325
  642259197 118190 -0.18101759 -0.25990300  0.94841288 -0.01400267
  642343397 84200  -0.46398685  0.18378293  0.41279916 -0.76192972
  642488222 144825 -0.31818552  0.80603847  0.15754390  0.47353974
  642508249 20027  -0.70976063 -0.43352827  0.25326846  0.49411353
  642698426 190177  0.47667030 -0.28474289  0.83164475  0.00859790
  642805197 106771 -0.52687054 -0.22131761 -0.19030041  0.79825541
  642900828 95631  -0.79412567  0.20685834 -0.23222561 -0.52215449
  642980903 80075   0.69270356  0.69915975  0.16602826 -0.06141684
  643133141 152238  0.15933496 -0.07713483  0.02401119  0.98391364
  643344822 211681  0.52860325  0.38614562  0.72265625  0.22189661
  643366664 21842   0.51899851 -0.54964599 -0.26916289  0.59672537
  643410862 44198  -0.04786272  0.78584002  0.52134783 -0.32918242
  643589353 178491  0.57634158 -0.21907762  0.65702015  0.43377403
  643699104 109751 -0.36860846  0.31047203  0.80790195  0.33915977
  643812098 112994  0.68290233 -0.54898025  0.43998496  0.19666805
  643960955 148857  0.80308295  0.25907487  0.47425700 -0.25103444
  644040535 79580  -0.37023339 -0.38841373  0.84379143  0.00883397
  644159003 118468  0.76709630 -0.59646004  0.14237708 -0.18848727
  644281856 122853  0.22027598 -0.08530638 -0.78375611  0.57439331
  644363281 81425  -0.32668347 -0.60239091 -0.54275838  0.48560935
  644487294 124013 -0.63908637 -0.34924448  0.18091428 -0.66095909
  644564848 77554   0.14130395  0.60929600 -0.74232738 -0.24029492
  644712971 148123 -0.77575090 -0.08367866 -0.37772541  0.49852977
  644761093 48122   0.56783618 -0.13962374 -0.67118866  0.45560188
  644941855 180762  0.65469624 -0.47899908  0.32236317 -0.48786750
  645083097 141242 -0.36991289 -0.07492336  0.25824372 -0.88930373
  645159650 76553   0.85088189  0.36544623  0.17710744 -0.33328967
  645228863 69213   0.33167299  0.91207265  0.23914335 -0.03044600
  645366788 137925 -0.20777726 -0.12225018  0.66435217 -0.70747417
  645450154 83366  -0.24638296  0.33759117  0.80002284 -0.43045453
  645605273 155119  0.44285246  0.79322717  0.02609573  0.41712273
  645668361 63088  -0.79280979 -0.17716173  0.36136424 -0.45769230
  645830808 162447  0.28699078  0.50764421  0.81059087 -0.05362920
  645972532 141724 -0.83249228  0.35575077 -0.32934067  0.26820277
  646049002 76470   0.38037845  0.18897152 -0.89044962 -0.16340588
  646237548 188546  0.30763519 -0.33664730  0.88597153 -0.08416432
  646266293 28745   0.13868622  0.87908777  0.24961976 -0.38165533
  646282126 15833  -0.46682596  0.70473313  0.45178515 -0.28515770
  646515094 232968  0.38777491 -0.36749878  0.79809856 -0.27859281
  646562992 47898   0.97936451 -0.03058082 -0.09128647 -0.17769848
  646724682 161690  0.15830830  0.12185423 -0.20680884  0.95776831
  646842226 117544  0.53573831 -0.64225382  0.53004606  0.13980579
  646935024 92798  -0.00061234  0.54817343  0.75804442 -0.35337539
  646998790 63766   0.78641147 -0.02696821 -0.21999493  0.57656912
  647147728 148938 -0.52763874 -0.32004231 -0.63730378  0.46153458
  647304193 156465 -0.05323112  0.59335631 -0.70687253  0.38134756
  647354143 49950   0.40706613 -0.69238133 -0.59491167  0.03139051
  647379946 25803   0.16614416 -0.89780881 -0.30879888  0.26641831
  647564299 184353 -0.13405867 -0.38518014  0.30537647 -0.86047065
  647678666 114367 -0.74960269  0.35875580 -0.40110543 -0.38536285
  647769423 90757  -0.29046246  0.47436447  0.81601262  0.15726828
  647913865 144442  0.50507860 -0.46275456  0.65053984  0.32795082
  647979244 65379   0.32550085  0.65176915  0.46465164 -0.50333392
  648030637 51393  -0.51662271 -0.58850104 -0.24902270  0.56987296
  648191815 161178  0.56131605 -0.26775323  0.60528249  0.49685573
  648330718 138903  0.57011185  0.63902037  0.03267879  0.51532276
  648401735 71017  -0.08804474  0.50879620  0.63568115 -0.57383275
  648593215 191480  0.38894239 -0.66905005  0.05643178 -0.63080211
  648636054 42839   0.57881146  0.25704697 -0.77374294  0.01503376
  648850061 214007  0.51842422 -0.25170756  0.79776673 -0.17733551
  648856637 6576    0.59235196  0.56302645 -0.31462320 -0.48283807
  648943550 86913  -0.87003063 -0.12766697 -0.11596764  0.46184343
  649075793 132243  0.28828823 -0.37899570  0.64304702  0.59978553
  649197843 122050  0.60291372  0.40029169  0.48998358 -0.48598116
  649296254 98411  -0.22316751 -0.65303742  0.71796962 -0.09087363
  649393309 97055   0.77354277 -0.07320253 -0.00662907 -0.62946726
  649507353 114044 -0.02326228  0.62907221 -0.77133800 -0.09362010
  649636094 128741  0.33561575 -0.41830645  0.63806566  0.55249796
  649722535 86441  -0.37202146  0.75761588  0.47219448  0.25426481
  649884361 161826 -0.00291183  0.03592503 -0.19772720 -0.97959424
  649941467 57106  -0.64679679  0.76181023 -0.01482450  0.03285301
  649999759 58292   0.73488482 -0.37036273 -0.38269580 -0.41990436
  650157755 157996 -0.55459514  0.12328820 -0.38801793 -0.72571781
  650364721 206966  0.57488581 -0.21283525  0.78216605 -0.11146182
  650372158 7437    0.33155686  0.71713145 -0.13380433 -0.59823819
  650421401 49243  -0.93645114  0.35042404 -0.00941216  0.01317789
  650583901 162500 -0.01485396 -0.00645024  0.98320389 -0.18179073
  650740688 156787  0.30868377  0.06522587  0.36753587 -0.87485845
  650800403 59715  -0.82548027 -0.46801948  0.20451609 -0.24023582
  650834052 33649   0.73653389  0.62591432 -0.09664619 -0.23750494
  651037556 203504  0.01099684 -0.25617992  0.48265807 -0.83743185
  651117414 79858   0.28326794 -0.37864027 -0.78403596  0.40209258
  651256738 139324  0.61874344  0.62733355  0.15049006  0.44828776
  651359749 103011 -0.29583800 -0.11266331  0.81238162  0.48971723
  651471406 111657  0.89304154 -0.31978692  0.31225246 -0.05207248
  651672351 200945 -0.04586823 -0.24242704  0.45925878 -0.85335022
  651706574 34223   0.71023234 -0.65931424 -0.24616597  0.01664571
  651831534 124960 -0.40374750 -0.58566803  0.45001647 -0.53987599
  651907039 75505  -0.61501579  0.34020066  0.49907745  0.50689327
  652068636 161597 -0.11305968  0.58624903 -0.76687102  0.23545363
  652114913 46277   0.76325645 -0.24691936 -0.42883498 -0.41541663
  652236477 121564  0.16239691  0.21100689 -0.29798128 -0.91668451
  652344383 107906  0.30687324  0.91374622 -0.00469930  0.26622280
  652529090 184707 -0.48196229  0.61875941 -0.30945647  0.53766703
  652560846 31756   0.43394606  0.44332827 -0.62123916 -0.47876169
  652612119 51273   0.65059020 -0.18230173 -0.64404474 -0.35875459
  652779357 167238 -0.73232590  0.08483663 -0.53122095 -0.41749949
  652993246 213889  0.72015006 -0.05570111  0.68967651 -0.05126004
  653011716 18470  -0.69122885 -0.02199901  0.72186317  0.02514523
  653122881 111165  0.92093948 -0.16856141  0.24697578 -0.24992097
  653225024 102143 -0.19041417  0.29529640 -0.03516541 -0.93557783
  653349281 124257  0.20853887 -0.38447021  0.56260442  0.70154862
  653453449 104168 -0.64843165 -0.62308153 -0.40157714  0.17332512
  653472031 18582  -0.06664654  0.71907214  0.24143861 -0.64822904
  653702005 229974 -0.55176170 -0.41719603 -0.44234904 -0.57081856
  653885518 183513 -0.51337681 -0.33550296 -0.25453697 -0.74772518
