# Shadow tomography log started 2020-01-31 05:17:23
# Dimension = 16
# True state = ( 0.16589388 -0.37611488  0.11856739  0.02310517 -0.16235400  0.39307848 -0.28211320 -0.23203222 -0.25315400  0.08428770  0.03820102  0.07088769  0.14063151  0.15200634 -0.03402948  0.06774425  0.03367787  0.13943354 -0.00643501 -0.08040340 -0.20094150  0.14414137  0.11068285 -0.22761958 -0.04905859  0.19174007 -0.02418557 -0.08436637  0.14910425  0.05478301 -0.18395567 -0.34289655)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15
  2648372  3504    0.20440097 -0.10356449  0.07862635  0.32134112  0.07238283  0.19768502 -0.04858910 -0.12225574 -0.17466750  0.45537434 -0.00523264  0.05941875  0.13997809 -0.34501934 -0.08209977 -0.33404867 -0.20650818  0.14429978 -0.16182585 -0.00138144 -0.06210074  0.21022582 -0.08723874 -0.22628270 -0.06479706 -0.06785613 -0.08141768  0.16513593 -0.06172464  0.11145214 -0.12375976  0.08520323
  2650379  2007   -0.04690852  0.02185409 -0.22531571  0.15057250  0.07980203  0.09773153 -0.06415619 -0.07720303 -0.02205211  0.07302574 -0.04084277 -0.25902538  0.34094950 -0.04487230 -0.43444100  0.10294011 -0.14365171  0.05165120  0.31957008  0.05291969  0.07834768 -0.08414022  0.00697704  0.33564681  0.24939617 -0.06310379 -0.02525038  0.02999438 -0.22382866 -0.03708974  0.34772239  0.10701110
  2658772  8393   -0.07152037  0.14691761 -0.03793414 -0.06728364 -0.41546756  0.02894858  0.04998598 -0.18552295  0.20037031  0.30506732 -0.04989051  0.37306221  0.17247708  0.06350989 -0.05023570  0.11073009 -0.17770397 -0.29839313  0.05060620 -0.05247197  0.14185001  0.03373771 -0.24221533  0.22237865 -0.15253561 -0.09565747  0.08013288 -0.12296252  0.11456467  0.29850449 -0.03786458 -0.14347810
  2668670  9898   -0.11688705 -0.34683897 -0.02695162  0.06185354 -0.08219616 -0.21648570  0.09757550 -0.03849169  0.21031396  0.14288671 -0.14653304 -0.10838895  0.06332669  0.13080386  0.05290352  0.03230612 -0.24509829 -0.03987088  0.30618611 -0.13550066 -0.05859548 -0.11604224  0.24096156 -0.04124129  0.13401452  0.22427621  0.12426474  0.30939813  0.04351991  0.00294866 -0.47396832  0.13273631
  2677978  9308   -0.27974753 -0.21164779 -0.27201076 -0.02638865  0.09703811  0.34111374  0.03180094 -0.01094430 -0.01321125  0.15341691 -0.16749456  0.22266045 -0.06865779  0.10368495 -0.05921548  0.15818701  0.18485660  0.13894155 -0.00052891  0.15998638  0.10897260  0.37629807  0.24596788  0.02270677  0.07986666 -0.10727007 -0.06714277 -0.29198424 -0.10108872 -0.18897391 -0.27286488 -0.09175680
  2678665  687    -0.01270160 -0.25563917  0.19485000  0.03011866 -0.22945614  0.12347262  0.21448217 -0.08684789  0.02018024 -0.04809860 -0.15316031 -0.06572944  0.07853509 -0.14524815  0.08230856 -0.31319765  0.26832402 -0.06007001 -0.05253504  0.10933737  0.27214942 -0.39142004  0.20356460  0.21518425 -0.18483530 -0.36804062 -0.00082331  0.01905815 -0.02541042 -0.15696974 -0.00749030  0.10430602
  2679714  1049   -0.08682808  0.00926362 -0.04590504  0.15857227 -0.10971288  0.13014544 -0.16213689  0.04953464 -0.18592526  0.00879825 -0.13544569 -0.35000472 -0.07835863 -0.25550781 -0.01195855  0.39706264 -0.08919879 -0.40046955 -0.15006295  0.24561710  0.15929967 -0.08938773 -0.11172031 -0.22815615  0.03978870 -0.00222734  0.13056230 -0.09686951  0.27554960 -0.09320060 -0.12457540  0.15953647
  2681479  1765    0.07661373  0.09303007  0.17175444  0.11481381 -0.11826312  0.14695413 -0.06436688  0.26588888 -0.04123487  0.11610294 -0.06401897 -0.24822348  0.08010025  0.12805472 -0.02706446  0.13209581  0.26947399  0.04616576 -0.04952218 -0.22781031 -0.18459156  0.01761352 -0.09703067  0.27240650 -0.31516787  0.23737122 -0.04553346 -0.22691420 -0.27743765  0.13179814 -0.25871368  0.30474000
  2688140  6661   -0.05017973 -0.31953854 -0.20417863 -0.15901476  0.14094497 -0.14824639 -0.19594291 -0.02676385 -0.34262434  0.27124806  0.18498317  0.14565272  0.07592036 -0.09792084  0.21076019  0.06528572  0.22174949  0.04958134  0.22803698 -0.19611643 -0.07984799 -0.10710458 -0.04622994  0.10509632 -0.10650743 -0.02196475  0.01999344 -0.11737880  0.37834872  0.02578886  0.17419928  0.25244798
  2689788  1648    0.19258237 -0.17951097  0.07754346  0.19898434  0.01914643 -0.08872987  0.51518553 -0.19100173  0.14527263 -0.12760558  0.22155900 -0.07371939 -0.06384087 -0.02066186 -0.12592091  0.19579016 -0.05031700 -0.14353147  0.18044553 -0.04007837 -0.30319642  0.24667657 -0.06638263 -0.07656622 -0.14651409 -0.23922352 -0.12308819 -0.23617782  0.10203581 -0.14033524  0.04861343  0.14798699
  2690082  294    -0.05736735  0.20778220  0.18643185  0.21064471 -0.12484332 -0.04793203 -0.02001773 -0.14885296 -0.13537004 -0.12501358  0.04705700  0.29167913 -0.00703220 -0.35326464  0.08659164  0.02506433  0.30953842 -0.10840359  0.23500283  0.19041795 -0.17348410  0.17901782 -0.04860788  0.28949311  0.18380861  0.24783644  0.08901507  0.23659226 -0.02058829 -0.24225929 -0.11894498 -0.00410180
  2690662  580     0.04754347  0.07181188 -0.26019434 -0.00771846 -0.00075847 -0.05456990 -0.22186964 -0.33193153  0.31074075  0.52691634 -0.24287150 -0.20706082  0.13824688  0.15114240  0.11131374 -0.12561562  0.04948335  0.07430510  0.03236203 -0.05608309  0.22108891 -0.11230825  0.01473617 -0.08962618  0.20322310 -0.04067448  0.28206117 -0.03610016 -0.00141575  0.07027039  0.01066168 -0.07399960
  2695025  4363   -0.50358541  0.20293733 -0.01441947  0.10062865  0.06246441  0.01597199  0.13109113 -0.03921261  0.04666428  0.07773865 -0.00698378  0.11309410 -0.08534252  0.14656997 -0.02626735 -0.24636405 -0.47022420  0.04474748 -0.09048631  0.06808803 -0.15327409 -0.00480884 -0.19513962  0.12988948 -0.19035428 -0.18197639  0.12772340  0.08051287  0.23406690  0.21749355 -0.17462532 -0.14717087
  2699559  4534    0.17638087  0.01257088 -0.20647952  0.13969266  0.01612365  0.21585156  0.03747619 -0.08161376  0.02620658  0.06323371  0.35263790  0.11270374 -0.10599559  0.05261143 -0.31124300 -0.15887606  0.14304088  0.01202730 -0.02267253  0.23602154 -0.28713298  0.07732887 -0.03191694  0.23888201  0.46588791 -0.03988928 -0.00187866 -0.01231124 -0.20762423  0.29298954 -0.02843250 -0.04379696
  2702334  2775    0.15319879 -0.02899472 -0.04788794  0.17607496 -0.37320197  0.20782125 -0.09863583 -0.42770465 -0.09087549  0.12245289 -0.08297027 -0.02681931 -0.01711616 -0.07645803 -0.26109634 -0.01565661 -0.12022976 -0.22298559  0.11728616  0.04263840 -0.14151777 -0.20104943  0.02951923 -0.04992483 -0.41885447 -0.03311778 -0.20410358  0.21802163 -0.10645374 -0.01402699 -0.04333695  0.19787322
  2706164  3830    0.01888800  0.19584889  0.36047100 -0.02298609 -0.11681151  0.24987783 -0.00065536  0.04788306 -0.18506694 -0.01677146 -0.24163247 -0.18916642 -0.24491886  0.12921645  0.04638605 -0.12605192  0.15889373  0.17546788 -0.00584611 -0.18847169 -0.33781967  0.01547109  0.10095971 -0.30088525  0.06064201 -0.29128450  0.19245646 -0.17907681 -0.21798190  0.00829336 -0.12799600 -0.02719078
  2707473  1309    0.01080574  0.29789546 -0.08047461 -0.25237584 -0.13408653 -0.00766611 -0.11705579 -0.10675369  0.02966143 -0.20469736  0.20928165  0.02591488  0.13203202 -0.03794317  0.22827778  0.14329542  0.10643555 -0.44994188 -0.09090290  0.20455484 -0.25271550  0.02625592 -0.03835674 -0.13117906  0.01170261 -0.07054578  0.44932021  0.09233135  0.18177317 -0.02588857  0.08704424  0.12302866
  2715539  8066    0.09019416 -0.12085717  0.16754008 -0.08488166  0.16510868 -0.22661256 -0.17086467 -0.10317369 -0.04794292 -0.08947430 -0.24462004 -0.33208865 -0.32599064  0.07809265 -0.23699082 -0.11664063 -0.09684317 -0.20279986 -0.35383756  0.13284587 -0.07289465 -0.08639761 -0.15335556  0.15929038  0.23472737  0.14149920 -0.02786058  0.03240769  0.19539268 -0.21536365 -0.12245723  0.17158176
  2719891  4352   -0.54391236  0.01712619 -0.02450552 -0.00431481 -0.09148884  0.31374541 -0.12578480 -0.15313329 -0.01352390 -0.20151729 -0.05641166 -0.29012349  0.18508530  0.01608662  0.05199305 -0.15601660  0.24267449  0.01719289 -0.07318053  0.06304668  0.10410735  0.12920978 -0.01549314  0.23354827  0.01029187  0.08446181 -0.16917868 -0.20536481 -0.08000123  0.00833754  0.28129299  0.23020997
  2721986  2095    0.06200675  0.24361204  0.16991543  0.21523138 -0.34374403  0.08686447 -0.18340910  0.26386724  0.01112375  0.14684578  0.17258304  0.08562867 -0.32551606  0.22027260  0.17784967  0.04766851 -0.00099964 -0.06484070 -0.06567015  0.14329996  0.43863672  0.01165494 -0.16838700 -0.09494333  0.09787503 -0.01271135 -0.15945927  0.00437701  0.12035752  0.13674938 -0.00217850  0.24107351
  2726713  4727   -0.07702781 -0.15325290 -0.13578270 -0.24531594 -0.12262238  0.03683205 -0.07472166  0.15544045 -0.25777754  0.11450249  0.12773293  0.09564437  0.00714658 -0.17193851 -0.37057075 -0.15800874 -0.06874813  0.13150213 -0.10039972 -0.17987334  0.06950596 -0.21197745  0.25157713 -0.19928460  0.06678100 -0.05477684  0.14478578 -0.16898123  0.38935348  0.15939124  0.19548244  0.24388742
  2733708  6995    0.01958568 -0.02788938  0.16991457  0.02657163  0.03925421  0.35662761  0.18783658 -0.23555272 -0.03657261  0.00676032 -0.08497236  0.14538472  0.24287734 -0.08790580  0.11992021  0.31134256 -0.29724971 -0.06024794 -0.28332120  0.16904576  0.12348591 -0.12635064  0.21256836 -0.07810149  0.26423467  0.06439267 -0.07794865 -0.30541152  0.05045866  0.00337017 -0.28771749 -0.00269717
  2737744  4036   -0.10096602 -0.16027689  0.11953748  0.15966088 -0.07099091  0.10550124  0.07055596  0.04694709 -0.25303546  0.13083182 -0.25752123  0.12739275  0.13108772 -0.17400290 -0.03579316 -0.07356225  0.31418931 -0.01890789  0.41975251  0.25986916 -0.01661531  0.04660052 -0.30271030 -0.03335759  0.14399252  0.14168497  0.15029778  0.03978048  0.35304152 -0.08671032 -0.21343400 -0.04958293
  2741897  4153    0.14930871 -0.03796789 -0.35136707 -0.02060414  0.00852000  0.31075201  0.24123926  0.04089175  0.14178162 -0.10603489 -0.32931444  0.05861896 -0.37936077 -0.20249309  0.20857493  0.03948917  0.10723930  0.13846931 -0.11344706  0.00421877  0.07562303  0.12625612  0.17878963  0.26030166 -0.07948391 -0.13972712  0.12581854  0.21385155  0.18788676  0.00414619 -0.02879007  0.18484508
  2742471  574    -0.07827567 -0.16574384  0.20433337 -0.11682433 -0.02797923  0.11526683 -0.14626531  0.22393506  0.12380769  0.30417720  0.19438469 -0.03694362  0.01787481 -0.21624867 -0.05063522 -0.24922009  0.11172047 -0.06593455 -0.24924659  0.35312427  0.11590882  0.13656640  0.28944576  0.05743844 -0.25522415 -0.06475626  0.12453654  0.09352502 -0.14879059 -0.23322716 -0.18296633 -0.20054987
  2751396  8925    0.01835395 -0.06580007  0.11285925 -0.31729906 -0.12852890  0.13550694 -0.13083066 -0.34880743  0.03021661 -0.31146776  0.05649974  0.11388821 -0.22646049 -0.05493253 -0.22178239  0.09617234 -0.01173891  0.16643186  0.06440558  0.04370996  0.37440872  0.01636260 -0.25115772 -0.01671827  0.01170257 -0.17524557  0.11243462  0.01459289 -0.00305462 -0.03397631  0.10323717 -0.43381637
  2758208  6812    0.03450121 -0.05412381  0.20049472 -0.18401836 -0.15760627 -0.16302827  0.00776049 -0.11589769  0.12269185  0.15900094 -0.04442538  0.04324693 -0.28641026 -0.00956963  0.21812819  0.04961369  0.09508924 -0.05442757  0.16062929  0.14807331 -0.25043855 -0.11836941  0.22767715  0.25665030 -0.13892748  0.19804476 -0.15638970 -0.36500981  0.21695613  0.27418069  0.18922610 -0.22832816
  2761364  3156    0.16180973  0.17571657  0.09270022  0.14488470 -0.21150366  0.05567111  0.09799369  0.15984459  0.14160750  0.16042569  0.12182079 -0.24782088  0.02562669 -0.24048679 -0.09026691  0.10643695 -0.03408417  0.33213504  0.03312290 -0.08298848 -0.16342966  0.22682881 -0.15174016 -0.15710216  0.05644444 -0.04407132  0.23476693  0.10035382  0.31008536  0.21699007 -0.17911858  0.37335777
  2761922  558    -0.11170074 -0.07254060  0.03613820 -0.20567797 -0.08354480  0.18085912 -0.26160341 -0.18077046  0.02676518  0.09358712 -0.21380307  0.14806904  0.06570910  0.05399437  0.16940359 -0.02243858 -0.00459428  0.12831743  0.37836256 -0.10146799  0.16868103  0.45628871  0.08069956 -0.04761748  0.09080939  0.37277914  0.07406731  0.13834676  0.02514805  0.26850527  0.08733630 -0.12937372
  2768533  6611   -0.18251221  0.25089327  0.14433058  0.28321979 -0.10883747 -0.04834416 -0.22870146  0.06786636  0.15600589  0.15578121  0.06935497 -0.22288686 -0.16094547  0.02304460  0.02640799  0.03755555 -0.24306012 -0.18571998  0.24985924  0.14076068  0.34862891  0.04799302 -0.21132463  0.05862072  0.20998108 -0.04705408 -0.28626304 -0.10113674 -0.20762897 -0.10422862  0.13937397  0.20083444
  2786033  17500   0.32563339 -0.41289204 -0.11485296  0.10277375 -0.12280025 -0.14576517 -0.26941381  0.07997095 -0.09854553  0.06978382 -0.06397963 -0.16205270 -0.05513264  0.37753618  0.16779121  0.03568671 -0.09131997 -0.26732826 -0.07505179 -0.07876672 -0.11403393  0.06930292 -0.07393707  0.16841983  0.27845944 -0.09166457  0.06955964  0.28788977  0.17896004 -0.05536868 -0.09379523  0.06046882
  2789158  3125    0.15355239  0.03016519 -0.01805482  0.02325344  0.07799179  0.28099458  0.30838173  0.12972419 -0.01743738 -0.20965064  0.24532004  0.07153408  0.18770351  0.27083005 -0.23804853  0.38679491 -0.04454059 -0.21154432  0.29716277  0.12967721  0.23305254  0.16082785  0.19849768 -0.02545220 -0.04719339  0.02612063 -0.03872924  0.12936231  0.09962089 -0.14635677 -0.16810176  0.02072181
  2791289  2131    0.22847694  0.18914457 -0.10354505  0.28672677  0.11242889  0.08735199 -0.02518008  0.10529712  0.10583948  0.06750599 -0.00486932 -0.12999441 -0.23692122  0.06683716  0.20670305 -0.32090385 -0.10642117 -0.05220625  0.07901857  0.16115548  0.07160055 -0.03287079  0.10268524 -0.28878623 -0.30129679  0.16310038  0.39748007  0.13050054 -0.00545182 -0.21037632  0.03946901 -0.25188923
  2793929  2640    0.13451771  0.04451494 -0.17889034  0.02885649 -0.10938699  0.03769816  0.08301655  0.41309249 -0.48425814 -0.06673510 -0.33980847  0.01498728  0.00756556 -0.25469482 -0.04753656 -0.10984896  0.09949378 -0.20845752  0.05015243  0.02112382  0.11148154 -0.06979732  0.09264938  0.04093980  0.00989698  0.25972067  0.01412436 -0.00238042 -0.16517651  0.12831608  0.09124681  0.34431231
  2794535  606    -0.12689799  0.04429595  0.09174131  0.21192436  0.09586100  0.02757526  0.01403731  0.27237969 -0.34547274 -0.17569911  0.02101485 -0.00116261  0.06654526  0.12786598  0.40133700  0.07838724 -0.00794994  0.26414945  0.11213614  0.21428242 -0.16364711 -0.03101652 -0.13787976 -0.01861114  0.08587394  0.06762023 -0.22223208 -0.24186964  0.39579961  0.03095665  0.06406516 -0.22051384
  2802374  7839   -0.04060643  0.02201093 -0.35023955  0.22171135 -0.22599422  0.51469492 -0.01878176 -0.21087722 -0.07638256 -0.03628385 -0.14867172 -0.16251571  0.08438182 -0.01995750 -0.07006122 -0.06744722  0.07912293 -0.13510738  0.23773078 -0.25882180 -0.21057950 -0.06447359 -0.21612005 -0.02376618 -0.06223449 -0.26968448 -0.06762359 -0.16411622 -0.05630825  0.02323190 -0.07932255 -0.17518652
  2804364  1990    0.22319707 -0.29556497 -0.06658714 -0.12347840 -0.07507961  0.12164298 -0.22238969  0.10783382  0.06266804  0.31837657  0.14299769 -0.23167893  0.25502036 -0.24204324 -0.24105419 -0.00604512 -0.10088948  0.09069681 -0.02638509  0.09680719  0.13384751 -0.19324303 -0.00440731  0.06414113 -0.22520102  0.26368490 -0.27443618 -0.08102356  0.21286712 -0.10232124  0.13675735 -0.18966338
  2805817  1453   -0.04740861 -0.02814578  0.09984990 -0.00398405 -0.02044557 -0.02517270  0.19048660 -0.20855206  0.07886866 -0.13374681 -0.39349889 -0.07226332  0.14676439 -0.10381327 -0.01489025 -0.13144073 -0.09707120 -0.23012511 -0.20310033  0.30397753  0.28498092 -0.05618225 -0.22814636 -0.28242150  0.01561031 -0.07881115 -0.16207470  0.23413230  0.28045454  0.22436584 -0.18771148 -0.09038398
  2811658  5841   -0.11273528  0.03364832  0.31737512  0.11455667  0.06352884 -0.17979101 -0.07502503 -0.01065463  0.11112757 -0.16621375  0.08384090 -0.14463833  0.17622847 -0.26223953 -0.09952493 -0.05702357  0.13597357 -0.48735984  0.25881306 -0.08060508 -0.21951983 -0.06481806  0.16552718  0.16319762  0.05543187  0.03076197  0.24518916 -0.04145227  0.25936949  0.12874871  0.21085604 -0.13863490
  2814557  2899   -0.39638822 -0.14628502  0.00324937 -0.22361753  0.20753496  0.06248424  0.07667578  0.00754569 -0.22935774  0.08238801  0.11183927 -0.39901309 -0.38189744  0.25687988 -0.17821493 -0.17332814 -0.01317365  0.01180012  0.12143696 -0.06356996  0.10993021 -0.11235477  0.02464935  0.07854054 -0.21107892 -0.00956949  0.06053863  0.03239180  0.18522850  0.22725467 -0.10375587  0.13090947
  2814647  90      0.14100866  0.08171738 -0.13426476 -0.18330618  0.07063894  0.01318396  0.14654695  0.03645539  0.24840799  0.27242024 -0.11170654  0.00924145 -0.00509047 -0.05373509  0.36263009  0.08697317 -0.07097062 -0.15604394  0.10050436  0.18480707  0.04187075 -0.08755901  0.08384207  0.39696959 -0.03746849 -0.02875558  0.10720393 -0.37364326  0.01342598  0.22287748 -0.39047639 -0.00678419
  2818070  3423    0.01320884  0.02050458  0.09756664  0.41113758 -0.29768945 -0.07483680  0.00393451 -0.31554451 -0.20907921 -0.04014432 -0.06672135 -0.09404029 -0.10840931 -0.04696933 -0.11408262  0.08163663  0.09244954  0.26651238 -0.11130804  0.00360769  0.31198688 -0.09969241  0.39827909  0.29311762  0.09576733  0.05735275  0.09156092 -0.02916824  0.05503981  0.00079477 -0.19186494 -0.17162572
  2823915  5845    0.19851727 -0.02326517 -0.16016035 -0.02924349  0.44488652 -0.12331442 -0.17851218 -0.02547611 -0.11307410  0.04900685 -0.21117421 -0.14171235  0.02339355 -0.12185802 -0.25967547  0.00509512  0.00885451  0.20982231  0.21946644  0.28526300 -0.00302933  0.17371016  0.19323474 -0.08633383  0.21058246 -0.45234724  0.03579009 -0.07940096 -0.06214306  0.05418478  0.08779273 -0.07418263
  2825094  1179   -0.17282776  0.02914216 -0.30428547 -0.21905021 -0.14693193  0.10466088  0.08122788 -0.36306057 -0.11142618  0.01497964 -0.03671725  0.22181375 -0.09415929 -0.17554336  0.12159909 -0.10440980 -0.04276243 -0.26834668  0.27449625  0.16473427 -0.02642201 -0.04994726  0.01879444 -0.15648022 -0.07397426 -0.15873389  0.26983793 -0.30378416  0.28990513 -0.10008310  0.16739318  0.08361590
  2825284  190     0.08200991  0.09136363 -0.35703311  0.01369859  0.02708838 -0.11758063  0.31073500  0.00304270 -0.30446523 -0.03455624 -0.31697357  0.13908652 -0.26137062  0.12635681 -0.02818660 -0.07128184 -0.35498289  0.13769297 -0.11126214  0.08587250  0.14542041 -0.08601433 -0.25399666  0.00004476 -0.06721568  0.18944890 -0.14380462  0.29323852  0.04691672  0.16820375  0.08296362  0.00600370
  2825597  313     0.12611204 -0.03834920  0.09435456  0.26366283 -0.04728299  0.27831263  0.40463835  0.09691554  0.01999821 -0.22186267  0.09157832 -0.29789275  0.25320827  0.21181289  0.12166075 -0.26045513 -0.23224578  0.04485105  0.06268140  0.06689791  0.09096392  0.06192316 -0.01205747 -0.06715425 -0.21691964 -0.14975906  0.25667566  0.04012068 -0.03533359 -0.26986026  0.14391758  0.01189779
  2831593  5996    0.09465995 -0.15088394  0.16496303  0.07895353 -0.03782277 -0.08510468 -0.14709458 -0.03418775  0.16244175  0.24900139 -0.13334784 -0.16767386 -0.14011641  0.05908738  0.11995704 -0.14704299 -0.06891148 -0.08377136  0.21130559 -0.39833321  0.28500143  0.13576227  0.03835544 -0.02720848 -0.02682282  0.23920433  0.20433981  0.03141933  0.15266253  0.31299503  0.30004152  0.28459867
  2834761  3168    0.08643597  0.02482055 -0.01262011  0.19740963 -0.27019160  0.06361572 -0.12794530  0.04386745 -0.17731565  0.23222958 -0.12584839 -0.02284893  0.23149396 -0.26964184 -0.07547851  0.07573594 -0.09854109 -0.26093275 -0.45751394 -0.02960708  0.03647682 -0.02825735 -0.23930525  0.10757320 -0.06921911  0.14673846  0.13217625 -0.08943918  0.03600171 -0.23667842 -0.16984668  0.34794217
  2836428  1667    0.15431551 -0.11351869  0.11960757  0.05752936 -0.07496748  0.00223004  0.12248595  0.05942626 -0.12190868  0.06541258  0.27007809 -0.03028106  0.14792473 -0.07229626  0.02457134  0.34167774  0.05602912  0.14418944  0.07015464  0.01909498  0.12246052 -0.13809500 -0.47971548 -0.25094389  0.02501431 -0.25609059 -0.23544316 -0.23856197  0.13919308  0.28401723  0.21509635  0.05316592
  2843069  6641    0.10479741  0.25670696  0.00214575 -0.30963732  0.03959565 -0.11645743  0.26302363  0.16332043  0.26332912  0.20422465  0.00750017  0.10733861 -0.10968792  0.13737897 -0.33258206 -0.01962483  0.03130246  0.02244130  0.08290038 -0.17318552 -0.01919143  0.03031693 -0.26025800  0.34083930 -0.19685547 -0.25739599  0.22998828 -0.17394617 -0.13043355 -0.00943385 -0.09802976  0.11539176
  2844709  1640    0.20982869  0.08562671  0.02249325 -0.03630743 -0.11134111 -0.07158747  0.08313628  0.09932701  0.08385847 -0.16256465 -0.09849755  0.24245235 -0.02588128 -0.24185880  0.12951972  0.35805226  0.16905072  0.00220580  0.21174689 -0.22935847 -0.05840094  0.02715342 -0.14245562 -0.17499893 -0.00935637  0.25085579  0.17866040  0.23592379 -0.20725136 -0.38452871  0.25440963 -0.13857587
  2844823  114    -0.25322650 -0.08989085  0.23862243  0.11979725 -0.10998490  0.22239697  0.15410434 -0.01887793 -0.04663053 -0.05835412 -0.07845669  0.04641955 -0.00227026  0.23022312 -0.34362193  0.26904732 -0.16455686 -0.43539122  0.15467322 -0.00768532 -0.30293161  0.24959497 -0.12258713  0.05629292  0.05697941  0.17905444 -0.03598495  0.04010781  0.08138032  0.16822276  0.02094570 -0.16438377
  2846205  1382   -0.02163079  0.25814650 -0.04450772  0.05700533  0.02742737 -0.30291534 -0.11188609 -0.21090427  0.13435044 -0.13378716 -0.15087705 -0.36137375  0.08336597  0.07670099  0.16381494  0.08064951 -0.22972442  0.02110161 -0.03000741 -0.00443983 -0.50419321 -0.21063835 -0.15436918  0.00808967  0.25785562 -0.07431928  0.15503974 -0.06571810 -0.13458840  0.09360590  0.15885363  0.11654772
  2854172  7967   -0.51276627  0.12976256 -0.11710644  0.28273689 -0.18712135  0.21761728 -0.13175578 -0.05836438  0.17248378 -0.15484744 -0.27178065  0.00623956 -0.06567244  0.05048118  0.08216533  0.22156049  0.18062130  0.15163063 -0.00106098 -0.01718777  0.31757988 -0.05172254 -0.10837805  0.06615641 -0.14637984 -0.20716044  0.08246160  0.03021576 -0.25022289  0.14136248 -0.02970673  0.04480388
  2855282  1110   -0.18630369  0.00127614 -0.01668528 -0.13869527 -0.06117076  0.09083108  0.05655929  0.16886372 -0.13577344  0.40147837  0.01687662 -0.09715340 -0.10719010  0.15806411  0.16863867  0.20183720 -0.00762005  0.26897233 -0.24873046 -0.05035830 -0.31665876  0.02382756  0.18880159 -0.29874722 -0.38628887  0.13650977  0.18980788 -0.12453988 -0.01903484  0.06314376  0.04768722 -0.13607399
  2871700  16418   0.20836166 -0.24825577  0.11034183 -0.17620988  0.06246615  0.10476625 -0.36959791 -0.02623161  0.06910008 -0.34630163 -0.02126091 -0.06574074 -0.27941118  0.21441852 -0.01302146  0.15329492 -0.06847357  0.14809150  0.04496829  0.25118009  0.00700900 -0.04032337 -0.26621421 -0.04139284 -0.18504687  0.15964430  0.24563580 -0.06098921  0.17527810 -0.07624813 -0.28967382  0.11021822
  2879745  8045   -0.16315452  0.11120650  0.00412680 -0.34627210 -0.24224874 -0.07044396 -0.29224693 -0.06368856 -0.01661004 -0.04763854  0.37104088  0.05715617  0.30391002  0.05848181 -0.08364931 -0.19320870 -0.08635473 -0.01091185 -0.06113534  0.21052695  0.09037195  0.08210451 -0.17092034  0.06030194 -0.18698400  0.17987666  0.04676588  0.25906862 -0.21864899  0.13740158  0.30873220 -0.04869562
  2884003  4258   -0.14872099 -0.13669293  0.01799582 -0.02009077 -0.26845259  0.08981543  0.12626978  0.10864241  0.24369130 -0.12055048  0.08217399  0.25189663  0.15672577 -0.25070195  0.09055248 -0.19875699 -0.27898131  0.24596418  0.20568144 -0.22752053 -0.25443476 -0.19500720 -0.01041886 -0.06038365 -0.05187103  0.15355513 -0.11513156  0.02617946  0.02240665  0.17630958 -0.35880086  0.17858700
  2898463  14460  -0.18723317 -0.24165735 -0.18261815  0.28024152  0.52328472 -0.26131908 -0.04094011  0.17282917  0.14397860 -0.09830667  0.11327462  0.20564192  0.12297637 -0.26252493 -0.00263178  0.02253193 -0.09166481 -0.05357278 -0.13263325  0.04255177 -0.08682848  0.17595337 -0.11084958  0.04930728 -0.21266374 -0.05376321  0.26704539  0.01815038  0.11955138  0.13032580  0.09907662 -0.07864096
  2903650  5187    0.15994098 -0.09304949  0.19682552  0.09780349 -0.02253784 -0.21674948 -0.23183556 -0.33304955  0.19018378 -0.12275203  0.05123389  0.18013204 -0.13825976  0.00174211  0.06845511  0.20712723  0.08872593 -0.12112685  0.03339843  0.04236854 -0.12391596  0.18779983  0.05220382 -0.13568892  0.35074727 -0.09252480 -0.25559247  0.37312712 -0.31595905 -0.06931526  0.05825732 -0.10440383
  2908809  5159    0.07265335 -0.08146519 -0.08244003 -0.16665808 -0.30755736  0.20142762  0.15493613 -0.12775300  0.06865728 -0.04844937  0.00156318  0.19370303  0.17450678  0.03966839  0.08471068 -0.39722273 -0.33014846 -0.28554495 -0.20811522 -0.13135900 -0.27764846 -0.21504033  0.00230094  0.12680655  0.18206446 -0.22015733 -0.16916462 -0.11673318 -0.05789407 -0.03945762  0.03912198 -0.12503636
  2912080  3271   -0.12773431 -0.17753530 -0.28298669  0.01689218  0.11381398 -0.07413505  0.11222307 -0.10261998  0.07895692 -0.40699266 -0.38870035  0.04232011 -0.18070084  0.19654076 -0.07629895  0.10165591  0.08927035 -0.11556510 -0.00600844 -0.21861562  0.14699755  0.18285830  0.16285476  0.26318181 -0.12585933 -0.14149257  0.00649420 -0.04041582  0.13944524 -0.06273435 -0.13045968 -0.34656798
  2919578  7498    0.01799746 -0.12598398  0.13542960  0.25387735  0.06130453  0.28806775 -0.22224159 -0.10854023 -0.19170866  0.06507395  0.00912290 -0.17754803  0.07173356  0.26258470 -0.01856422  0.01385962  0.11055802 -0.10201692  0.14575521 -0.22552022 -0.07709254  0.13773286 -0.27625968  0.04759865 -0.12010066  0.09699753 -0.18979418 -0.41888396 -0.37322537  0.13187188 -0.01662317 -0.12391137
