# Shadow tomography log started 2020-01-30 02:46:15
# Dimension = 32
# True state = ( 0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15        re16        im16        re17        im17        re18        im18        re19        im19        re20        im20        re21        im21        re22        im22        re23        im23        re24        im24        re25        im25        re26        im26        re27        im27        re28        im28        re29        im29        re30        im30        re31        im31
  5430695  651     0.11549780 -0.25455217 -0.15717939  0.08569196  0.02082158  0.23328363 -0.13537886  0.08305487  0.05271489  0.00534452  0.06201467 -0.07299705 -0.01241667  0.16891381  0.08176362 -0.02775883 -0.04605979 -0.12091927 -0.01663956 -0.01440004 -0.03551628 -0.17326228 -0.08480767  0.06280859  0.07261868 -0.24960158 -0.01338489  0.00187349  0.21551251 -0.14272664 -0.01775412  0.20193351  0.06723621  0.05073010  0.03002543  0.11302131 -0.01291777 -0.04960130  0.13195945  0.00165651 -0.25286994 -0.13730386  0.26532383 -0.12578639  0.00870169  0.07799508 -0.07600778  0.21766145  0.15445143  0.14396611 -0.00408949 -0.01774478 -0.00772252 -0.07264601 -0.19590174 -0.23328587 -0.01212344  0.03440724 -0.03038213 -0.20261286 -0.10069541  0.09748026 -0.18547187 -0.12946703
  5431763  1068    0.07172437 -0.01597386  0.02301249 -0.07091804 -0.02344751  0.13488480 -0.07312819 -0.03271013  0.12143626 -0.21115091  0.02239881  0.08647075  0.08882054  0.10238932  0.20823932 -0.01577367 -0.02831166  0.02923307 -0.14430523  0.20921513 -0.11175651  0.21005235 -0.14300840  0.01471287  0.13484506  0.19083317 -0.21408107 -0.07854071  0.06355278 -0.02533164 -0.04942715  0.11259129 -0.09103270 -0.03456657  0.06365363 -0.17548002  0.00181219  0.08612820  0.15121216  0.02341765 -0.01442732  0.01449673 -0.19759779 -0.08074892  0.08137972 -0.13494450  0.24855007  0.08512698 -0.13298706  0.09201855  0.11530592  0.00877164 -0.22320004  0.20497127  0.12120835  0.18649774  0.06398589  0.00025192  0.15732837 -0.27244214 -0.11945752  0.18097452  0.03106706 -0.13328261
  5433823  2060   -0.26754531 -0.04418281 -0.01955430 -0.07196684 -0.19251895 -0.04595971 -0.04644566 -0.20426778  0.00010713 -0.01237080 -0.10969232  0.15271784 -0.16251456 -0.09121539  0.04492043 -0.19030867  0.14674799 -0.02738185  0.18491402  0.07026202 -0.02522623 -0.17903499  0.06771380  0.00290788 -0.19424210  0.00891766 -0.08685597 -0.20819396  0.16005526 -0.05916378 -0.07014591 -0.10682097  0.21073832  0.17775304  0.06567374 -0.02294742  0.08312942  0.06396752 -0.05085737  0.03740473 -0.23601683 -0.12064311 -0.12450443 -0.08873749 -0.18553417 -0.14808045 -0.07916743 -0.02911107 -0.04221868 -0.19293684 -0.08179401 -0.09768212 -0.15513569 -0.01566112  0.09613809 -0.09595258  0.22279561 -0.22050776 -0.04536108 -0.04702697  0.08298972  0.17969690 -0.00365380 -0.06220545
  5434973  1150    0.02090220 -0.20177853  0.26863205 -0.17506582 -0.20867980 -0.10476882  0.02915007 -0.05813092  0.04457372  0.12981612  0.10449058  0.00776662 -0.00757860  0.00181613 -0.00408952  0.16121921 -0.14680054  0.08958915 -0.01511059  0.07935346 -0.02058686 -0.10837707  0.04587903  0.02933912  0.11655519 -0.01426976  0.00251046  0.13413587  0.10376647  0.12826044  0.02866189 -0.09981495  0.26532785 -0.03057976  0.12729940 -0.09507905  0.11168277  0.06068463  0.03209834 -0.13362144 -0.13730412  0.19753084  0.09158946  0.15548976 -0.00624471  0.06770075  0.15522524 -0.00867462  0.16844715 -0.04465568  0.30544516  0.05110214  0.02530148  0.25825509 -0.12023615 -0.20540167 -0.06898679 -0.07888549  0.05402852  0.10784837 -0.10085284  0.15853652  0.19592568  0.14155621
  5436732  1759   -0.00244190 -0.03595903 -0.03397561  0.03527277  0.08165489 -0.11336576  0.06718294 -0.08391419  0.25336143  0.15477489 -0.09448566  0.08627105  0.06478378  0.12576194  0.10558860 -0.32198400 -0.02065086 -0.00598147  0.20866107 -0.01378364 -0.13317243 -0.04402829  0.12123227 -0.21399992  0.03688659 -0.16416635 -0.01852730 -0.11501645 -0.07848918 -0.19500145 -0.07969405  0.10681086 -0.20433676 -0.06923638  0.14643609 -0.09807150 -0.13784901  0.31553626 -0.08012386  0.17111444 -0.01930791 -0.07814797 -0.02204879  0.16197474  0.09604633 -0.02727598  0.05348026  0.04590520  0.03984078  0.09496234 -0.07785322  0.11859425  0.21143842  0.22104275  0.02685917 -0.17150450 -0.02258448  0.11938582  0.04514190  0.05983456  0.03372689 -0.04968675  0.16827692  0.10458756
  5441600  4868    0.20532725 -0.17290742 -0.00008709 -0.08145846 -0.20458739  0.03864365 -0.28402458  0.26751701  0.11076429  0.14659956 -0.01819076 -0.13097262  0.20306838  0.15876020 -0.17251855 -0.18119748  0.03397148  0.06362410 -0.03579624 -0.01088035  0.11715852 -0.05377960  0.08149583 -0.12490972 -0.01921351  0.04905365 -0.03833215 -0.16459253  0.02991487  0.15331392  0.12310633  0.15439921  0.13883972 -0.07145231  0.02155831 -0.13761354 -0.10189999 -0.05585208 -0.18198982 -0.14942352  0.06730771  0.15485615  0.01934540 -0.12322857 -0.08917054 -0.11122836  0.04307996 -0.15978931  0.00210247  0.00636519 -0.11955124  0.06960337 -0.20022913 -0.09312751  0.14736764 -0.06519822  0.14870416  0.11918483 -0.07260098 -0.05710944  0.12172180 -0.17399782  0.12894368  0.01575912
  5443482  1882   -0.13744483  0.10226252 -0.08451115 -0.15448066 -0.13462786  0.13219401  0.01932816  0.06047191 -0.09218179 -0.06515260 -0.02523541  0.00344386 -0.12029262 -0.06102889 -0.04049787 -0.26537264 -0.06129608  0.01215221 -0.24230764  0.23140646 -0.06232313  0.09061824  0.04772603 -0.00665089 -0.04624337  0.20157723  0.07095259  0.19606374 -0.00781127 -0.12009118 -0.03479974  0.10492256 -0.17965618 -0.00730213 -0.03593208 -0.13721818 -0.22708412 -0.09211242 -0.14329364  0.02236487 -0.26687783 -0.08276109  0.02301471  0.09022138  0.02753683 -0.04601907 -0.03705086 -0.11743812  0.16675430 -0.18876877  0.18304537  0.12019766 -0.02859156 -0.24091075  0.07223654 -0.17497269 -0.19642904  0.07777568 -0.05968977  0.02613247 -0.21999280 -0.03954042 -0.00892322  0.09752763
  5443703  221    -0.03739159 -0.11477245 -0.00368768 -0.12278792  0.08449270 -0.21844949  0.16297068  0.21658931  0.01546643 -0.13915137  0.11271226  0.06704806 -0.00538228  0.31441430 -0.09452915 -0.06557103  0.20325613 -0.04452050 -0.13780858  0.05118926 -0.06107707 -0.21128707  0.00939969 -0.11585567  0.09265569 -0.06950482  0.02998978 -0.02235663  0.01847679 -0.10251739  0.11512377 -0.11941423  0.09524016  0.17184910 -0.03816572 -0.10571083  0.09097085 -0.14062246  0.27009496 -0.04112607  0.06852712 -0.22367934 -0.08817941 -0.08566228 -0.02678673 -0.06789590 -0.03757028  0.02804601 -0.21815551 -0.14906921 -0.01073379 -0.03973799  0.00465633  0.02327229  0.04664857  0.01968373 -0.39520630  0.12768876 -0.06813500  0.01965666  0.02953990 -0.00438898  0.15933908  0.05818464
  5444143  440     0.15872481 -0.24080434  0.05084966  0.08622041  0.10716921  0.04601467  0.00556050 -0.09742744 -0.20856347  0.03437447  0.00662618 -0.08739987 -0.24911040  0.06114178  0.03594282 -0.07164283  0.38800672 -0.10617492 -0.11798452 -0.04144019  0.14286805  0.09115118 -0.07490520 -0.27763098 -0.14476668  0.14325444  0.01836790  0.05952040 -0.06394324 -0.20238877 -0.07225606 -0.21867270  0.10148144 -0.11804833  0.01845041  0.02829414  0.09217562  0.15114149 -0.11758099 -0.02683932 -0.10364379  0.12453318  0.13715907 -0.08643054  0.00377680 -0.01387195  0.11100054 -0.00606945 -0.01207659 -0.04415383  0.13745425  0.00228420  0.09792798  0.18870824  0.07019046  0.07567741  0.06742777  0.11917013 -0.09568247 -0.02323570 -0.15108541 -0.19022463 -0.07417722 -0.14356251
  5445861  1718   -0.09568903 -0.08186190  0.11229950  0.03063704  0.16890638 -0.03746795 -0.17058362 -0.18226950  0.26360594  0.19271893 -0.08239373 -0.02912941  0.03616678 -0.22137842 -0.02602802  0.04566948 -0.05349792  0.11804100 -0.24497132  0.12715518 -0.05541565  0.12607224  0.08841500 -0.15919809 -0.13552380 -0.20778691  0.12804357  0.17594740  0.08047289  0.02481503 -0.06606110  0.24185851  0.20163625 -0.04000628 -0.15387990  0.04399903  0.11781690  0.05793704  0.14754863  0.07920635 -0.03049766  0.05183384 -0.17951955 -0.00729165 -0.01636709 -0.07090825 -0.22101532 -0.04640206 -0.25763729  0.06842865  0.13318806 -0.06374420 -0.05203925  0.01690460  0.12205087 -0.07073863 -0.10947349  0.09860759 -0.08603384 -0.01898655  0.01215460 -0.10957404 -0.15531422 -0.01392298
  5448397  2536    0.17224091  0.05732122 -0.29569788  0.11742308 -0.12209210 -0.19381065 -0.19205847  0.01084877  0.05458326  0.06477701 -0.17926006  0.20121610 -0.15947862 -0.00640611 -0.16456782  0.08662307  0.06064959 -0.08055576  0.03282432 -0.04330106 -0.00711135 -0.05267492 -0.01830579  0.18723215 -0.07273012 -0.15227839 -0.04766193  0.17944296 -0.04109347 -0.05168921 -0.08043942 -0.06286233  0.07562497 -0.14037813 -0.15907567 -0.05670791  0.02122862 -0.04167046 -0.00867518 -0.09095093  0.06289287 -0.02978917 -0.21517313 -0.00093060  0.39551809  0.00937950 -0.07191269 -0.07735943  0.10868495 -0.12777548 -0.03030838  0.06498590 -0.04199593  0.12024431 -0.06909093  0.04055593  0.06848446  0.07351529 -0.13432583 -0.23847039 -0.19828707  0.09175739  0.17510408  0.06923611
  5448881  484     0.17668023 -0.03845291  0.01249692 -0.27444126  0.15499142 -0.01271517  0.07320972 -0.16182217 -0.15605445 -0.24463128 -0.03843948 -0.18135679  0.00687398  0.04938303 -0.20040868  0.00358548 -0.24428558  0.17679719 -0.06433150  0.00475692  0.01649616 -0.09563806 -0.06810128 -0.09107645 -0.12880825  0.05546093 -0.04778816 -0.27490269  0.07137938 -0.09466643 -0.27556009  0.19932758  0.07863807 -0.00428533 -0.01895320  0.13379381 -0.08262515 -0.10312343  0.03738325  0.05917928  0.06115916 -0.09353213  0.07846159  0.11461268  0.10071121 -0.03931585 -0.02230157 -0.15948762 -0.12383336 -0.04518361 -0.01610132  0.08649534  0.06073312  0.15706351 -0.16252136  0.05906341  0.14287535 -0.09610362 -0.27668899  0.00941996 -0.06727833  0.03499072  0.02978686  0.13284744
  5449968  1087   -0.26201478  0.07308182 -0.02018188 -0.22762081 -0.05342253 -0.08711834  0.03707345 -0.03349346  0.01855457 -0.08592328  0.01208437 -0.06433379  0.05281965 -0.03598719 -0.01073014  0.00989136  0.29722784 -0.00547766 -0.03848148 -0.25014595  0.13332125  0.04358718  0.21383977  0.05376010  0.19644479 -0.17566384 -0.05123144 -0.02800580 -0.30848740  0.15425220 -0.06372802  0.23649093 -0.02054737 -0.14485177  0.09381883  0.27681197 -0.02426010  0.03850211 -0.07136896 -0.07490555  0.04189737  0.01911175  0.05546928  0.02096617 -0.09167960 -0.15220471  0.08378470  0.13117192 -0.04277221 -0.14158273  0.00686131  0.11191082 -0.17630763  0.10553538 -0.09475455 -0.08647998 -0.09064875  0.02080874 -0.04972675 -0.14288133 -0.22111219  0.04961688 -0.10305900 -0.06584855
  5450753  785     0.12691706 -0.11669102  0.20383728 -0.01730069 -0.09996086  0.01184052 -0.09979908 -0.14289823  0.00350934 -0.10579684 -0.00380024  0.24981354 -0.17427614  0.06811291  0.08129704  0.00333103  0.06499474  0.01544461  0.07420294  0.02337800 -0.22508583 -0.07340059  0.13397895  0.04746981  0.17499113 -0.18106590 -0.17697420 -0.12922218 -0.03340608 -0.04357190 -0.03619615 -0.07963712 -0.25238611  0.00582093 -0.15366085  0.05681075  0.01535756 -0.05945102 -0.06739242 -0.03883946  0.02193744  0.10465337 -0.09213517 -0.09535639 -0.26183763  0.03370338 -0.09672239 -0.27268463  0.03047776  0.20567348  0.18626990  0.06240755 -0.11110068 -0.11974766 -0.22412814  0.15725162 -0.01590259  0.17373555 -0.12124720  0.09025585 -0.04862016 -0.10332533 -0.11983252  0.12972748
  5452867  2114   -0.03082776  0.02479911 -0.17324444 -0.01478442 -0.15181638 -0.02400355 -0.06100291 -0.07514880  0.02783179  0.13674967  0.18381444 -0.05724445  0.16247208 -0.01004248  0.25537432  0.01211288  0.16583734  0.08306108 -0.13571639  0.19006100 -0.13121463 -0.05284098 -0.10037618 -0.16069770  0.00012034  0.10473005  0.18647054 -0.14464352 -0.14788028  0.19407907 -0.05791413 -0.11164896 -0.10710134  0.05053327 -0.26130544  0.01850601 -0.04205062  0.16776453  0.27101736 -0.01962384  0.01543307  0.08927320  0.02627260 -0.02965445 -0.02514374  0.18110871 -0.06280912  0.01079572  0.21480760 -0.05820149 -0.16712840  0.17907887 -0.00662470  0.07516128 -0.06944295  0.01977201 -0.02573428 -0.20537470 -0.30565502 -0.07146239  0.03857515 -0.00364035 -0.03175811  0.04419408
  5455657  2790    0.11356070 -0.04961466 -0.17772189 -0.06513191  0.10609116  0.06490538  0.15148128 -0.05190750  0.08277798 -0.18944856  0.13051286 -0.08314267 -0.03376433 -0.01860149  0.22893514  0.04064539  0.02529576  0.06324532  0.09155405 -0.01464631  0.02184470 -0.33562667  0.04246869  0.09300619 -0.11622436  0.11807467 -0.14297168  0.32798244 -0.06326393  0.07893084 -0.12834065  0.17537249 -0.06787812 -0.09888720 -0.14899640  0.05662876  0.26934214  0.10967456 -0.01169290  0.04417381 -0.05100766  0.07206646 -0.03792844 -0.11127387 -0.05526937  0.07073439  0.14722156  0.10282349 -0.08573697 -0.05599806 -0.01555253  0.00761574 -0.08952401 -0.16993473  0.16168924 -0.12177548  0.15910511  0.16168844 -0.03480419  0.10310163  0.09582326 -0.05112806  0.17893677  0.22713908
  5455929  272    -0.00527872  0.01289508 -0.04218444  0.07625862  0.03836921  0.07369421 -0.00399859 -0.00849731  0.13489259  0.05056258 -0.03037096 -0.13498484  0.04890666  0.07791368 -0.15333544  0.15206022  0.26577516  0.03190267 -0.18049400 -0.06717774 -0.04233985  0.15236048  0.27495433  0.09904760  0.02473360  0.12670738 -0.07937237 -0.22812637 -0.00760096 -0.07322114 -0.00106894 -0.02833331 -0.10739271 -0.09031465 -0.10364435 -0.03920642  0.19084660 -0.15387699  0.15635051  0.04622695 -0.13899177 -0.20161715  0.05740217  0.05785249  0.11625801  0.10507678  0.02617762 -0.18450775  0.16251317 -0.05905286  0.03676184 -0.01728290 -0.02678668  0.14549706  0.10179903 -0.16296205  0.18149054  0.14186779  0.16703445  0.19684925  0.18504792  0.20310176 -0.18677336  0.15760517
  5459412  3483   -0.03688257 -0.08965173  0.01116987 -0.08157603 -0.00607498  0.06855602 -0.09524661  0.02519619  0.02216123  0.04015973 -0.18688451 -0.13643101 -0.17757181  0.00699135 -0.11029889  0.09230457 -0.22621321  0.11056336 -0.02664746 -0.12648107  0.22638870 -0.06351243 -0.12117263 -0.16823152  0.04204346 -0.15330804  0.03480906  0.02497493 -0.02265358 -0.03733441 -0.09175151 -0.08899688 -0.41119746 -0.05298710  0.04948495  0.06042161  0.05715189  0.03777269  0.18613012 -0.23871344 -0.28353947  0.01206832 -0.22995426  0.04673530 -0.09746351  0.11557857  0.05873408 -0.01909167  0.04290810 -0.10307844 -0.16220939  0.00710342 -0.14098184  0.03999460  0.07609826  0.06960264 -0.08540006  0.02327435  0.00613041  0.14610826  0.08054991  0.04963567  0.13389157 -0.27224404
  5460674  1262   -0.18375370  0.08853149 -0.03961314  0.04901134 -0.06318433  0.16148524  0.02395750 -0.11514472  0.03568219 -0.14985369 -0.01743658 -0.03636360 -0.10246416  0.11539277  0.02996162 -0.07079597 -0.06959256  0.03473055 -0.27468863 -0.00860801  0.04439681 -0.08133797 -0.25012952  0.02610499  0.19505367 -0.20725502 -0.01068131 -0.07785651 -0.14148596 -0.06964951  0.18069859 -0.20043095  0.17185605 -0.11154953  0.08446827  0.24305860  0.07178255  0.02461247 -0.07838037  0.21722285 -0.02344187  0.12584716  0.07621195  0.08195396  0.21607755 -0.13511437 -0.10190120 -0.08479554  0.10800092  0.17667640  0.07515656  0.08204061 -0.12494591 -0.06721107  0.21498419  0.01637395  0.00888089  0.01228036 -0.09369312 -0.01532299  0.26524255  0.01222075  0.17403314  0.08091549
  5462668  1994    0.06383306  0.16564038  0.15343659  0.02048840  0.02635987 -0.00844968 -0.05339654  0.04554638 -0.09236419  0.06170966  0.00691796  0.22937049  0.07374250 -0.03968166  0.17061915 -0.14198169 -0.23638726  0.11354226 -0.09147043 -0.02686955 -0.00678429 -0.19894493  0.00158682 -0.05319944  0.09931509  0.15619623 -0.11032597 -0.14625478 -0.21598243  0.05234502  0.22782950  0.11543003  0.11280286 -0.11787787 -0.10158592  0.16254885  0.08481201  0.00199720 -0.09618606 -0.03703598 -0.08210315 -0.24335095 -0.06482454 -0.09542568  0.06162217  0.24342686 -0.07489199  0.00308185  0.06621896 -0.23741719  0.12783650 -0.26157204  0.10147275  0.16434635 -0.00713912 -0.03968878  0.05723850  0.16307885 -0.04153592 -0.03459607 -0.00249940 -0.10757618 -0.01886292 -0.23769152
  5465791  3123   -0.12797469 -0.05201896 -0.13330760  0.19885903  0.01523404  0.04844898 -0.14312289 -0.06473550 -0.14563772 -0.18327265  0.23659471 -0.04402301  0.00490693  0.01045079  0.03974804  0.09032057 -0.14273788  0.00307246 -0.24787160  0.01984472  0.03863910  0.00403408  0.12046676  0.04541051  0.11203365  0.01211803 -0.01808991 -0.11696398  0.07479418 -0.06070723 -0.00516425 -0.01164350  0.03440542  0.00439172  0.10832984 -0.13240768  0.18209666  0.39315131 -0.12424071 -0.22767799  0.07006601 -0.03026794 -0.08906935  0.06269435  0.02160738 -0.11952717 -0.12899469 -0.13593023 -0.01439756 -0.02275906 -0.32368650 -0.18023004 -0.00627837 -0.00594586 -0.15033372 -0.10156495 -0.04965518  0.01767645  0.11398383  0.10057669 -0.22007543 -0.13816216  0.00358550  0.14103013
  5471785  5994   -0.18500669  0.01329945  0.22862094  0.02313783  0.23197862  0.22852317 -0.19225140 -0.32911934  0.01612618  0.13219928  0.03732634  0.10245887  0.14177267 -0.03013964 -0.13468595 -0.01891373  0.14487460 -0.04303714  0.01867356 -0.12930880 -0.02126666 -0.24008924 -0.15732145 -0.02992035 -0.02422417  0.10050344 -0.06163772  0.08539805  0.13410000  0.09392310  0.11771453 -0.05317122 -0.17490911 -0.01420091 -0.18457996 -0.12583269 -0.13243516 -0.07267997 -0.07532056 -0.20524697  0.03220807 -0.14772331  0.20980680  0.17655897  0.11214735 -0.12702220  0.06716404  0.15312921 -0.01583707  0.01765752 -0.06024715 -0.10682477 -0.15632866  0.05249915 -0.00566530  0.07361543 -0.04344150  0.06503460 -0.09961318 -0.03255201 -0.02378972  0.02969924  0.09684970  0.14561648
  5477281  5496   -0.11359068 -0.07264465 -0.08979370  0.13171381  0.25193474 -0.06876425 -0.21375695 -0.09791850  0.05853304 -0.03210195  0.03583190  0.00971861 -0.04016225  0.21721556  0.21735005  0.08291421  0.00491873  0.12382815 -0.00812239 -0.03343569  0.16687517  0.18642317 -0.09209249 -0.04026949 -0.00002917 -0.01180572 -0.19157990  0.00325249  0.10511520  0.16431985  0.04511460 -0.14206359  0.19081812 -0.01325591 -0.04575923  0.02388650 -0.26010654 -0.10500755 -0.02926878  0.18181041  0.06158394 -0.06620432 -0.20061965  0.16493896 -0.15115436  0.07541646  0.22615260 -0.06630649  0.00146298 -0.19243181 -0.00550563  0.14883579  0.08644636 -0.20718462 -0.17960014 -0.18515193  0.03416488  0.13613075 -0.05871871  0.09316418 -0.02652754  0.08304145  0.04841207 -0.09135542
  5479012  1731   -0.02599766 -0.34158792 -0.03268995  0.08055818 -0.06346064 -0.14811178  0.05956438 -0.06889126  0.08385735 -0.07120828 -0.12791077 -0.04560887 -0.23055068 -0.08688783 -0.04912566 -0.13941989 -0.13563570 -0.11308775 -0.13902901  0.06060173 -0.11593652  0.12699807 -0.06972459  0.28258116  0.04230990  0.08186930 -0.05748217  0.02491626 -0.05115209  0.15516907  0.03323519  0.04424945 -0.01684237 -0.06511387 -0.00065451 -0.06393581 -0.06164295 -0.00044434  0.02306003  0.09345400  0.04376540  0.01911275  0.27495295  0.20518518 -0.25662186  0.14964684 -0.11891173  0.10510493 -0.05508770 -0.23403334 -0.20724974 -0.03460636 -0.04021699  0.18114507 -0.00453291  0.15944514 -0.00865985  0.18528183  0.02022394 -0.15245087  0.18668840 -0.06869253  0.00899336  0.04950209
  5479111  99      0.03871844  0.04309680  0.17976641  0.02501965 -0.27893396  0.07706904  0.03713346 -0.03206103 -0.07681028  0.10360724 -0.07732161  0.03528255 -0.09441727 -0.00169118 -0.12554949  0.09281389  0.05144553 -0.01763969 -0.07604151  0.25488149 -0.12245036 -0.05203507 -0.05485399 -0.16305169 -0.01933440 -0.07884794 -0.17779895  0.20863254 -0.01479393 -0.22765580  0.02016964  0.16700583  0.05124644  0.09352157 -0.04841785  0.25996831 -0.05457626  0.10249891  0.10132384  0.04746857  0.34975715 -0.05821947  0.03881544  0.04975907  0.01958703 -0.03560649  0.36190623 -0.07161763  0.11657505 -0.12776885 -0.27119787 -0.09582406 -0.05209669 -0.06202704 -0.04058360 -0.08432286 -0.00349485  0.03621187  0.07591858  0.06916634  0.09132307  0.01840905 -0.10622239 -0.05255691
  5484599  5488    0.00306155 -0.12533752 -0.05418075 -0.22727306  0.10551828  0.09556550  0.05028580  0.05854037 -0.03033738  0.12723434 -0.03089754  0.20497722  0.03014355 -0.11568793  0.12773229  0.01084012  0.01653173 -0.27720466 -0.03249407  0.14876736  0.16620577  0.05336819  0.19728279  0.15754640 -0.12404022 -0.08570801 -0.06007445 -0.19635964 -0.07822370  0.01651946  0.09433449  0.07382602  0.05586121  0.04906640 -0.09753633 -0.07288003  0.15057614 -0.06144555  0.05818397  0.18592129 -0.14665703  0.08565997  0.09315404  0.22892055  0.22461024  0.05975110  0.21220252 -0.07161484 -0.04983942  0.12155432 -0.15456743 -0.05491078 -0.14594804 -0.08847529 -0.11733200  0.10630561 -0.09396394 -0.06618248 -0.09541972  0.19436943 -0.08040412 -0.16568072  0.15606226 -0.19215253
  5485115  516     0.08242362 -0.09646205  0.08813158 -0.04321600  0.04750242 -0.20534680 -0.11501137 -0.04351020 -0.08249094 -0.17696873  0.03628757 -0.01044127  0.02719857 -0.12601456  0.10319797  0.14550046 -0.08657141 -0.11249167  0.13261854  0.00753470 -0.14356117  0.12041884  0.01156392 -0.18883476  0.00059544 -0.04016442 -0.08948708 -0.02930415 -0.10949337 -0.08471150  0.04534769 -0.08147553 -0.11350624 -0.05786554  0.14396135 -0.19586973  0.03938575  0.01676496 -0.11915038 -0.05576191  0.17210777  0.02344595  0.21365986 -0.02297434  0.24141637  0.19071688 -0.12919642  0.02278242 -0.13519620 -0.10036350  0.01102536  0.03676997 -0.25909957 -0.16742609  0.17015539 -0.30855447 -0.07780220 -0.00948808 -0.21509061  0.03154280  0.09572668  0.22661479 -0.11272992 -0.14576569
