# Shadow tomography log started 2019-12-30 18:49:40
# Dimension = 4
# True state = (-0.10347576  0.40046587  0.27090373 -0.62819040 -0.17220832  0.44102396 -0.00859407 -0.36969738)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3
  24991317 35102  -0.05207858 -0.28896619  0.30417456  0.54447819 -0.50437753 -0.09513556  0.01743653 -0.51093659
  25120037 128720  0.01745838  0.07988623 -0.13974342 -0.28107013  0.37166400 -0.29722788 -0.32026666 -0.75215389
  25122972 2935   -0.60607820 -0.38905158  0.17707331 -0.33233666 -0.02709629 -0.53429872  0.16164705  0.16482222
  25133809 10837  -0.29411282 -0.54945927 -0.60881928  0.00540038  0.00280932  0.47313504 -0.07140067 -0.10926742
  25158564 24755   0.21788481  0.22532042  0.13754254 -0.57355824 -0.41182915 -0.37039227 -0.34148396  0.36119930
  25163115 4551    0.21349692 -0.04878965 -0.20233488 -0.00227835 -0.49294253 -0.16042927 -0.05116152 -0.79984164
  25163735 620    -0.82319283  0.35119477 -0.08252068  0.03664383 -0.42373118  0.05616398  0.08711130  0.02392667
  25308175 144440 -0.12200119  0.19474872 -0.75988539 -0.15996926  0.43410325 -0.23092921 -0.31561319 -0.05279259
  25318130 9955   -0.54593219 -0.03508855  0.09867165  0.56711099  0.57453899 -0.09959106 -0.07900842  0.15205298
  25346725 28595  -0.45349162 -0.27885587  0.08554933 -0.19712903 -0.18938471 -0.27090042 -0.35546370 -0.65939227
  25393413 46688  -0.21511849 -0.30841066  0.26029007 -0.71263277  0.34562418  0.09101041 -0.00999428  0.39391835
  25496468 103055 -0.35902241  0.38343370  0.19472501 -0.09463759 -0.00497667  0.65036085  0.37945847 -0.33200101
  25605735 109267 -0.08128901  0.44855651 -0.11734867  0.29921063  0.07145827 -0.57541098 -0.34348157 -0.48446648
  25613274 7539    0.29703930 -0.02059752  0.58997980 -0.32978075  0.49518198 -0.43430542  0.10308868  0.10029065
  25624219 10945   0.37497063 -0.68850669 -0.16533508  0.53283507  0.12840373 -0.20521808  0.05839318 -0.10997689
  25674955 50736  -0.29792608  0.01132081 -0.34181453  0.10855734  0.26157618 -0.32085113 -0.18331698  0.75994563
  25725013 50058   0.44448943  0.67123889 -0.05314625  0.03163189 -0.42408437 -0.29665577  0.25155593  0.13003774
  25784844 59831   0.04116031 -0.22721942  0.56418600  0.12797563 -0.38224736 -0.40996159 -0.53811918  0.09077309
  25789450 4606    0.06625880  0.46604152 -0.04328758  0.15071138  0.02662184  0.56529889 -0.65732536 -0.03845973
  25858586 69136  -0.23928156  0.14037117  0.57297354  0.55552217 -0.00469627  0.31252623  0.43024537  0.05771429
  25880249 21663   0.07949081 -0.00314111 -0.67784113  0.54133407  0.22061989  0.23155684  0.02214572  0.37199199
  25980902 100653  0.04773944 -0.22569428 -0.07103282  0.06321876 -0.50639309  0.53376585  0.55436098 -0.29847064
  26015825 34923  -0.21924771 -0.70288406 -0.09787939 -0.35586607  0.39832313 -0.11155059  0.33626404  0.19361058
  26048622 32797   0.44202442  0.45050332 -0.17813036 -0.26550912  0.41721701 -0.10579920  0.50625165 -0.24058557
  26168198 119576  0.29464529  0.06082183  0.53968875  0.48417704 -0.51114376  0.34657560 -0.01566062  0.04653673
  26195208 27010   0.70344334  0.22312282  0.26023573 -0.15780731  0.22350835 -0.52106243 -0.05182132  0.19649531
  26214408 19200   0.38620033 -0.21967848 -0.15843281  0.31295098  0.31812915  0.09568267  0.20610166 -0.72574939
  26231699 17291  -0.22150098 -0.34408796  0.21787412  0.45953723  0.37994940 -0.20599151  0.46856084  0.40933346
  26321371 89672   0.34346246  0.09340942 -0.20579362  0.20531349  0.52362239 -0.13911734 -0.56975187 -0.41310089
  26321882 511    -0.03718991 -0.61540443 -0.22144807  0.26478559  0.03278335 -0.37617176  0.45551161 -0.38816603
  26375468 53586   0.23182997  0.19085120 -0.62692699 -0.18033911 -0.63942955 -0.22093700 -0.13611819 -0.08977507
  26408208 32740   0.61734996  0.14802776  0.59910424  0.10889973 -0.31360633 -0.08862152  0.17107184 -0.30118678
  26519603 111395 -0.39034782 -0.26086662  0.15624495 -0.10478673  0.65346283  0.35373624  0.42132660  0.12052113
  26536794 17191  -0.21677334  0.64387320  0.02012220  0.46782046  0.23030035  0.18778714 -0.31253583  0.36495867
  26596061 59267   0.30623305  0.14167492  0.18890440 -0.44314216  0.33866706  0.35687023 -0.53021238 -0.36181871
  26601363 5302    0.13657850  0.43070832 -0.58451336 -0.41428330 -0.11936886  0.32133173  0.38641465  0.12542265
  26672953 71590  -0.52152312 -0.11854544  0.30784066 -0.40454693 -0.52624600  0.17913638  0.24159489 -0.29689011
  26713010 40057  -0.11554542 -0.59027745 -0.10720668 -0.30701670  0.35090919  0.43733621  0.08727720  0.45875018
  26755715 42705   0.01419903  0.54583057  0.08267844 -0.03998841 -0.23104455  0.11611854  0.38602312  0.69105256
  26788178 32463   0.12348409  0.19698086  0.49609812 -0.61747489  0.43510772 -0.34697443 -0.09403237  0.00309400
  26817338 29160  -0.33631387  0.00672064  0.34201615 -0.03036565  0.11807480 -0.41977588 -0.51092616  0.56369469
  26826721 9383   -0.28782390  0.65919972  0.20587685  0.61458690 -0.15998479  0.01327325  0.04634195 -0.18598900
  26942358 115637 -0.33710480 -0.19735231  0.42830103  0.03528666  0.36531958  0.59243369  0.35456408  0.22928963
  26968455 26097  -0.22927529  0.40534702 -0.34989624 -0.39355590 -0.02699441  0.54672706 -0.45089085  0.05358430
  26991347 22892  -0.02935252  0.14081854 -0.38256592 -0.79742079 -0.09496782 -0.30914265  0.25458451  0.16634491
  27089372 98025   0.09187117 -0.49942153  0.03461740 -0.14305844  0.39525037  0.31982291  0.61526958 -0.28880364
  27133731 44359   0.71118652  0.25378029 -0.04942181  0.09678815  0.51690217 -0.37804610 -0.04610361 -0.07593809
  27146398 12667  -0.07315090  0.38197466  0.39322685  0.17222516 -0.32886437 -0.34444726  0.57891139 -0.32018957
  27162852 16454  -0.64013471  0.42665496  0.16148157 -0.35291468 -0.29586273 -0.25799261 -0.22537263 -0.22952182
  27228853 66001  -0.11801070  0.40120497 -0.00006765  0.22166834  0.79194798 -0.22559244 -0.23922645  0.20166396
  27302854 74001   0.36973086  0.03959865 -0.15431927 -0.41744604  0.31690560 -0.14526274  0.06509193 -0.73340850
  27319918 17064   0.20690247 -0.22852474  0.56116476 -0.53596320  0.14394294  0.15994223 -0.42752452  0.27152729
  27335196 15278   0.44614110 -0.43646801  0.26122299 -0.42961400  0.12303368 -0.34648541  0.15417675 -0.44574460
  27344245 9049   -0.59977050 -0.36971678  0.31257491  0.20606838  0.48575451 -0.26885881  0.17954457  0.15145576
  27396008 51763   0.08003201  0.06498642 -0.56366837  0.52947937  0.10330911 -0.38782840  0.25655193 -0.40546107
  27509777 113769 -0.29305830  0.13239000  0.07559895 -0.05693402  0.25107212  0.57658236  0.00329129 -0.70152532
  27615189 105412 -0.14460593 -0.10021616 -0.69683931 -0.09556505  0.57246316  0.20296345 -0.20495654 -0.25181884
  27654616 39427   0.56619070 -0.44225490 -0.05328069  0.45528426 -0.10862586  0.44978327 -0.21485006  0.11597841
  27660216 5600    0.26835258 -0.35027926  0.17301823  0.03017899  0.07912488 -0.42220919  0.11547014 -0.75933560
  27676726 16510   0.43009152 -0.27054975 -0.11660951 -0.50071534  0.16767795 -0.45205084 -0.11275621  0.48200692
  27732331 55605  -0.47097305  0.08711622  0.37847749  0.36911631 -0.52693881 -0.28937533 -0.35754752  0.04313086
  27753058 20727   0.04584323  0.29613735  0.58891794 -0.03673568  0.65770166 -0.34852530 -0.08895242  0.00856249
  27811594 58536   0.28405736  0.10447310  0.20081212  0.44844108 -0.20619581 -0.16659099  0.77108400  0.04617448
  27867572 55978  -0.69763216  0.32015994 -0.18113100 -0.31321038  0.05801068 -0.10450612  0.45083482 -0.24971785
  27908315 40743  -0.14477119 -0.58321135 -0.10365675  0.24562681 -0.07416905 -0.34350050 -0.66658369 -0.00105454
  27992068 83753  -0.26400902 -0.05948560  0.03048124 -0.50217100  0.74994475  0.11193483 -0.22187701  0.22244088
  28026057 33989   0.69790506  0.15299776  0.02122075 -0.24041046 -0.16816430  0.01359111 -0.36643551  0.51820243
  28036569 10512   0.00396092  0.23488515 -0.55538116  0.55598759  0.24933482  0.45926901 -0.17977416  0.14774379
  28081933 45364   0.42162856  0.66373284  0.27209676  0.02738861 -0.49472804 -0.16315508  0.17891383  0.05929353
  28145805 63872   0.06196141 -0.23534683 -0.42892832  0.48008827 -0.26971605  0.04837149  0.43439691  0.51236820
  28183303 37498   0.02977165 -0.01866086  0.58814017  0.05783207  0.24498018  0.29399965 -0.18559391  0.68455520
  28218058 34755   0.12070435 -0.55376585  0.38861373  0.10234705 -0.23724487 -0.67141777 -0.09957659 -0.01660864
  28220981 2923   -0.19384383  0.00265998 -0.77246535  0.15144381 -0.32877165  0.05516243  0.47916265 -0.04526602
  28226833 5852   -0.57793466 -0.66548310 -0.00572861  0.06148118 -0.04801537 -0.20677814 -0.29574434 -0.29459063
  28353235 126402  0.01274188  0.42724736 -0.22714838 -0.25525388  0.24664055 -0.49966082 -0.11398834 -0.61405257
  28396747 43512   0.03756461 -0.03778244 -0.36912257 -0.35149239  0.20260155  0.70161510 -0.42483171 -0.15352492
  28404660 7913   -0.05003536 -0.21607237  0.17880830  0.55827260  0.46990289  0.38006599 -0.33217102 -0.36272858
  28430717 26057   0.31097261  0.12373813  0.63169213 -0.14829202 -0.50331616  0.10818510 -0.17093626 -0.41558280
  28468891 38174  -0.35035328  0.48264459 -0.18559314  0.24918184 -0.38545207  0.18678911 -0.54862423  0.25163140
  28576734 107843  0.51678313  0.46479681 -0.35719210 -0.10588310  0.31291294 -0.29720695 -0.31091941 -0.30851959
  28596319 19585  -0.12632058  0.60694818 -0.26417085 -0.02797704 -0.01303245  0.69379171 -0.20257791 -0.15011153
  28614827 18508   0.37350966  0.28622134  0.23394072  0.25043848 -0.32792857 -0.29927284 -0.24904638 -0.63403052
  28729542 114715  0.18854960 -0.05699295 -0.14557411  0.69424163 -0.47214877  0.20203523  0.26942415  0.34886319
  28748027 18485  -0.52527007  0.28198777  0.40862457  0.37662455  0.09996544 -0.21827975 -0.41117139  0.33023190
  28768051 20024   0.00772658  0.09178190  0.06205892  0.54637587  0.70653138  0.41643586  0.12488007 -0.03062733
  28793361 25310  -0.34810105 -0.03724367 -0.27824652 -0.25282373  0.38634081 -0.11404092 -0.34701785  0.67335849
  28834614 41253  -0.19388950 -0.87869032  0.11176859  0.06655455 -0.01673508  0.01396054  0.39271861  0.13669523
  28925599 90985   0.04515349  0.23922016  0.59331690 -0.43282152 -0.02790541  0.40481645  0.31839505  0.36789262
  28975248 49649  -0.10059641 -0.13660792 -0.39409652 -0.00939845  0.52986724 -0.52061982  0.50150231 -0.11184535
  29011105 35857  -0.40438274 -0.11384558  0.22016416  0.46824729  0.18083370 -0.27394435 -0.26910294  0.61288113
  29036383 25278  -0.70805901  0.50992611 -0.36086349 -0.06536552  0.05268318  0.29529939 -0.05995557 -0.10276560
  29094147 57764  -0.16615245  0.07585233  0.63133631 -0.20926342  0.48991075 -0.10227206 -0.24711655 -0.46122051
  29242770 148623 -0.24890006 -0.10568231 -0.18337951 -0.35320222  0.68595848 -0.22616033 -0.44350017 -0.22387547
  29261019 18249   0.35820916  0.15870872 -0.78792387  0.21219240  0.14852650  0.39424278 -0.02907758 -0.04811547
  29275734 14715   0.17862698 -0.62919910 -0.13465355 -0.33318669  0.08828765  0.05736057  0.15568283  0.63854042
  29284370 8636    0.56921709 -0.14686918 -0.08620620 -0.19797487 -0.04806412 -0.53612488  0.33640096 -0.45264794
  29328246 43876  -0.45474646  0.24262383 -0.67265546  0.36728364  0.08424516 -0.19953739  0.23489040 -0.21187444
  29372648 44402  -0.02393610 -0.15087186  0.35117889 -0.05288707  0.59014012 -0.59065341  0.16335815 -0.35597526
  29427800 55152   0.17712559  0.33257954 -0.00292128 -0.41170011 -0.12528131  0.31862337  0.34269316 -0.67368910
  29466908 39108  -0.07685373  0.75040986  0.00634797 -0.34200568  0.36787564 -0.05832690 -0.24873227  0.33670180
  29482929 16021   0.01549035 -0.53402212 -0.27289533 -0.34046169 -0.25276953 -0.21801697  0.58030682  0.27570737
  29529197 46268  -0.26516084 -0.09678357 -0.17819858 -0.52218743 -0.27883791 -0.33521167 -0.61196650 -0.22642390
  29627543 98346   0.21909727 -0.10381963 -0.60712886 -0.23017133  0.66491851  0.22663224 -0.08053592 -0.14024527
  29656963 29420  -0.40686163  0.64076874 -0.04191581 -0.28607395  0.28780807 -0.34949454  0.33711136  0.14717273
  29779023 122060  0.20046056  0.52519197 -0.42632233  0.11163784  0.29753329 -0.21665043 -0.31006969 -0.50810289
  29795539 16516   0.73542483 -0.27562810  0.00608593 -0.40266271  0.35808450  0.07941271  0.28169084 -0.08440709
  29812675 17136   0.08439786 -0.04249200  0.33223263  0.62258602  0.00014496 -0.16429980  0.54299521 -0.41381314
  29827608 14933   0.17439010  0.16681712 -0.21717274 -0.31377716 -0.74352766 -0.38752784  0.29064883 -0.09301661
  29883698 56090  -0.01870524  0.40346852 -0.32150387  0.08249600 -0.57654310  0.21348324 -0.50337516  0.30875452
  29895078 11380  -0.09896067  0.62365686 -0.05470304  0.43639740 -0.12389370 -0.28935198  0.53311220 -0.15665551
  29899877 4799    0.33615335 -0.21732288 -0.56190819 -0.39067111 -0.36344085  0.02218848  0.48105461 -0.08609211
  30024865 124988  0.37916455  0.36623504 -0.46751264 -0.09727158  0.61713266 -0.09754201 -0.28175240 -0.15596388
  30028933 4068    0.26994487  0.50965671  0.64139490  0.04587614 -0.00321666 -0.26345831  0.33361631 -0.27049454
  30116320 87387   0.24041306  0.07258662 -0.12525364 -0.19288496 -0.09344379  0.64124553  0.64506004  0.21911103
  30193528 77208  -0.22257789 -0.70061488  0.63187625 -0.00309864  0.02635861  0.04757275  0.19100311  0.14450105
  30214341 20813   0.04089504  0.24947550  0.34865941 -0.11302346  0.48394338  0.52296526 -0.51591005  0.16701750
  30237846 23505  -0.08948137  0.08994138 -0.41079830 -0.27141920 -0.04296646  0.48996728  0.47197296  0.52612496
  30280493 42647  -0.68164918 -0.37436737  0.03992408  0.17404853  0.16889031  0.49554218 -0.26183552 -0.14378045
  30363624 83131  -0.30163221 -0.05621522  0.55007374 -0.44591789 -0.10671013 -0.09092661  0.55938511 -0.26808127
  30405404 41780   0.51361667  0.14547466  0.46088162 -0.10887513  0.23865002  0.63827222 -0.13930307 -0.08377811
  30427199 21795   0.50281497 -0.47751414 -0.52145240  0.47910680  0.02777288  0.03662464  0.06479729 -0.10672408
  30557121 129922 -0.23757941  0.11932355 -0.32171685 -0.01013570  0.18236982 -0.53320150 -0.46202736 -0.54284581
  30578968 21847   0.08146026  0.06483121  0.00730312  0.01355029  0.54730066  0.57355492 -0.59220547  0.09855771
  30580640 1672   -0.64529323 -0.14571565 -0.62194689 -0.08879599 -0.09155187  0.20842196  0.05862812  0.33526442
  30585473 4833    0.10731487  0.56906405 -0.02914495 -0.48110868 -0.42458885  0.23879788 -0.41073701  0.16226407
  30644316 58843  -0.46784577 -0.10783050 -0.63366033  0.21713999 -0.20998569 -0.26329425 -0.27302389  0.36449669
  30715176 70860   0.07680554 -0.39597819  0.04591514 -0.31202078 -0.65847100 -0.11687074  0.51247054  0.16723674
  30755314 40138  -0.44287286  0.27442369 -0.01203239 -0.46840140  0.44611044 -0.05499704  0.44907098  0.32450990
  30761735 6421   -0.01992487  0.07668641 -0.39916880 -0.12426934 -0.45043340  0.41386505 -0.18023163 -0.64209472
  30813550 51815   0.19409520 -0.67702208  0.46824043 -0.06200240  0.24519288  0.14190960  0.00488038 -0.44787617
  30904492 90942  -0.02546212 -0.00161476 -0.55546758  0.16806852  0.59876876 -0.28524995  0.29031125 -0.37200220
  30939967 35475  -0.51140815 -0.48528458 -0.17566056  0.48423147 -0.24588695  0.21263968  0.30496393  0.19734437
  31042851 102884 -0.13132553 -0.34997654 -0.09259597  0.15797243 -0.74658287  0.41717686  0.07871537  0.29853325
  31070867 28016   0.14506195  0.86060094  0.09216084  0.15015437 -0.23370147  0.11793173 -0.18731295  0.32198242
  31096809 25942  -0.21091793 -0.04185526  0.38121526 -0.79681645 -0.00220807  0.01173114 -0.10332311  0.40336344
  31120757 23948   0.12283486  0.19304515  0.14743469 -0.36531113 -0.41623577  0.16327434  0.06547439 -0.76698001
  31205117 84360  -0.17523900 -0.06122210 -0.04027050 -0.74268815  0.02756224 -0.30643880 -0.15708414 -0.54129096
  31244123 39006   0.07985003  0.63232721  0.09773686 -0.08979860  0.30997714  0.60844192 -0.22279886 -0.24544502
  31273315 29192   0.05218070  0.13584970 -0.07537444 -0.63800375 -0.13277840  0.21304120  0.33913411  0.62294730
  31314193 40878  -0.00830457  0.73354106  0.04726178  0.11921639 -0.07883766 -0.60812511  0.26285899  0.01661161
  31321009 6816    0.06555281  0.00273462  0.43476254  0.43140652  0.07762226 -0.05582925  0.07648286 -0.77818607
  31344914 23905   0.33116771 -0.18215441  0.61049339  0.04652644  0.43122436 -0.08995803  0.26087444  0.46923178
  31372081 27167  -0.21383260  0.78010163  0.32223212 -0.31529384 -0.02566182  0.26852328  0.26396028 -0.00591678
  31491442 119361 -0.31457362 -0.31560034 -0.09685507 -0.19333497  0.58868742  0.61440608 -0.00652996 -0.17490054
  31530126 38684  -0.20438922 -0.39674161  0.81671917  0.08308484 -0.24229743 -0.21520141 -0.00600072 -0.14775707
  31556131 26005  -0.47969078 -0.05182362  0.14779151  0.19144806  0.37316891  0.32662104  0.25886456  0.62910189
  31619910 63779  -0.39699899  0.43270009  0.08415749  0.30599495  0.28691058 -0.14098026 -0.63730037 -0.21471416
  31677721 57811   0.26812902 -0.38897490  0.10506414 -0.39473808  0.73247454 -0.10164598 -0.25096939 -0.01059407
  31729085 51364  -0.03399565  0.15636224  0.11775321  0.65078808  0.27361514 -0.61043759 -0.05224877 -0.29457590
  31752004 22919  -0.31982033 -0.12893102  0.05049743  0.05126382 -0.01493733 -0.36001410  0.40691700  0.76190489
  31796464 44460  -0.38032550  0.68407717 -0.40101742 -0.06565388 -0.24251372 -0.09340250 -0.36929746  0.13545476
  31832766 36302   0.34889726  0.34806399  0.09435143 -0.61919584  0.45555136 -0.38419195  0.09705462  0.01632165
  31919171 86405  -0.24470729 -0.41960140 -0.30872501 -0.11268918  0.17278093  0.31983345  0.33683212 -0.64065627
  31927833 8662    0.07321176 -0.81469394  0.04129044  0.03781425  0.19681140 -0.44919956 -0.22771168  0.18817926
  31965501 37668   0.02180772  0.28349646 -0.31621609  0.04999263  0.38628589 -0.62513643  0.52566551  0.01804789
  32010069 44568   0.08878801  0.07897914 -0.50255783 -0.73061545 -0.22874830 -0.18708346 -0.33196772 -0.04457691
  32118349 108280  0.12552174 -0.01198361 -0.61696445 -0.04985410 -0.45904476 -0.49936376 -0.20942870  0.31148594
  32182679 64330   0.06062256 -0.10753970  0.69707667  0.32363489 -0.23514236 -0.44345262 -0.36283861  0.10252159
  32190944 8265    0.77696812  0.51983104  0.08057704  0.00515434  0.08097365  0.20414380 -0.09645098  0.24908392
  32192416 1472   -0.28267468 -0.12268687 -0.06784142  0.12285081  0.45395829  0.18347217 -0.34501745  0.72565210
  32212435 20019   0.38850821  0.15262168 -0.50419569  0.18939164 -0.15138299  0.63602863  0.11447465  0.30843448
  32252308 39873   0.55633971 -0.17870994  0.49001761  0.10782639 -0.45818211  0.15802625 -0.23664172 -0.34044476
  32330403 78095  -0.28332824  0.28598285  0.64178796  0.13372923 -0.16397165  0.24584049  0.28654623  0.48860069
  32373541 43138   0.18718689  0.53592616  0.16073039  0.05063767  0.49597259  0.06583745 -0.62764642  0.07129079
  32385728 12187  -0.49982677 -0.73890449 -0.21290721  0.11836457  0.25909594 -0.15304735  0.20937502 -0.10228203
  32419538 33810   0.25032594 -0.12550922  0.26167810 -0.29354917  0.09403085 -0.49504595 -0.22389633 -0.68036457
  32468103 48565   0.07003451  0.06167436  0.01649100  0.38257168  0.66489562 -0.07853145 -0.59664435  0.20104861
  32557932 89829   0.31419807 -0.13545751 -0.12430906  0.78989114 -0.42433639 -0.16498110  0.01069077 -0.19014639
  32630108 72176  -0.42280983  0.23710289  0.42402274  0.29370261 -0.50567185  0.47963530 -0.02782304  0.11148717
  32646903 16795  -0.03726785 -0.03226212  0.53234725  0.04686154  0.12124633 -0.23314856 -0.30126420 -0.74307579
  32726766 79863   0.61329937 -0.55287738  0.45445060  0.08175092 -0.17669079  0.12343609  0.04722850  0.23726629
  32734743 7977    0.14594810 -0.24387286 -0.46331898  0.14311134  0.00050685  0.63145124 -0.39796994 -0.35632688
  32772569 37826   0.48066922  0.68639637  0.01247311 -0.13267854  0.07386621 -0.11244536 -0.49052706  0.14608551
  32787098 14529  -0.11317807  0.09517714 -0.22674959  0.18999703  0.43862954  0.72826369 -0.01382518  0.40946645
  32804373 17275  -0.34571409  0.06247358 -0.01679098 -0.77257033  0.08183413 -0.17551561  0.14931956  0.46865027
  32903830 99457   0.03091776  0.38932258  0.51695961  0.17416224 -0.43006675  0.19150973  0.51012843  0.26082158
  32916285 12455   0.39909720  0.31199089  0.00347797 -0.48330246 -0.23156078 -0.28702581  0.04379860 -0.60980917
  32932102 15817   0.10027665 -0.80462922  0.28853696 -0.32753673  0.13159989 -0.32753276  0.16254659  0.03106261
  32941180 9078    0.09030944 -0.18732910 -0.49918828  0.53836227  0.19424337 -0.24929590  0.40354946 -0.39369790
  33082247 141067  0.18408558  0.09361640 -0.07448589  0.17692295 -0.58840050 -0.54157684  0.12524229  0.51506538
  33132972 50725  -0.21791745  0.51577151 -0.29133435  0.31809063  0.34553274  0.39201498 -0.17844553 -0.44217978
  33155777 22805  -0.62169116 -0.09404524  0.43377042  0.42243824  0.08316779  0.16482149 -0.05531886  0.44822045
  33218415 62638  -0.13017174 -0.24756825 -0.25833249 -0.51179599  0.66784599  0.13967196 -0.19254750  0.30082123
  33257735 39320   0.03855350 -0.45981108  0.28429455  0.19451892  0.46716358 -0.09528922  0.43828236 -0.49901214
  33262556 4821   -0.05192981  0.05789080  0.69919885 -0.13790572  0.23758707 -0.21642047 -0.59610745  0.16560615
  33392004 129448  0.21166210 -0.03649449 -0.14435696  0.61164245 -0.22743717  0.03170225 -0.24990170  0.66613687
  33426913 34909   0.17245723  0.63032538 -0.02666281  0.22736849  0.40543999 -0.50197230  0.31929151  0.04728882
  33447382 20469   0.49891972  0.52138929  0.10726484 -0.18233069 -0.03945069  0.65273864 -0.08154598 -0.01443136
  33465173 17791  -0.17068022 -0.11072886  0.53971456 -0.29457757  0.14308194 -0.46372671  0.55864456  0.18149650
  33571041 105868  0.45885306 -0.58476012  0.26160024 -0.10341482 -0.45229900  0.37871748  0.14175488  0.01686433
  33616719 45678  -0.28742131  0.39485364 -0.02922666  0.27289406 -0.29529603  0.47974193  0.56051274  0.23372556
  33623292 6573   -0.40475882  0.06137387  0.62720719  0.27219240 -0.31480004  0.00571376 -0.37288761 -0.35601839
  33692443 69151   0.57011836 -0.47005777  0.38408867  0.04908282 -0.11118200 -0.18109481 -0.14013741  0.48916486
  33716908 24465   0.15324456 -0.63877048 -0.18914101  0.14947233  0.23294702  0.14071889 -0.22914459 -0.61951491
  33724902 7994   -0.09285679 -0.07786762 -0.00854543  0.73661412  0.33055363 -0.19261664  0.53046496  0.12198732
  33818283 93381   0.02324485  0.08528220  0.40925740 -0.28598158  0.78155976  0.35153176  0.04205784  0.08203927
  33850795 32512  -0.39531555  0.48600309  0.18369601  0.04228728 -0.47445239 -0.00776597  0.48877586  0.32852239
  33867068 16273  -0.05710457 -0.12601597 -0.10758938 -0.94862650 -0.16608269  0.04655191 -0.08107671  0.18184431
  33968741 101673  0.06066658 -0.52051752  0.08592317  0.20679159 -0.45177711  0.65860132 -0.03891158  0.18937571
  33986569 17828  -0.46306465 -0.31517910 -0.03436551 -0.04090606 -0.28474137 -0.16170399  0.17309671 -0.73904714
  33987401 832     0.04046632 -0.55927854 -0.55952455  0.25840199 -0.02825587 -0.20077232  0.41508095 -0.30385945
  34002312 14911   0.38458678 -0.08823479 -0.17815388 -0.30924473 -0.17207932  0.34989797 -0.47367239 -0.58355043
  34008883 6571   -0.05676569  0.62727253 -0.54685608  0.31200116  0.03795696  0.43232113  0.13608968  0.00691624
  34156805 147922 -0.15956775 -0.32821118  0.29753099 -0.08870508  0.22312268  0.75413936  0.38871616 -0.02849763
  34206948 50143  -0.10060465  0.36920534  0.16391787  0.07224924  0.46141561 -0.75488490  0.18295395 -0.07245260
  34231247 24299  -0.49886021 -0.03124155  0.36973554 -0.51588699 -0.21094669 -0.05306626  0.17921483  0.51757725
  34280933 49686  -0.29360138  0.28832275  0.42583916 -0.23060010  0.02675278  0.24262477 -0.35407987 -0.64124705
  34339032 58099   0.54610039 -0.36901378  0.31551097 -0.48062945  0.32666551  0.06030789  0.31033813 -0.16850582
  34344594 5562    0.20868523 -0.53581517 -0.61074989  0.17407626 -0.12599341  0.21502378  0.42070104 -0.16412088
  34396835 52241   0.21343668 -0.50508541  0.35598964 -0.01826753 -0.45318765  0.34238951 -0.47480730  0.15562644
  34473942 77107  -0.19955548 -0.44054739 -0.14785461 -0.53311388  0.12252098 -0.49657554 -0.29564727 -0.33319401
  34527917 53975   0.25195638  0.26702001 -0.38700555 -0.11736697  0.35508517  0.47707093 -0.53369712 -0.25130704
  34617472 89555  -0.30735804  0.22422634  0.23601255 -0.82847115  0.11608039  0.21580496 -0.20398854 -0.10737524
  34619029 1557   -0.69244508  0.51098521 -0.15455810  0.43161987  0.00615657  0.19264256 -0.07952943 -0.07586843
  34675819 56790   0.07019982  0.20307351 -0.04848676 -0.07801711 -0.81814005 -0.34276655 -0.35241577 -0.18535526
  34717227 41408   0.20049348 -0.16823498 -0.11249290  0.16327098  0.27221129  0.20460563 -0.54419916 -0.69287236
  34728072 10845   0.34898733  0.56123492 -0.22301306 -0.29338558  0.17004820  0.56573159 -0.27611372 -0.04696676
  34742316 14244  -0.07659572  0.34964730  0.66137001 -0.08954123  0.56085052 -0.31184308 -0.12054749  0.01099194
  34864495 122179 -0.25733632  0.52539060 -0.42028391  0.40508859 -0.08298679 -0.39443543 -0.25802431  0.29658852
  34889102 24607   0.09464352 -0.28963495  0.26883211  0.07586909 -0.27334311  0.04527025 -0.86070697  0.10744787
  34936751 47649  -0.23995277 -0.52080202 -0.29267137 -0.11357387 -0.55460962 -0.32872710  0.02671300  0.39530425
  34942344 5593   -0.37439519 -0.03709833  0.02109007 -0.06063903  0.56807555  0.18694541 -0.16333714  0.68556009
  35056008 113664 -0.00725423  0.57574486 -0.20132947  0.41995208 -0.23293074 -0.26924102 -0.52951364  0.21080742
  35060845 4837   -0.19582250 -0.39969821  0.34018714  0.75146654  0.17992655 -0.25993696  0.03062197 -0.14348219
  35172222 111377  0.26572443 -0.28731383  0.33641143 -0.28330914 -0.45112616  0.14581740  0.45681194  0.46898816
  35201911 29689   0.71515691  0.01378023 -0.64379689  0.07027656 -0.19063800 -0.06448246  0.08946808 -0.14297589
  35207215 5304    0.05103340 -0.24611201 -0.16128598 -0.49881358 -0.04853204  0.34771581 -0.71297772  0.17434863
  35242776 35561  -0.51809843 -0.06000404 -0.33501921 -0.00916649 -0.70881229 -0.33021983 -0.05523116 -0.03378114
  35357257 114481 -0.27974067  0.16732215 -0.02477422 -0.64717089  0.23160595 -0.18775660 -0.37572687 -0.49420642
  35384354 27097  -0.56869113  0.17733665 -0.32983487  0.21055134  0.57267156 -0.13070883  0.33531405  0.18586602
  35410505 26151  -0.60249562 -0.22858246  0.37507555  0.15613303 -0.34771632 -0.36092922 -0.31964438  0.25756711
