# Shadow tomography log started 2019-12-30 18:49:40
# Dimension = 4
# True state = (-0.10347576  0.40046587  0.27090373 -0.62819040 -0.17220832  0.44102396 -0.00859407 -0.36969738)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3
  271698355 27153  -0.04172018 -0.59034118 -0.37535074 -0.46316739  0.12110579  0.46478811 -0.24456620  0.06194581
  271776249 77894  -0.02047082  0.04459077 -0.51318343  0.20951742 -0.60645470 -0.22459243 -0.48748190 -0.18566140
  271789619 13370   0.16121427  0.31426623  0.46673997 -0.49452193 -0.04886675 -0.48101734 -0.33332626 -0.26072309
  271888304 98685  -0.41377415 -0.12815411  0.11375628 -0.46844160 -0.38041666  0.23007148  0.51944606 -0.33543334
  271917454 29150  -0.41016129 -0.56367757  0.14843542 -0.30509543  0.41421991  0.13190986 -0.43440215  0.14572389
  271954760 37306   0.44711629  0.04167142 -0.05788523 -0.43215373  0.60505836  0.11623546  0.46159532  0.12476549
  271958691 3931    0.24615410 -0.01486869 -0.24786879  0.29051716 -0.11515300 -0.23081817  0.76017031 -0.38594272
  271965523 6832   -0.80363922 -0.34609015  0.04761288 -0.16077675 -0.08885375 -0.40733086  0.17742558 -0.03124436
  272006033 40510   0.29813784 -0.15322210 -0.53620941 -0.50406645 -0.28459012 -0.38502618 -0.31226659 -0.13887465
  272125697 119664 -0.22153808 -0.11013804 -0.43856797 -0.30347867  0.44157901  0.57915509  0.11667223 -0.33215097
  272196090 70393  -0.14015547 -0.08577005  0.16618023 -0.19329824  0.19346640  0.66730948 -0.46721423 -0.45497202
  272220907 24817   0.37152446 -0.45883011  0.23896033  0.36007748  0.06415470 -0.44405586 -0.43731817 -0.26858530
  272297126 76219   0.09416748 -0.46795899  0.25554132 -0.52646052  0.41863870 -0.09498374  0.48785118 -0.08605685
  272303002 5876   -0.21434438 -0.59215523 -0.42849668  0.47137102  0.16083534  0.32529848  0.16631321  0.19560532
  272384372 81370  -0.15638204 -0.41803177 -0.15110867 -0.78361970  0.37005669 -0.15343682  0.05268936 -0.02528734
  272386737 2365    0.58860664 -0.02671910 -0.07751153  0.00809066 -0.07267636 -0.43436428  0.43023309 -0.51739745
  272478375 91638   0.13997429 -0.42284466 -0.08737677 -0.01064946 -0.51134922 -0.05850732  0.37248165  0.62467413
  272482240 3865   -0.48160328 -0.15261156  0.54749731  0.22255655  0.04601006 -0.61525844  0.12152407 -0.00743693
  272494583 12343  -0.12059111  0.65381829 -0.20097940  0.32384275 -0.18778123  0.51644444 -0.32795945  0.05637851
  272522643 28060  -0.23921195 -0.25097848 -0.10938500 -0.47233907  0.36251741  0.24498413 -0.57270580  0.35396347
  272653116 130473  0.21977624  0.31714280 -0.15289294  0.00170783  0.23750993 -0.62089869 -0.52419265 -0.33322005
  272660279 7163   -0.26059842  0.47007891  0.68255770 -0.36110898 -0.13269748 -0.21691586  0.03064905  0.22187631
  272675512 15233  -0.37603088  0.47325727 -0.20762757 -0.15922404  0.23120323  0.40969585  0.29014083  0.51056782
  272718786 43274  -0.32021110 -0.63696999 -0.22181327 -0.03999775  0.63203556  0.03547166  0.14079424 -0.14276879
  272725662 6876   -0.15677226  0.11856809 -0.49884144  0.30468851 -0.24173912  0.49262107 -0.11807349 -0.55193435
  272833514 107852  0.12572069 -0.26818052 -0.43148672  0.59403610 -0.21094394 -0.17987918  0.09706358  0.53566653
  272957617 124103 -0.21603476 -0.03503799  0.73603455  0.24550473 -0.43136377  0.11992915  0.38679256  0.00396361
  273002822 45205  -0.20758120  0.37969267  0.32515428  0.22788260  0.16466004 -0.41889262 -0.52712994 -0.41789690
  273005187 2365   -0.13235636 -0.41911222 -0.24354248 -0.00060660 -0.63351465  0.15264983 -0.39775293 -0.40578720
  273012106 6919    0.35079076  0.66978910 -0.28025550  0.32010675 -0.30242062  0.28435423  0.16354013 -0.21967248
  273016044 3938   -0.15474695 -0.35637946  0.46346766  0.27404410  0.05393560 -0.26516118 -0.62973973 -0.29891970
  273022727 6683   -0.28531627  0.72954136  0.11634234  0.42620705  0.22953731  0.32750143 -0.17318394 -0.03519649
  273059877 37150  -0.41589965 -0.04453007  0.51389373  0.00586473  0.21810985 -0.26103631  0.66464891 -0.05876534
  273185860 125983  0.24563853  0.01083282  0.41785775  0.27601324 -0.74814773  0.30232275  0.18949105 -0.04153340
  273246372 60512  -0.61595389  0.40622048 -0.00300629  0.09060785  0.28337618  0.45989273  0.30483668 -0.25027608
  273265001 18629  -0.22752613  0.05914047 -0.19941520 -0.10676220  0.45168535  0.04555703 -0.40204222  0.72514594
  273289029 24028  -0.27758617  0.32280096  0.74999094 -0.09676770 -0.37102065 -0.17348886 -0.15611867  0.23402418
  273360746 71717  -0.28142453 -0.37398621  0.19130114 -0.57634197  0.40430608 -0.41338046  0.16767483 -0.22294999
  273400213 39467   0.09827596  0.37703900  0.01585468 -0.09370275 -0.26693984  0.87598880  0.00293855 -0.02302075
  273465290 65077  -0.05282515 -0.13778975 -0.27239688 -0.24965631 -0.05133741  0.01476836 -0.70367828 -0.58624091
  273527809 62519   0.23721245 -0.71061268  0.17921896  0.52536585 -0.23337789  0.25893063 -0.03954643 -0.08693059
  273539718 11909  -0.43911229 -0.26897431 -0.73845840  0.03147332  0.03271357  0.18961177  0.38797070 -0.03126941
  273550582 10864  -0.21956904 -0.40353725 -0.56930436  0.01325275 -0.64884133  0.20169598 -0.04240960 -0.03448358
  273699962 149380 -0.08581457 -0.00622933 -0.63240504  0.19236282  0.50044487 -0.38205494 -0.39810806 -0.02750246
  273725938 25976   0.23300407 -0.58461282  0.01136328 -0.00156197  0.29927943  0.20985641  0.06779521  0.68234984
  273731066 5128    0.39985944  0.47496690 -0.48696971  0.03881047 -0.02346185  0.08805825  0.57052266  0.20511534
  273773662 42596  -0.28911868  0.34123003 -0.04081567  0.25707472  0.30027263  0.18740416  0.67660900 -0.38618055
  273795985 22323   0.25627790 -0.83297536  0.01753132 -0.02775407  0.33185637  0.00701116  0.23845269 -0.26899546
  273850622 54637  -0.01562526 -0.05098269  0.64932394 -0.24123675 -0.51373865 -0.27179690  0.41963565 -0.05869275
  273909298 58676   0.13829179 -0.13593433 -0.41751639  0.52633863 -0.64787374 -0.08364737  0.04991248 -0.28603571
  273915434 6136   -0.59506836 -0.26854053  0.10125749  0.38110130 -0.31041249  0.25036150 -0.47489306 -0.18365222
  273954894 39460  -0.03461558 -0.61001152  0.12978853 -0.59655205 -0.13621065  0.17951191 -0.05221367  0.44773224
  274036003 81109  -0.14893641 -0.29549951  0.32835723 -0.10438313  0.77962065 -0.02955946 -0.02944543 -0.40278348
  274088543 52540   0.27075456 -0.13288073 -0.55076918  0.22299846  0.40871332  0.12023579 -0.52678943  0.31136691
  274132664 44121   0.20237053 -0.10878023  0.40500947 -0.16835561  0.32550014  0.26926319  0.17958981  0.73765252
  274183127 50463   0.34344756 -0.27138423 -0.68108217  0.39934218  0.33183990 -0.10864449 -0.07033816  0.24120215
  274264930 81803  -0.23565471 -0.63118445 -0.07466266 -0.01160004 -0.00305367  0.69272888  0.01571706 -0.24542681
  274276476 11546  -0.41871647  0.35546727 -0.39804475  0.14187290 -0.38253547  0.27094212  0.37842261  0.39598650
  274278956 2480   -0.40579894 -0.12001522  0.31428058  0.53407731  0.43524685  0.03733614 -0.37523837  0.32446119
  274378068 99112  -0.27627310 -0.56517032  0.23686997  0.00077085  0.08948935  0.23251339  0.68238831 -0.14290933
  274399436 21368   0.57922551  0.15404653  0.52678300 -0.00265021  0.37009032  0.34447874 -0.05442539 -0.32352056
  274436661 37225  -0.24970881  0.05993530  0.06239540 -0.52771264 -0.11350155  0.69179500 -0.22386351  0.33181570
  274527388 90727   0.20624485  0.08807457 -0.50952616 -0.35080681  0.09528172 -0.18114848 -0.23091798 -0.68688217
  274536253 8865    0.27369760 -0.31932263 -0.36713902 -0.55047296 -0.12747423  0.39678888  0.04270396  0.45803539
  274596995 60742  -0.57008562  0.39054969 -0.13113568 -0.32748678  0.39520950 -0.09535770 -0.34340367  0.33885018
  274599888 2893   -0.33365117  0.42892754 -0.21208203  0.10041506 -0.58811206  0.52273903  0.03639060 -0.17082132
  274602929 3041   -0.25170860 -0.59185106 -0.09262834  0.51086220  0.48614085  0.19072955 -0.20582154 -0.04149344
  274660058 57129  -0.63423546  0.01962490 -0.08029700  0.04142242 -0.43218311  0.54064448  0.32313847  0.07549603
  274706110 46052   0.28105447 -0.03970226  0.28790867 -0.05369941  0.21031400  0.33987437  0.15685211  0.80579646
  274782397 76287  -0.01275137  0.32091254 -0.67668593  0.42260797  0.04029499 -0.29468690  0.19455913  0.36610639
  274833599 51202   0.21907049  0.39965585  0.48001423 -0.27319961  0.31554497 -0.04778607  0.25163078 -0.56750458
  274860973 27374  -0.49635612 -0.40455068  0.43645531  0.03003695  0.36932813  0.13544178 -0.47409493 -0.13805848
  274873935 12962   0.15636893 -0.58472183  0.13606189 -0.25018222  0.31053873 -0.32975890  0.50281409  0.30748645
  274963021 89086  -0.04865445  0.11633812 -0.56248651  0.32566516  0.71630817 -0.15851652  0.01164057 -0.15260710
  275109395 146374  0.13752367 -0.05514939  0.29036194  0.30150519 -0.51057512 -0.16110461  0.04455665  0.71707977
  275131139 21744  -0.08847294 -0.24800687  0.65831747  0.08333417 -0.24433167  0.15238053 -0.48648896 -0.41321829
  275132806 1667    0.76174244  0.22940971  0.41438401 -0.20867110  0.35036894 -0.16568717  0.04061752  0.00122048
  275136766 3960   -0.47479387  0.22450243  0.33214140 -0.24265704 -0.00882457 -0.69293004  0.25369763 -0.10186599
  275264102 127336  0.02207911 -0.15064558  0.34617906  0.35387277 -0.78793212  0.29511886 -0.09932272  0.11813282
  275264167 65     -0.65201966 -0.39040631 -0.32133684  0.46013127  0.18766091  0.10067145  0.06362559  0.24098869
  275297268 33101   0.00526032 -0.14812738  0.14843277 -0.31539575 -0.13441387 -0.32237004  0.52948479  0.67392890
  275318462 21194   0.42430450 -0.44414862  0.37066557  0.42550703  0.34697253 -0.06585587  0.35783757 -0.22687846
  275325044 6582   -0.13888417  0.39358508  0.27654783 -0.44063410 -0.21342231  0.46386070 -0.42191097  0.34123329
  275351756 26712  -0.20837328  0.66601992  0.17682780  0.42964100  0.08982965 -0.35003725  0.20987963  0.34999097
  275386347 34591  -0.17930946  0.44885855 -0.29174264  0.12829064 -0.03357182  0.49808400  0.23007419 -0.60220677
  275490389 104042  0.32257397  0.03346890 -0.49875241  0.40395198 -0.59580555  0.06700548 -0.24529548  0.25149719
  275501861 11472   0.43113312 -0.31722187  0.42824301 -0.12756060  0.69528543 -0.13569343 -0.09131832 -0.06047438
  275528784 26923  -0.04746250 -0.27136384  0.24226349  0.71530391 -0.22467566 -0.30027413 -0.11245194 -0.44773714
  275636545 107761 -0.49814471  0.48738670 -0.04283325 -0.09755866  0.44585599 -0.14646129 -0.16178033 -0.50650007
  275657504 20959  -0.16530772 -0.35296304 -0.43046982  0.18256036  0.22133843  0.29714067 -0.68491819  0.15186078
  275716157 58653   0.57604989 -0.27223812 -0.19020320  0.26217179 -0.66293446 -0.11816275  0.06587051 -0.17708236
  275716495 338     0.15403188 -0.04424903  0.48220124  0.59076683  0.40626082 -0.27866874  0.08209268 -0.37861509
  275737496 21001  -0.40435892 -0.60049636 -0.42545832 -0.05557493  0.14409719 -0.46252194  0.13191785 -0.19925300
  275817324 79828  -0.15225383 -0.14520978  0.32003623  0.16443440 -0.19051748 -0.18128398  0.55653111  0.66886722
  275882441 65117   0.40225176 -0.54956032  0.39051882 -0.24820595 -0.09580072 -0.02817587  0.03352498  0.55764706
  275912993 30552   0.14221032  0.51250920  0.07152740 -0.84034279  0.04971497  0.02833042 -0.04968946 -0.00866805
  275982906 69913   0.31421728  0.30196733  0.08888659  0.17709029 -0.58926581  0.12571718  0.63694351 -0.04566622
  275996022 13116  -0.22853207  0.10556442 -0.18546955  0.03059292 -0.31619420  0.72369633 -0.32559976  0.41420286
  276052819 56797  -0.09840940 -0.31813397 -0.34228997 -0.46161967  0.57914324  0.27768840 -0.33678117  0.18141647
  276083712 30893   0.10531467 -0.71076506 -0.10816945  0.06867757 -0.43337745 -0.36677834 -0.38018613  0.02051204
  276114670 30958   0.22949964 -0.20358712 -0.32503440 -0.41722326 -0.26637367  0.05841211  0.71871159  0.18774008
  276164852 50182   0.50039279  0.16827796 -0.41276322  0.45081209 -0.13326957  0.41594736 -0.20829695  0.33693318
  276217807 52955  -0.48953782 -0.35458041 -0.18426191 -0.36038732 -0.14472719 -0.14235564 -0.09874992 -0.64794394
  276317594 99787   0.05470784 -0.01792684  0.23259450 -0.36032587 -0.18724382  0.87976344 -0.04407675 -0.04200043
  276332051 14457   0.32825380  0.59303344 -0.25311765 -0.59054714 -0.15503780 -0.21165489  0.20932474 -0.12286154
  276346236 14185  -0.31477760  0.26979063 -0.27788522  0.40273928 -0.01414637  0.28409563  0.67860329 -0.21747663
  276351305 5069   -0.07082540 -0.24726787 -0.31191641 -0.60212787 -0.56741883 -0.19663624 -0.19165984 -0.27681963
  276375000 23695  -0.30122103 -0.36252476  0.54030588  0.02072748 -0.17535731  0.01780681 -0.50669316  0.44460814
  276411163 36163  -0.58672415  0.17753623  0.35296493  0.17874256 -0.24048467  0.20246570  0.18947338 -0.57704169
  276515690 104527 -0.04109054 -0.57812739 -0.00004505 -0.30208767  0.50529488  0.50413752  0.05251333 -0.24614653
  276523050 7360   -0.13799138  0.04995448 -0.50302050  0.62067355  0.00349652  0.44713071 -0.23236775 -0.29370866
  276542725 19675   0.21079060 -0.85317012 -0.14986468  0.24246605  0.13030945 -0.05080087  0.17705678  0.30904447
  276644569 101844 -0.25679533  0.14103138 -0.25074028  0.16042851 -0.41040940 -0.36458670 -0.35276689  0.63226141
  276687708 43139  -0.26803508 -0.22012385  0.14817451 -0.41221576 -0.02112519  0.69187788 -0.35000945  0.29355967
  276699092 11384  -0.61965849  0.03059090  0.17414421 -0.18683634 -0.39036881 -0.55989067 -0.25857827 -0.13086423
  276702307 3215    0.65340942  0.25632633  0.18120950 -0.29335324 -0.16873750 -0.45550306  0.20707933 -0.33109320
  276738964 36657   0.03814844  0.06973492  0.52784930  0.60360118 -0.26617823  0.27141413 -0.12936128 -0.43528341
  276865011 126047 -0.12744119  0.31603953 -0.39399520 -0.13297174  0.37028361  0.12865777 -0.32358721 -0.67275003
  276877444 12433  -0.41982467 -0.63061528  0.04529528 -0.38109906 -0.44461840 -0.21546591 -0.00635052  0.18609688
  276896436 18992   0.23772954 -0.33649030 -0.51815189  0.27020662 -0.04899408  0.38753727 -0.42666639  0.39260180
  277021458 125022 -0.13105675 -0.25603096 -0.36963525 -0.44546795  0.73490270  0.02840360  0.05777482 -0.19486839
  277037290 15832  -0.30593498  0.28285442  0.36780030 -0.20216299  0.24982360 -0.00166891 -0.68904928  0.33622419
  277080973 43683   0.11011305 -0.70726185 -0.08318510  0.03308683  0.53800022  0.26660275  0.23753128 -0.25039751
  277111341 30368   0.18541737  0.02298001  0.82950861  0.43277054  0.20557384  0.02890135 -0.20025651  0.08073964
  277191896 80555   0.53982531  0.33116847 -0.15288296 -0.19775579  0.39127717 -0.27081083 -0.33847230 -0.44208110
  277206912 15016  -0.22453758  0.03531369 -0.10741624 -0.20637790  0.22682521  0.56435524 -0.67748469  0.25548721
  277252595 45683   0.35146450 -0.21022066  0.35282943  0.29297401  0.10574041 -0.48733578 -0.59808466 -0.12480043
  277260035 7440    0.05334203 -0.15762985 -0.16106212  0.41970033  0.46984021  0.30508240 -0.10737165  0.66698150
  277295881 35846  -0.57793784  0.25633362 -0.14883351  0.61728779 -0.37965743 -0.18767037 -0.13235488  0.01440666
  277375096 79215   0.05299211  0.63408217 -0.25660249 -0.34430769  0.19263975 -0.47013583 -0.16820373  0.35257445
  277424976 49880   0.25151804  0.70341639 -0.10773600 -0.41950152  0.41444555  0.20797746 -0.19822684 -0.00647020
  277442508 17532  -0.06152441 -0.09644134 -0.45088588  0.31018574 -0.12938125  0.36173746 -0.71748286 -0.15819419
  277503151 60643   0.24563110 -0.26531054  0.19757006  0.26470047  0.50091696  0.46624039  0.25466956 -0.47646713
  277540521 37370   0.48182224  0.25686742  0.58092819  0.25752735 -0.38317528 -0.14921652 -0.28857852 -0.21378057
  277569683 29162   0.01726074 -0.56810270 -0.20360934 -0.45973646 -0.07806814  0.53187622 -0.35077373 -0.11008114
  277570523 840    -0.44481206 -0.31753462  0.28499102  0.52481321 -0.15920102 -0.06273122 -0.26522141 -0.49501783
  277645929 75406  -0.28449639 -0.03001499 -0.25131363  0.10636081 -0.80501838  0.04720100  0.16373205  0.40816545
  277717905 71976   0.45579075 -0.29781050  0.25571350  0.50067583  0.07304335  0.16160142 -0.24223532  0.54531617
  277756225 38320  -0.31959410 -0.33935981  0.26986251  0.04032440  0.25694799 -0.31469310 -0.27586036 -0.68343964
  277794257 38032   0.76901998  0.14208830  0.00147654 -0.18494955  0.23582283 -0.51594694 -0.17458153 -0.04379840
  277801453 7196    0.06286921  0.28579210 -0.35465818 -0.31652839 -0.52179225  0.03655015  0.18386421 -0.61724272
  277885337 83884   0.14252682 -0.25528444  0.34364301 -0.73978138  0.08801767  0.48143760 -0.09802996  0.00313288
  277893417 8080    0.48537236  0.03845472 -0.40555916 -0.16816693  0.35003269  0.46354560 -0.32196115  0.35933295
  278018424 125007  0.04219180 -0.15383777  0.07215680  0.13436792 -0.68757390  0.08615485  0.02616596  0.68587700
  278020249 1825   -0.43168745  0.48908207  0.36680547 -0.03258221  0.39752441 -0.05772653 -0.11447541  0.51417331
  278061874 41625  -0.35553399 -0.43073071 -0.15414723 -0.79032341  0.02102010 -0.14360437 -0.01268303  0.13590162
  278062897 1023   -0.09037214 -0.28860801 -0.75333651 -0.35411438 -0.32844148  0.20216114  0.22311185  0.13078064
  278123471 60574   0.65972274 -0.15788166  0.14012503  0.22323402  0.05748242  0.29698100  0.48037098  0.38485402
  278155305 31834  -0.64267765  0.08797428  0.32510074  0.01891081 -0.17833438 -0.01935746  0.44989006  0.48846590
  278219003 63698   0.03528871  0.16235224 -0.35976245 -0.04627667  0.60995828 -0.59626182  0.23068950  0.24501223
  278283715 64712   0.67318642 -0.04316939 -0.57242630  0.12688585 -0.25010687 -0.31353750 -0.13880212 -0.14511834
  278346354 62639  -0.38641624 -0.07038143  0.08176690 -0.03416875 -0.03338573 -0.56968786 -0.69499427 -0.17087921
  278374366 28012   0.43780539 -0.40424460  0.51282606 -0.55442314 -0.07140759 -0.19223402  0.00180298  0.18022471
  278393485 19119  -0.18858157  0.00592684  0.15899237  0.22960974 -0.31292743 -0.61115087  0.64166268 -0.05694472
  278471661 78176   0.01828974 -0.25580003  0.54844542 -0.29081916 -0.33726214 -0.07556775  0.50949029 -0.41210081
  278519672 48011   0.44388891  0.00272838 -0.33545533 -0.12935585  0.59203242  0.16290835  0.47884994 -0.25952493
  278527998 8326    0.59794763  0.38844743  0.45448528 -0.15698683  0.11894877 -0.13115562 -0.45806000 -0.13854938
  278573509 45511   0.37741059  0.29379499 -0.48730187  0.12924311 -0.67115639 -0.14731170  0.13206239 -0.16579127
  278661689 88180  -0.08283754  0.36992921 -0.08024325 -0.53312953 -0.06339507  0.18288181 -0.30302424 -0.66055724
  278667762 6073    0.17836012 -0.37625502  0.06915955  0.61545159 -0.04056115  0.28122497 -0.17657518 -0.57545168
  278720790 53028   0.02917455 -0.51289790 -0.20488356 -0.24400292  0.36919206 -0.64677972 -0.00182400 -0.28273623
  278767075 46285  -0.19616658  0.61685769  0.00738170  0.47349871  0.45615974 -0.34510017  0.03499408 -0.16837257
  278885779 118704  0.06079181  0.52498361 -0.48997653 -0.13340925  0.56544243 -0.04172244 -0.36204983  0.10136843
  278909207 23428   0.09995801 -0.17982967 -0.39896559  0.34006203 -0.17082409  0.72376289 -0.08125194  0.35105340
  278931213 22006   0.07288879 -0.12957252 -0.40906961  0.36144095  0.04606618 -0.01979013  0.08994529 -0.81811783
  278941119 9906    0.74692867 -0.31362717  0.22757407 -0.34284366  0.26765430  0.22664498 -0.16317328 -0.15738977
  279041952 100833  0.12098784  0.31033089  0.44520121  0.51584283 -0.51637011 -0.36088334 -0.13806307  0.09392789
  279100660 58708   0.22710689 -0.12224007 -0.55474357 -0.15058888 -0.40863715 -0.03944810 -0.52125056  0.40350932
  279101824 1164   -0.58190407  0.37112770  0.13918713 -0.38271174  0.03379820 -0.17023534  0.04971590  0.57027756
  279116190 14366   0.58581000  0.05490931  0.19634470  0.02986716  0.60717046 -0.18922553 -0.08899455  0.44942856
  279119519 3329    0.48289926  0.68363430  0.31926270 -0.25100777  0.23172502  0.15428761 -0.20969917  0.11421023
  279121714 2195   -0.11378343 -0.21675089  0.56810520  0.26973774  0.52855217 -0.48343204 -0.13631821  0.11363904
  279187173 65459  -0.03401347 -0.17415796 -0.06002239 -0.33885065  0.07253683 -0.06287471 -0.65017034 -0.64664777
  279288542 101369 -0.36359313  0.27538510 -0.46448097 -0.32465281  0.60571254 -0.18254428  0.26478631 -0.02234244
  279347670 59128   0.57418606 -0.22996149  0.34001270 -0.54947793 -0.27108123  0.23335677  0.26143869 -0.06002374
  279437354 89684  -0.17120443 -0.21994563  0.28858112  0.36179344  0.30020756  0.56918412  0.44274458  0.31308385
  279452156 14802  -0.24170937  0.03285791 -0.19842033  0.20177367 -0.55770390 -0.05485521  0.62027634 -0.40203012
  279471565 19409   0.01162894 -0.69289447  0.39516299  0.36339344 -0.09749676 -0.36662799 -0.20749572 -0.21113328
  279509592 38027   0.30644559  0.74550796 -0.14427539  0.14831168 -0.53490475 -0.11322212  0.09151773 -0.01339422
  279535105 25513  -0.20322003  0.00325082  0.64462579  0.02650877 -0.24681526 -0.07123870 -0.00447178 -0.69024141
  279576134 41029   0.13532140  0.38515308  0.16535859  0.47439125  0.64154678 -0.03120675 -0.40060439 -0.08896453
  279637413 61279   0.29459793  0.23570599 -0.04903022 -0.53492864  0.46783561 -0.06032117  0.49657495 -0.31623827
  279678685 41272  -0.50680641 -0.29284025 -0.37029845 -0.23240933 -0.38702468  0.51606635  0.14891110 -0.16724149
  279711582 32897  -0.10870412 -0.29641904  0.52394212  0.26002283  0.08805613  0.01631778  0.10320070 -0.73452121
  279713341 1759    0.48964254 -0.51831038 -0.17585820  0.17402238  0.13119042  0.39241385 -0.50845422  0.02587236
  279813902 100561 -0.18042186 -0.12947391 -0.54226407  0.33388250 -0.15973116 -0.61575455 -0.26962519 -0.26036736
  279843981 30079   0.04615482  0.46257132 -0.09040664 -0.24767000 -0.80817563  0.08375349 -0.17322618  0.15560821
  279910262 66281  -0.44921965 -0.12643792 -0.23301911 -0.22380268 -0.20343692  0.20457955  0.61774933 -0.46149324
  279940432 30170   0.58271695  0.29113399 -0.36902880 -0.30407024  0.18926014 -0.43204929  0.29726179 -0.19023781
  279984664 44232   0.35387590  0.12871080  0.75086106  0.18348670 -0.17090021  0.07003756  0.25233182 -0.40368576
  279995750 11086   0.57067975  0.43292280  0.40828179  0.34921336  0.42593977 -0.12443216  0.01625587  0.03295711
  280066353 70603   0.14875560  0.13485955  0.15642217 -0.37437105 -0.09506234  0.49948419  0.46251150  0.56800079
  280136033 69680   0.53595906 -0.20222082 -0.66342141  0.21274547 -0.05486300  0.05261048 -0.22659992  0.35963967
  280170840 34807  -0.02748054 -0.34305478  0.20579090 -0.13782576  0.48485181  0.55110032 -0.52957641 -0.03111915
  280231382 60542   0.13444093 -0.74849905  0.05913458  0.14225731 -0.45222620  0.12045882  0.37312899 -0.19924018
  280288395 57013   0.44461190 -0.19367905  0.27774451 -0.52040530  0.37529559  0.50905217 -0.03741380  0.12435558
  280312906 24511  -0.28733426  0.24943836  0.14848539 -0.65132836 -0.33219078 -0.14020448  0.52016838  0.09143209
  280330020 17114   0.15333329  0.13487740  0.40801748  0.12468947  0.40467818 -0.29534353  0.35005900 -0.63461620
  280338067 8047    0.30123266 -0.23100944 -0.75121297 -0.08614858 -0.43325025  0.23496993  0.15571129  0.13033939
  280364573 26506   0.62632082  0.13445714  0.14428547  0.22929534  0.15645443  0.27111083 -0.50314812  0.40633945
  280460874 96301  -0.34836885 -0.12558190 -0.50339375  0.04281009  0.36690883 -0.40717270 -0.49337401  0.25258810
  280492490 31616  -0.24920302 -0.49628944  0.31538628  0.01250471 -0.59729419  0.04395718 -0.48183798  0.03330700
  280492836 346    -0.30966852  0.29223891 -0.51756568 -0.28671719 -0.38150686  0.31611733  0.17614354  0.43831115
  280506248 13412  -0.59422263 -0.38673434 -0.39052189  0.51366037  0.11188435 -0.25764790 -0.04354380  0.01360423
  280602782 96534  -0.33418569  0.21891633 -0.15683819 -0.39575833  0.05114960 -0.16697201  0.23728076 -0.75655443
  280669912 67130  -0.39018969 -0.06469477  0.20925543 -0.09248780  0.36871624  0.71356443 -0.37138521 -0.09039868
  280687496 17584   0.36341582 -0.42113022 -0.17090101  0.21655136  0.34966972 -0.33349896  0.40927745  0.46203693
  280700524 13028   0.63565531 -0.03024997 -0.24544068  0.02924644 -0.24601407  0.36435030  0.33394693 -0.47868170
  280778745 78221  -0.14627424  0.07415778  0.10769970  0.72746732 -0.26749303  0.47849856  0.08674889  0.35250218
  280851530 72785  -0.00017342  0.50863541 -0.18991312  0.53472138  0.39344723 -0.34339678 -0.02326395 -0.38214232
  280852629 1099    0.02207512 -0.59829197 -0.31547364  0.03967389  0.16630734  0.33495825 -0.49551146  0.39379565
  280868826 16197   0.05231153  0.13726522  0.76587142 -0.10483550  0.00750045 -0.15611148 -0.45888768  0.38192578
  280919758 50932   0.70447453 -0.02028569  0.16991164  0.42555207  0.12043250  0.24598038  0.39135506  0.25528510
  281030654 110896  0.32181376 -0.14043221 -0.28221251  0.10837171  0.04854701 -0.87083330 -0.11738968  0.10410847
  281136420 105766  0.03878409 -0.11646670  0.23848792 -0.46038247 -0.18209282  0.35008118  0.17678434 -0.72741698
  281155405 18985   0.37155308  0.50886808 -0.33930295  0.26553866 -0.48057171  0.42362628 -0.07562486 -0.03516811
  281194746 39341   0.13412191 -0.56841548 -0.13482326 -0.37581456 -0.51232976  0.13024500 -0.10755666  0.45660407
  281217155 22409   0.39895243  0.29611653 -0.24728590 -0.57006140  0.39283357 -0.01064065  0.39058186  0.24504290
  281221068 3913   -0.33067864 -0.76086626 -0.03906505  0.47314385  0.07411519 -0.24610752 -0.04765795 -0.13420035
  281240438 19370  -0.20683014  0.03849260 -0.54810587 -0.25893501 -0.48121332 -0.06770421 -0.03087337 -0.59259510
  281254225 13787  -0.13665163  0.27092404 -0.23200405  0.49130719 -0.03665748  0.14698127  0.76701375  0.03821651
  281384348 130123 -0.23881235  0.34404787 -0.33455041 -0.00297037  0.72871338 -0.37923273 -0.14967605 -0.12419081
  281432596 48248   0.13348883 -0.04305937  0.10740179 -0.00464914  0.14480828 -0.76908187  0.04770028  0.59501109
  281449192 16596  -0.21643267 -0.29864409  0.29820322 -0.29213906 -0.14284352 -0.43256442 -0.46435985 -0.51628663
  281535406 86214   0.42558839 -0.44195327  0.51435617  0.17748909 -0.25368059  0.33351486 -0.25542326  0.29438093
  281548658 13252   0.59562393  0.33627250  0.10378190 -0.71227629  0.04326733  0.05068854  0.05241085 -0.08280373
  281577815 29157   0.41506052 -0.14750964 -0.13760040 -0.46866430 -0.37338231  0.58416478 -0.03108587  0.29284195
  281631910 54095  -0.39061211 -0.74629382  0.42277011  0.06927184 -0.30585365 -0.00911886 -0.00096476  0.11534306
  281634637 2727    0.13097420 -0.01226213  0.19899713 -0.38339973  0.26163277 -0.42763477  0.51436901  0.52934063
  281720234 85597   0.28095233  0.01394877  0.62253986 -0.06112018  0.25168604  0.33322439  0.31320946 -0.50704551
